"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Max_crpss" "Month" "P_Jan" "P_Feb" "P_Mar" "P_Apr" "P_Mai" "P_Jun" "P_Jul" "P_all"
"12.178" 0.0492333699607332 0.035048804097087 0.0284997334173103 -0.00220574454396405 -0.0698671133340778 -0.0160752895198579 -0.0634580091980919 0.0492333699607332 1 0.135786506387708 0.247188198931739 0.302141016375701 0.512389572353236 0.76999569032143 0.601636980425801 0.900622296143395 0.135786506387708
"12.192" -0.0104203424330351 0.0400680309778594 0.0132925424364282 0.0134154331628522 0.0775276268648923 -0.0261071949105711 -0.0396961343107116 0.0775276268648923 5 0.605020751125532 0.227915795721972 0.425044791108684 0.442392017627923 0.201622862084332 0.776482210322937 0.868705491701788 0.201622862084332
"12.193" 0.076430348160007 0.123481898343607 0.15818915135011 0.127608261258593 0.0439089438665926 -0.00242808537217098 -0.137671008002842 0.15818915135011 3 0.0465598423926859 0.0169975442524149 0.0125786259914935 0.056957933111811 0.303599825502811 0.52122370050711 0.99899046602626 0.0125786259914935
"12.286" 0.179650870017601 0.231958331533515 0.296704409177266 0.186026275565975 0.179506746516164 -1.46013480045314 -1.67326307076361 0.296704409177266 3 0.00100713462192858 0.0014192075200186 0.000129310909719218 0.0472332998518361 0.0993884253294665 0.999986045495252 0.999999999999726 0.000129310909719218
"12.290" 0.0341256606358561 0.0426814325537491 0.0934336270115083 0.0701282872438959 0.0159252581851347 0.098710800162003 0.049374166254655 0.098710800162003 6 0.24778840044411 0.242568778895759 0.0670726063479759 0.180080404410272 0.430249963883295 0.17028038032893 0.287684735821689 0.17028038032893
"12.70" 0.0803035922360749 0.0579990680603207 0.074671093004536 0.10386899385219 0.0802697019046802 0.131700919494004 -0.121246765268291 0.131700919494004 6 0.0523642775421779 0.156403393342359 0.09873165848795 0.037647002258778 0.176976964614729 0.208516722542033 0.898917714226637 0.208516722542033
"12.97" 0.00254252980117087 -0.0128616705307349 0.0191090828829814 0.0186609197510056 0.0635575351973878 -0.189825564222439 -0.164941618717694 0.0635575351973878 5 0.476611026722872 0.614150238298971 0.341307184337771 0.373420108590268 0.244544690106002 0.874838270197011 0.992263280968082 0.244544690106002
"122.11" -0.184548021999716 -0.297005313302088 -0.306964328534048 -0.304683508497033 -0.190476653001034 -0.0559295099180392 -0.815411822060969 -0.0559295099180392 6 0.974353806890754 0.995693579114523 0.98980867359394 0.987724570376564 0.897975732810721 0.628630191432041 0.999994020216262 0.628630191432041
"122.17" 0.0342847852872264 0.0636641803462515 0.0708796948100573 -0.0234355830602271 -0.00610511699911687 0.0159963666963271 -0.10466851156485 0.0708796948100573 3 0.342180308211988 0.25640358821498 0.225130618711973 0.577008217910184 0.520171515258868 0.433674984464241 0.965328664175891 0.225130618711973
"122.9" -0.139112899399996 -0.188663393084901 -0.174894628954244 -0.170906487059623 -0.0296795284039391 0.00778552478608308 -0.00101924467674608 0.00778552478608308 6 0.941290333292421 0.963521450737604 0.934762573887107 0.9228367655957 0.597171164842161 0.470780243870249 0.505055425884562 0.470780243870249
"123.31" -0.241333023930903 -0.299793426569979 -0.394531975075527 -0.574874422385693 -0.57831687161415 -0.355881211726783 -0.103705939344259 -0.103705939344259 7 0.988593056609603 0.992868614950077 0.997166734255555 0.998276014569878 0.996527352779476 0.96420679517995 0.935451368363335 0.935451368363335
"124.2" -0.117725030252793 -0.180256148385658 -0.267328627851271 -0.338497052465739 -0.244356632909491 -0.540576298138564 -0.200479834174517 -0.117725030252793 1 0.882392743821463 0.9508323987922 0.980044574217873 0.975776125114027 0.91532606293129 0.986404012434995 0.95668119601069 0.882392743821463
"127.11" -0.113983454229514 -0.119208741583281 -0.134918329829574 -0.143630867486039 -0.181582650411452 0.118228851040283 -0.151297007012082 0.118228851040283 6 0.965730485205273 0.907350700296332 0.927581601016277 0.93567467895039 0.933839981598277 0.15550885816701 0.885429719502045 0.15550885816701
"127.13" 0.0118801005074222 0.128989583170846 0.0417846226417989 0.0685583752315976 0.120588266833109 -0.194589870757426 -0.152026963661557 0.128989583170846 2 0.356831200414012 0.0941969842292094 0.267983131577048 0.230225136350083 0.0755883160470871 0.96979250687594 0.995600287599302 0.0941969842292094
"133.7" 0.00129259736752063 0.07131262331053 0.0114121070678344 0.00397131281863594 0.0094804328194007 -0.208317883144613 -0.0661166556625024 0.07131262331053 2 0.473068192957918 0.162662001957352 0.340993662981191 0.470981234667039 0.464094774697396 0.982052629701051 0.810466122265737 0.162662001957352
"138.1" 0.00452041871194409 0.0851965195398802 0.0397045570368673 0.121447893003472 0.138357289924689 -0.102749682714173 -0.44560563915099 0.138357289924689 5 0.425214892643394 0.174311902786432 0.204899076251185 0.0448511917689258 0.110468760503731 0.898729478575075 0.999791416275925 0.110468760503731
"139.15" -0.0220942543387259 -0.0890237775609555 -0.0904167874859307 -0.0719752022252178 -0.121038975634802 -0.130886736514291 -0.485058524062572 -0.0220942543387259 1 0.630772719295163 0.848583282870897 0.806071895286504 0.75017770233549 0.830739816954967 0.833953297196017 0.999350525209835 0.630772719295163
"139.35" 0.0484558227835082 -0.0468785099822555 -0.00236900638792958 0.00118602100138421 -0.0645917237189795 0.00441120080428892 -0.571894784493587 0.0484558227835082 1 0.258479837052653 0.668082736872571 0.508200611259561 0.49609689504603 0.687145111517848 0.488591435623724 0.999065504317338 0.258479837052653
"148.2" -0.00340116270219881 0.0306379886426518 0.047238504106244 0.103633152516223 0.00532037223744064 -0.237956363077923 -0.101938694020897 0.103633152516223 4 0.557798400060263 0.211270734274918 0.193982373139763 0.0244416658500932 0.475902603232537 0.978707140829275 0.903909344634729 0.0244416658500932
"15.21" -0.0118100277728515 0.0111664438649465 0.0163109471426786 0.0138172201924569 0.0604339398069617 -0.0125322281549931 -0.0484180954595697 0.0604339398069617 5 0.597877318183028 0.425364352424031 0.412528190752095 0.44189346095085 0.282086972372773 0.603850162663889 0.919119803003326 0.282086972372773
"15.49" 0.0849353995545239 0.0951207278257354 0.0900364120694244 0.0636343595032595 -0.0444926024817076 -0.0290790118530579 -0.679932652671874 0.0951207278257354 2 0.0487627839724117 0.0802656394808455 0.104469466410819 0.214184227098732 0.637583282677372 0.575596775573825 0.995420929362796 0.0802656394808455
"15.53" 0.0972282707198359 0.035939316446667 0.0319043244014896 0.00161380411709555 -0.0596629436632021 0.0981976643102882 -0.0642988790250396 0.0981976643102882 6 0.0375854245313581 0.279401314225653 0.332028660643522 0.492804505857839 0.688610883176129 0.134996308206883 0.838740292237416 0.134996308206883
"15.79" 0.0379777685471658 0.00832832108753667 -0.00269762703853083 -0.0836016750404358 -0.139668389955228 0.144352197129566 0.122247327557658 0.144352197129566 6 0.201716599202464 0.443642402145406 0.514792493857614 0.810680119772037 0.892136952988286 0.0668472912341534 0.10053627792982 0.0668472912341534
"151.15" 0.00540034426503655 -0.0444334675920344 -0.119459652522768 -0.0672989413757563 -0.00593725265548883 0.184936816012089 0.272415532300985 0.272415532300985 7 0.467810496007923 0.681695780779118 0.857825679129113 0.723479264024158 0.519962253452954 0.0340297474005338 0.000147774403844398 0.000147774403844398
"152.4" -0.142795589386837 -0.20749191276103 -0.135533681204306 -0.182132811610503 -0.215015953249241 -0.0594554728072834 0.181274207613148 0.181274207613148 7 0.987404456636317 0.981797195668619 0.877571329712969 0.924335452628877 0.932315726731577 0.650998285460963 0.0404242371943778 0.0404242371943778
"156.10" -0.0711295309028166 -0.0687971537537175 -0.0669044129200331 -0.0721004700339976 -0.0726747197973945 -0.075984386814705 -0.219030520927148 -0.0669044129200331 3 0.899442501366834 0.888386078893578 0.871908564832825 0.886625731883628 0.889944289860194 0.889584319818884 0.985566884862102 0.871908564832825
"157.3" -0.0276977620294208 -0.0548726505031669 -0.0606825028878997 -0.0293768000651435 -0.0623664324362829 -0.0676843010725205 -0.140438540617644 -0.0276977620294208 1 0.856174079098711 0.927697795237723 0.919032764776351 0.725325237180543 0.826641194155266 0.763436648396788 0.967388325332758 0.856174079098711
"16.122" 0.0828938734611603 0.0142622237400492 -0.0249825184859804 -0.0895924259713528 -0.231123693615445 -0.0566852488527088 -0.496975081856728 0.0828938734611603 1 0.0585862154264982 0.410664384887775 0.630090724057152 0.814276113572419 0.951194306035399 0.686051052276096 0.99999312463013 0.0585862154264982
"16.193" -0.0631393430751173 -0.103458981253939 -0.158645895349102 -0.291345908480309 -0.40510777563561 -0.508572832062057 -0.681369431633333 -0.0631393430751173 1 0.853555726837725 0.926082350435985 0.956408203301696 0.988769008374241 0.995299689392504 0.99991847567973 0.999999999110986 0.853555726837725
"16.66" -0.0142294271931458 -0.0682605191842891 -0.0887200861379474 -0.146501607789276 -0.136339109645904 -0.668217645873398 -0.150714962641527 -0.0142294271931458 1 0.582665350444624 0.800749667089534 0.847607907914798 0.929249113720162 0.862662324071824 0.96649626368492 0.980383733471834 0.582665350444624
"16.75" -0.0216430827943126 -0.137771336465614 -0.160110681286372 -0.213085279263562 -0.193708150206632 -0.660650620028525 -0.180516413861712 -0.0216430827943126 1 0.587359727592901 0.860459221640115 0.889265563374924 0.925992386849391 0.864445471521047 0.969164775184857 0.942460924561327 0.587359727592901
"161.7" 0.0743341396352781 0.0803538479557113 0.0682385374555281 0.0940819983350999 0.0098420957915305 0.136721642039403 0.23978118956976 0.23978118956976 7 0.103422503306619 0.144704368231108 0.213084604837462 0.140281109751048 0.462957342896602 0.0713237382935981 0.00163127128998946 0.00163127128998946
"162.3" -0.0465533922327686 -0.163372241009313 -0.279955233217408 -0.318149200336043 -0.431304639349889 -0.297478855347964 -2.45143668458615 -0.0465533922327686 1 0.814572826967568 0.949727459196259 0.990101129186461 0.990231354372422 0.9947693759895 0.937873358438919 0.999902496539665 0.814572826967568
"163.5" -0.0207862762177655 -0.0332233062582763 -0.0572214541766063 -0.00111435826636819 -0.0504314126988328 -0.0445503479613116 -0.39987203372705 -0.00111435826636819 4 0.621501748339232 0.675844244484132 0.738461878694908 0.504958219486811 0.681825203808267 0.638144413267634 0.985964766147762 0.504958219486811
"165.6" -0.0126799246138152 -0.0202588188068942 -0.026826709098458 0.000406274543997887 -0.0784457032207839 -0.0589024121559614 -0.0774654831771737 0.000406274543997887 4 0.719159853865604 0.822765603482425 0.871204860570541 0.495262056770655 0.875654399084041 0.915366634565123 0.983503791442898 0.495262056770655
"173.8" -0.00734386105185836 -0.00544843564398811 -0.0151772117215636 -0.0196029819730759 -0.0391840158749959 -0.0727980861946533 -0.152850344923798 -0.00544843564398811 2 0.532864740064672 0.525588290043445 0.560886460433183 0.572344807982131 0.64013486586417 0.758030739811165 0.812245310612257 0.525588290043445
"174.3" 0.0779848597733922 0.12191202777827 0.109359702216933 0.165461333179761 0.144565202159012 0.146922316865092 0.038389829290925 0.165461333179761 4 0.0823751272824856 0.0337113770397389 0.0608228414062478 0.0093412524051118 0.0192329337682382 0.092235522226615 0.36743502827245 0.0093412524051118
"177.4" -0.0472304983818668 -0.106060565352717 -0.106775744545062 -0.0492655640426103 0.000509664080040051 0.0221725678494824 -0.149308145564769 0.0221725678494824 6 0.841736121011361 0.936887021867814 0.909645984648019 0.738201496429664 0.496789706232323 0.350359530116754 0.986045436352615 0.350359530116754
"18.10" -0.052104856779261 -0.0311690175139085 -0.0067630571017494 -0.0308679859267638 -0.111324197308297 -0.287030424175597 -0.606453748000588 -0.0067630571017494 3 0.842136492950847 0.766036024369945 0.560392014023241 0.729911675382342 0.974356067666461 0.990881909715536 0.996775098889393 0.560392014023241
"191.2" -0.012030367135782 0.0356470483462101 0.0338514382087155 0.104465981301258 0.172756697465112 0.143651008192029 0.225899990754935 0.225899990754935 7 0.595520819745894 0.316639432623611 0.337027640144934 0.102356370992428 0.0229444030358664 0.0743459720213423 0.0050409409369295 0.0050409409369295
"196.35" 0.0134713547120753 0.0217233405799266 0.00486596652394267 0.0119432504971289 0.0477156944095768 -0.00249207200128776 -0.0682857844836759 0.0477156944095768 5 0.429402604882225 0.409800617963497 0.481808191925957 0.454420913896265 0.323926457975086 0.507380777164545 0.677121606542191 0.323926457975086
"2.11" -0.00424700042434578 -0.0469336072454483 -0.0489533248380345 -0.0527211160685661 -0.0123015861905422 0.0735197140949483 -0.540825411132801 0.0735197140949483 6 0.531319371251805 0.763421276385707 0.744813855514424 0.727871485587167 0.546718119701345 0.27879793984218 0.999964367249468 0.27879793984218
"2.142" 0.126055174552668 0.118109922179215 0.110399767699943 0.109668083465646 0.234768742403978 -0.114293820231647 -0.288019306241506 0.234768742403978 5 0.011866937765619 0.0445922805879779 0.0650090977353842 0.151750124973091 0.0155206540655168 0.967978089474703 0.995429643881836 0.0155206540655168
"2.145" -0.051887145105475 -0.151837616333614 -0.126211520989636 -0.103482863843411 -0.160755591658941 0.0493010883285143 0.246116305521418 0.246116305521418 7 0.865047422382845 0.97337679408142 0.929574653950444 0.868232732269764 0.928914291002688 0.358992523109057 0.00237799381253446 0.00237799381253446
"2.265" 0.00717680981423741 -0.0145047562823488 -0.00844733078077331 0.0249298283430083 0.0303857252383603 -0.628827072756207 -6.8590809834514 0.0303857252383603 5 0.456680153132417 0.577003325157276 0.54071905234613 0.390936070256363 0.383054827641506 0.956510552105534 0.999999999029791 0.383054827641506
"2.268" -0.130865381082637 -0.266403136943822 -0.29542214814602 -0.270625024309463 -0.350690289452065 -0.215527227574022 0.0365823159189951 0.0365823159189951 7 0.959549306128159 0.99542812001696 0.995056559345413 0.982659001607365 0.99516726661132 0.954328878542214 0.369629986334734 0.369629986334734
"2.279" 0.0198334046964705 0.0349802599123681 -0.0102338102673842 -0.0666366898193334 -0.00469288329757189 -0.120657893617751 -0.454125328354812 0.0349802599123681 2 0.36421032184379 0.301309974294508 0.553061646620758 0.710588683127006 0.515121892814843 0.932396436875818 0.996124020167649 0.301309974294508
"2.28" 0.0822356646858271 0.0289701061236841 0.0362910595798687 0.038094125124132 -0.0264208058265045 -0.281568588318897 -1.80213712827762 0.0822356646858271 1 0.0723977940410494 0.345595967102797 0.322460811060738 0.335467155969517 0.584456603777247 0.889127884549182 0.999999999980223 0.0723977940410494
"2.291" 0.0157230402497613 -0.0635910311422028 -0.0806956216937273 -0.128852309446111 -0.121080723799137 -0.0977723871752643 0.0822594833917415 0.0822594833917415 7 0.403169465832831 0.738896810521423 0.76992017856907 0.848049216569008 0.83117428757715 0.775134293852263 0.263312749787457 0.263312749787457
"2.32" -0.0619007628963253 -0.112145893850121 -0.124267149370632 -0.118284136868081 -0.109114949809285 0.12395167045421 -0.000317789958437675 0.12395167045421 6 0.902983970445952 0.974438560269297 0.976841224819393 0.959124796209255 0.922546847094827 0.0592932077145662 0.501514120316702 0.0592932077145662
"2.323" -0.0483107901158066 -0.132793029149532 -0.17547354739414 -0.35677595440786 -0.413366014290656 -0.0407500971198751 0.0147960913134574 0.0147960913134574 7 0.756628214536415 0.947158104277563 0.977656626443419 0.998775912336636 0.997898040934326 0.828121758909172 0.291036160379324 0.291036160379324
"2.604" -0.000952892659365823 -0.045315551952291 -0.0486281938999134 -0.0396541257156755 -0.0398786741863582 0.240843188410718 -0.0195904376412424 0.240843188410718 6 0.507730263255509 0.753303062064745 0.745496706605625 0.67666469000531 0.625186265363829 0.0206094009884529 0.592016330261625 0.0206094009884529
"2.614" -0.108927404179799 -0.289593186581582 -0.303825281333315 -0.315321985020258 -0.369151218843284 -0.0995100930773414 0.21192589954237 0.21192589954237 7 0.949612146004149 0.997707361638101 0.993900511119709 0.991743939199432 0.990625690458032 0.740964208574068 0.0101086158235229 0.0101086158235229
"2.633" -0.0484125315644259 0.0287788012623673 0.0509930744904701 0.14511774049078 -0.566616817670193 -0.573739749387091 -0.64940124776547 0.14511774049078 4 0.792578498552222 0.367324765906382 0.299710311431145 0.11716183472465 0.999766248004701 0.999996291453537 0.999991354364395 0.11716183472465
"20.2" 0.0481782155823096 0.0721504897394331 0.0208144421206997 0.0507847102270281 0.0991308159684764 0.142189256422362 0.0448782827622412 0.142189256422362 6 0.146270140091811 0.128299498318051 0.403683122478394 0.321308468921257 0.221552266326488 0.0668725698475861 0.161800258967195 0.0668725698475861
"200.4" -0.074757754462256 -0.123964018053357 -0.0906551170179422 -0.109740085133859 -0.0477875324792496 -0.0953664209191645 -0.103765036393449 -0.0477875324792496 5 0.94988182765 0.948105227201683 0.837525097554787 0.865240813694669 0.665647655771325 0.724577338705572 0.737458529724744 0.665647655771325
"203.2" -0.038243378330072 -0.0126704684499257 -0.0648684448482115 -0.0106760492311262 -0.0138728432015947 -0.00351816377188263 -0.45445708598855 -0.00351816377188263 6 0.766408752091081 0.556948529553961 0.723308383448245 0.53831885572982 0.538513722455518 0.508225256533548 0.991642602387375 0.508225256533548
"206.3" -0.0101731602541049 0.00970608371050519 0.0434042272221986 0.00284669642308399 -0.0280154017019754 -0.00102632190651053 0.100498397370457 0.100498397370457 7 0.55528815919018 0.449330231129618 0.271692538055173 0.485879018121575 0.637582453085565 0.504987957032031 0.194654094691154 0.194654094691154
"208.3" -0.01161561838478 -0.0201176611696117 -0.0735505366430138 -0.0589487224560525 0.0609048951808485 0.100214342259354 0.321210425502811 0.321210425502811 7 0.562246586652908 0.60867522962551 0.833205606594553 0.759218634347146 0.193228477647955 0.147303419258658 0.000272138800219731 0.000272138800219731
"21.47" -0.178914963445773 -0.26872420450499 -0.300571429891044 -0.439584774553244 -0.529680754359963 -0.204769124102276 -0.650127514191306 -0.178914963445773 1 0.992311776457889 0.998436036110288 0.998711249975126 0.999484738540133 0.99969841262972 0.915402849333453 0.999989866261901 0.992311776457889
"212.10" -0.0346568439085218 -0.0759736265445663 -0.208932031923049 -0.212841947622097 -0.0934121964634291 0.200164804233788 0.105528857740302 0.200164804233788 6 0.72743702013487 0.86822401653406 0.993239900860164 0.990000638405155 0.847632080257817 0.0325988321848048 0.166975155229749 0.0325988321848048
"212.49" -0.0277773174244171 -0.0691538131480627 -0.0864662428503387 -0.100253835963204 -0.0823032717155034 0.0408374090792091 0.275788977049835 0.275788977049835 7 0.690438738112415 0.850578815235056 0.880488791118031 0.923633495320416 0.833808477922136 0.326989486363196 0.00231093610635215 0.00231093610635215
"22.22" -0.0241502030293521 0.062877824093319 0.0247460513591437 -0.00887905341333761 0.0233114714548147 -0.0091519296997491 -0.00831323464827971 0.062877824093319 2 0.730577140334699 0.137016743883663 0.276984780151189 0.556909690038235 0.300103620423496 0.631371828294174 0.628512983338764 0.137016743883663
"22.4" 0.00225719395726776 -0.0326711921123235 0.00238815686706739 0.0128021457637467 0.0502739911294368 0.0456547804266831 0.0279144933635782 0.0502739911294368 5 0.479133171694622 0.692936757548507 0.484852196343318 0.424070854551915 0.254184962267212 0.221288516997909 0.233985426219705 0.254184962267212
"223.2" 0.0129676973992002 0.0063298199120172 0.0228647497077494 0.0630799416971288 0.17569291462118 0.291743288506852 -0.0962234346625424 0.291743288506852 6 0.425920797526146 0.468574598862948 0.393699451742879 0.223716158924259 0.0101704246175633 0.00289597617586903 0.694552564588272 0.00289597617586903
"230.1" -0.140218339947199 -0.244204125103865 -0.234600394790101 -0.249836553171165 -0.157325505604536 0.115484650678012 -1.40357995602676 0.115484650678012 6 0.956041122062055 0.995287988810611 0.98750918500805 0.9800071051092 0.898950584976095 0.182345469317796 0.999970567207871 0.182345469317796
"234.13" -0.0176011496870179 -0.0265867669513653 -0.015718591468677 -0.0304448485570807 0.0912295719936247 0.43142730698366 0.0379677899431281 0.43142730698366 6 0.587682208655912 0.612355444723171 0.5614281574145 0.611806380557864 0.187435118335633 5.53110103651424e-07 0.31108502238081 5.53110103651424e-07
"234.18" -0.105845789078916 -0.141925608817011 -0.161376326925634 -0.181366340112964 -0.041467497063107 0.357666050433943 0.190174722495167 0.357666050433943 6 0.940377299566526 0.969376530744518 0.977386270276053 0.981027392601356 0.662093798327918 0.000110608124029151 0.0170119532928964 0.000110608124029151
"24.8" 0.0170233224755318 0.0812758953455746 0.00171765166114579 0.0358257208961911 0.0647161352219118 0.0653277494859602 0.0683765946012799 0.0812758953455746 2 0.346354842200122 0.140842621110914 0.484661802235403 0.30726887733376 0.0733368488553691 0.0638762991132036 0.0784012435576151 0.140842621110914
"24.9" -0.0137951761721471 0.0135300625126803 0.0611956233141516 0.0733817634230984 0.228745496091226 0.0572557764913478 -0.152910154138636 0.228745496091226 5 0.614275075133307 0.419115668663974 0.198498331780774 0.192976985251425 0.00470474655830005 0.169457698991383 0.983230461544055 0.00470474655830005
"247.3" -0.114499196550657 -0.136779403699274 -0.108996115925215 -0.0897451208297337 -0.0377919173496888 0.263502822628791 -0.882147084446796 0.263502822628791 6 0.879982676969576 0.889382181731486 0.826013209338369 0.763154988572692 0.624467679036817 0.0191456609525131 0.999999981705717 0.0191456609525131
"25.24" -0.107192016860511 -0.195325124175458 -0.185718039638353 -0.23957254091183 -0.249022343902315 -0.0470061002392528 -0.0170285692812286 -0.0170285692812286 7 0.905537433759065 0.950760082913257 0.920912179173457 0.937140754437673 0.935885421197206 0.613351771270226 0.567455077711258 0.567455077711258
"26.20" 0.00087249350267804 -0.0011507254711336 -0.0367275120108959 -0.0873732308288464 -0.140926224856352 -0.841631262831779 -0.839119716107461 0.00087249350267804 1 0.485720015926414 0.51313182159117 0.816499297305282 0.855373455838343 0.919125091742825 0.999989292166512 0.999999578147718 0.485720015926414
"26.26" -0.132819994633256 -0.331267152021266 -0.357641942912574 -0.47704318930833 -0.709623235314419 -1.03680545984491 -1.08503860936994 -0.132819994633256 1 0.915361322060203 0.99281278820893 0.994512064243077 0.997808117944792 0.999629088487901 0.999876000779405 0.999994749353833 0.915361322060203
"26.29" -0.0504859128003374 -0.0225905799115298 -0.120510812701023 -0.266844347612159 -0.32222095730482 -0.813054923067825 -0.999245619449336 -0.0225905799115298 2 0.931897310581978 0.72085981111296 0.992204683666568 0.999144294390083 0.999937082942775 0.999999995051382 0.999999999850234 0.72085981111296
"27.24" -0.000849796215992571 0.0538727672090633 -0.0027963547911467 -0.109584920150587 0.0017769246878081 -0.0870201100609609 -0.0881497162531921 0.0538727672090633 2 0.515468057087172 0.138682480422394 0.535673370518604 0.901641422616035 0.492759330636176 0.826593117738574 0.902533896587847 0.138682480422394
"28.7" -0.168679060028503 -0.151565936520014 -0.0921729861324363 -0.248795831720854 -0.0214795074940666 -0.0414804031748046 -0.0686541439282611 -0.0214795074940666 5 0.958701823374761 0.958183856510814 0.863606073018917 0.983666945247854 0.639783582620031 0.789911436332529 0.859171453276818 0.639783582620031
"3.22" 0.0190457986360729 0.088769144260169 -0.0103288546036435 0.0109002358655088 -0.542693290293817 -0.916043223038228 -1.29273337466574 0.088769144260169 2 0.313960762822643 0.104977212743205 0.533870842392869 0.468065617570025 0.998427248857495 0.999999999996111 0.999999998285977 0.104977212743205
"311.460" 0.0266407179238796 -0.0232651238444435 -0.00249200259475435 0.0117310936183226 0.0860190552679715 0.321134193605221 -0.263245035667291 0.321134193605221 6 0.341834270827831 0.609057863037826 0.510291983792857 0.456868983441494 0.236884136375629 0.000999610935664793 0.956458767737257 0.000999610935664793
"311.6" 0.0474872088020526 0.00058213476909208 0.00109679537195395 0.0404550370239121 0.131302042153901 0.304581319969366 0.0622265602671968 0.304581319969366 6 0.217381446637795 0.496938984960675 0.494822681042898 0.328272046428704 0.114746662626024 0.00161459016805748 0.284719818375846 0.00161459016805748
"313.10" 0.0420189586756683 0.131678564735547 0.206499756173458 0.228323282557092 0.215081931948899 -0.915851488994097 -2.09358273474514 0.228323282557092 4 0.23159322034943 0.0393000184260119 0.0171945570638554 0.0343572759217728 0.0432096757117452 0.999997484084907 0.999999986085106 0.0343572759217728
"42.2" -0.060509907583757 -0.11366870068932 -0.189973906873951 -0.464380211524391 -0.531009813930015 -0.458368413870321 -0.5935111437241 -0.060509907583757 1 0.893798484438969 0.956056365726323 0.984237591213425 0.997844913680959 0.997955016272747 0.996382990871164 0.998487958640234 0.893798484438969
"48.1" -0.12078658002591 -0.136631739971883 -0.158732481407014 -0.167714280473248 -0.187345154466217 -0.0316650860276237 -0.0245716931076003 -0.0245716931076003 7 0.953771024758521 0.921041985578813 0.923273212014637 0.912872609168352 0.938151018440053 0.610250325234614 0.603377419765374 0.603377419765374
"48.5" -0.0527870443751177 -0.040712087589394 -0.0441809512927207 -0.0748944799777516 -0.0979283864347562 0.0984041559932812 0.100591225398657 0.100591225398657 7 0.786190386883257 0.65211206262412 0.655656800661194 0.718430155058484 0.787082531695828 0.228069952684373 0.153553845757727 0.153553845757727
