"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Max_Reff" "Month"
"15.49" 0.11519687390966 0.13555384364207 0.161248796595985 0.122120777085456 -0.0782458027374469 0.225840667686664 -0.0378370192350022 0.225840667686664 6
"15.53" 0.103099363176464 -0.00501256093109292 -0.0106595479286937 -0.0565150148418401 -0.201536271674914 0.0163090763657753 -0.368901182244206 0.103099363176464 1
"15.79" 0.0616575609601205 0.0273047522001184 0.0475616631863411 -0.0719319685461186 -0.148469912835612 0.401712345469827 0.555858193510568 0.555858193510568 7
"151.15" -0.104260895961142 -0.160315476952995 -0.285130168448618 -0.117259040753187 -0.0318627461043328 0.353575597388065 0.460750292090016 0.460750292090016 7
"152.4" -0.416332583511015 -0.541859128248673 -0.362124533393724 -0.310810988722765 -0.342059047446205 -0.0234676769160851 0.383890673403919 0.383890673403919 7
"156.10" -0.025634434887549 -0.00781569610030353 -0.0172329389168644 -0.0121632854711335 0.0189633478280997 0.00724781479115544 -0.187100271004731 0.0189633478280997 5
"157.3" -0.0696851152944848 -0.113163162750208 -0.119381710676431 -0.00266125325196942 -0.00168248557341211 0.0745718921755876 -0.524292868697795 0.0745718921755876 6
"16.122" 0.0218222302747579 -0.0297304839662278 -0.184871175601996 -0.323175850626431 -0.636841961051394 -0.262179714051475 -1.13709529384284 0.0218222302747579 1
"16.193" -0.0524265899628884 -0.178545307440258 -0.25787977512156 -0.550897012445887 -0.831631458830115 -1.0190054677533 -1.89254155517418 -0.0524265899628884 1
"16.66" 0.0347092683185085 -0.0524093515754398 -0.06921664576739 -0.173414381662652 -0.182540216716497 -1.05802952620434 -0.4242159983197 0.0347092683185085 1
"16.75" 0.00777901161320949 -0.269118540960701 -0.314583240053032 -0.310391076038526 -0.295263446067662 -0.783276509772343 -0.500823561443886 0.00777901161320949 1
"161.7" 0.0448089134042752 0.0683086672831263 0.0221623823655238 0.130959536191627 0.0521654026995187 0.192634227904176 0.519869157355894 0.519869157355894 7
"162.3" -0.0893556696966771 -0.358628304808273 -0.497493186591286 -0.513651501417802 -0.625828815932093 -0.0730454365605424 -3.97695077131357 -0.0730454365605424 6
"163.5" -0.0852524321506793 -0.0662089229417298 -0.14015897323631 -0.0479915906806792 -0.14760856642719 -0.155168782621529 -0.565722720672635 -0.0479915906806792 4
"165.6" -0.206114373402413 -0.147789771858546 -0.108017069091449 -0.0521241588204457 -0.197724831486897 -0.34894103556184 -0.457951875230529 -0.0521241588204457 4
"173.8" -0.139789250767741 -0.149271882826869 -0.202688452424046 -0.213572798050871 -0.253844300373256 -0.263578959358195 0.0618594542948476 0.0618594542948476 7
"174.3" -0.00724202228759951 0.0765417800130955 0.0702851434733597 0.183493513837628 0.173855150526786 0.221641107071867 0.13143138094642 0.221641107071867 6
"177.4" -0.236762466514539 -0.278067695730137 -0.214707329907044 -0.191592047720188 -0.0277427279021782 0.0734172346627917 -0.114226791089081 0.0734172346627917 6
"18.10" 0.0149695891680492 0.0890148523508202 0.0452947130101643 0.0354420497263502 0.0212187440251272 -0.0221069513364016 -0.0707742647948661 0.0890148523508202 2
"191.2" -0.0998129708974609 -0.0420254430541427 -0.0570265220719253 0.118698088534295 0.254053464596023 0.252516702356542 0.284915957804766 0.284915957804766 7
"196.35" -0.0508790106035319 -0.0398494360053934 -0.0786828614756792 0.0338630701476075 0.0749148250492916 0.0670356440452315 0.207841955107987 0.207841955107987 7
"2.11" -0.202927905042369 -0.163296392701906 -0.165256348742974 -0.119991767515577 0.0344256604915 0.293689866462006 -1.63007096469991 0.293689866462006 6
"2.142" 0.15681937052125 0.164829990166684 0.150536734264217 0.0711054933717175 0.307516442176541 -0.0240330097916674 -0.038980834677286 0.307516442176541 5
"2.145" -0.155246045367569 -0.309013401226694 -0.209802276896987 -0.231157465441056 -0.396837891111389 -0.0385109535740231 0.257186881223572 0.257186881223572 7
"2.265" -0.104605763231828 -0.11791346850508 -0.113964044135574 -0.0345035622832126 0.0869687732892458 -0.231817203023948 -28.3944447864967 0.0869687732892458 5
"2.268" -0.242821187813674 -0.436619672682725 -0.484662546596922 -0.492872516399169 -0.68490252436349 -0.492790923549793 -0.0661640227511759 -0.0661640227511759 7
"2.279" 0.0247247940095676 0.0497908848299883 -0.0262713860759374 -0.148852026496322 0.0285873561710777 0.0987105515693915 -0.0870503776643878 0.0987105515693915 6
"2.28" 0.0771463286295841 -0.0215740436121978 0.0139804044845271 0.0186136061482068 -0.0995124993706296 -0.228914403873827 -5.78496460059447 0.0771463286295841 1
"2.291" 0.0972686600450587 -0.0270101321837979 -0.031037055215043 -0.103076569319275 -0.0507259834698217 0.0129827887086219 0.214169257719313 0.214169257719313 7
"2.32" -0.183799694853827 -0.287638124172145 -0.286422518674207 -0.235570816997039 -0.242702785152785 0.187324095210162 -0.100361251919553 0.187324095210162 6
"2.323" -0.324083130380914 -0.49354314172843 -0.554040273949146 -0.856504438176177 -0.992146006789839 -0.130185473192998 -0.102277327266761 -0.102277327266761 7
"2.604" -0.0206116852965985 -0.0628812997903505 -0.0328684514163762 0.00932702698718146 0.00732197751765662 0.564352374931083 -0.0860302654247052 0.564352374931083 6
"2.614" -0.213107129467685 -0.535262176840154 -0.560043783033178 -0.571427582750215 -0.6406637603982 -0.135772855027825 0.299745196699624 0.299745196699624 7
"2.633" -0.0945877557598953 -0.096079120508743 0.0258019278587099 0.13686454608037 -1.40933967285304 -1.18074629213721 -1.04418673892587 0.13686454608037 4
"20.2" 0.044705548145627 0.097137304687717 0.0420574710204377 0.116266936711275 0.158636600501201 -0.0360610845347391 -0.0969240633457034 0.158636600501201 5
"200.4" -0.251470183226423 -0.391362217967722 -0.330180547572039 -0.301239136200188 -0.169888257786025 -0.0576240515803246 -0.129493829664924 -0.0576240515803246 6
"203.2" -0.116529680947331 -0.0164364373654819 -0.0515758730942775 0.0633723736087267 0.052266458032996 0.257375074324789 -0.735140217432523 0.257375074324789 6
"206.3" -0.0845501483584021 -0.0295584621443139 0.0972193424265312 0.0238894792788242 -0.013084322614014 0.0197692247491558 0.356797264142537 0.356797264142537 7
"208.3" 0.0055702447563073 -0.007824459226077 -0.152882345288119 -0.117990135877987 0.117224489251911 0.288871322172384 0.592170667250838 0.592170667250838 7
"21.47" -0.495535930912123 -0.686704248036524 -0.728505323616189 -0.979662464101243 -1.14047378263942 -0.484778665523235 -1.16229892299909 -0.484778665523235 6
"212.10" -0.0980371236767226 -0.230199885867732 -0.454906876172116 -0.449374689892072 -0.126536884923424 0.489984460123677 -0.146793475907644 0.489984460123677 6
"212.49" -0.137914339384958 -0.22078849130165 -0.189016302393178 -0.204314193857736 -0.0943664886134761 0.191245519043712 0.57743191800183 0.57743191800183 7
"22.22" -0.0807551573279341 0.170147894220018 0.0359961480394569 0.0148285011261217 -0.0398727069072378 -0.334057516761125 -0.2752371402595 0.170147894220018 2
"22.4" -0.194366896323787 -0.122619783193987 -0.10394211102256 -0.0945083075317368 0.0290468641004435 -0.00661568022329506 0.0108731557483551 0.0290468641004435 5
"223.2" -0.0490381030693623 -0.0407247762683292 -0.0257695035197347 0.0853880773096766 0.30368708435599 0.48792989351787 0.0755723531339175 0.48792989351787 6
"230.1" -0.360657201644127 -0.48415889821287 -0.392609083267054 -0.406893611864643 -0.279961034429137 0.324313365592709 -2.71365420548098 0.324313365592709 6
"234.13" -0.00465078259237783 -0.0774626202015065 -0.0748847514382509 -0.0701054379170762 0.134259537239435 0.778200341408955 0.264067467284831 0.778200341408955 6
"234.18" -0.279391152933563 -0.385147881000121 -0.358873989716152 -0.369615821614967 -0.096037280860261 0.654352960234531 0.235600803876483 0.654352960234531 6
"24.8" -0.000120567072063871 0.134583220920005 -0.177521095360988 0.134716359916033 0.128160502466097 -0.05576112830715 -0.162640730446864 0.134716359916033 4
"24.9" -0.109592556538562 -0.133807332973113 -0.0211393102443231 0.0515587413447969 0.349886920642729 0.105974389569063 0.0637183708980228 0.349886920642729 5
"247.3" -0.207988221694914 -0.225908818825471 -0.211662719621524 -0.194962425181093 0.0628067938900018 0.57976541786826 -1.92448168671077 0.57976541786826 6
"25.24" -0.224079009358406 -0.371721995164404 -0.431701871006907 -0.641186319715377 -0.533044001262966 -0.108362425860955 0.162930570937337 0.162930570937337 7
"26.20" -0.0467839464322293 -0.053430619254395 -0.193149983094096 -0.327790507494287 -0.61657699539165 -2.04698424532335 -2.30824097023272 -0.0467839464322293 1
"26.26" -0.222066394713605 -0.617317663853903 -0.641710610099366 -0.945335504372963 -1.48194397792927 -2.45937891954305 -2.68587239045357 -0.222066394713605 1
"26.29" -0.0890042458855549 -0.0372362294773874 -0.113420415057618 -0.791397007813828 -1.11650822789418 -2.21667818557571 -3.20841932976491 -0.0372362294773874 2
"27.24" 0.0248251950236463 0.136955661892066 -0.10616483224856 -0.336163980114268 -0.120439937365291 -0.301236506007056 -0.344870729345404 0.136955661892066 2
"28.7" -0.168859376067693 -0.296537850839562 -0.0701727647045749 -0.295607422861915 0.00595478954368889 0.0157457027032927 0.062759200110727 0.062759200110727 7
"3.22" -0.0577922304858514 0.103661570408572 -0.12403608409737 -0.0449728404213539 -1.34432909043691 -1.88299670469533 -3.00699404320625 0.103661570408572 2
"311.460" 0.0386955233445607 0.00581677560400751 0.076185236037195 0.139404018975782 0.201064613750714 0.66838341601794 -0.829282861354093 0.66838341601794 6
"311.6" 0.0190053577214677 0.015382814349329 0.0335012878117164 0.132484522902813 0.207717330833633 0.673326143755655 -0.204212170283766 0.673326143755655 6
"313.10" 0.111733302371412 0.258815308148426 0.394446246415242 0.382278664177442 0.293496036241962 -1.22097625074778 -3.89158389874546 0.394446246415242 3
"42.2" -0.0172813869555251 -0.047664564205588 -0.123964881396988 -0.5542370276918 -0.565056830322897 -0.387254133711757 -0.388634950329256 -0.0172813869555251 1
"48.1" -0.350053120609177 -0.39057792457702 -0.300126378026798 -0.301403978584094 -0.361735042121929 -0.133009638597235 -0.0614707070112381 -0.0614707070112381 7
"48.5" -0.0963396301311614 -0.13302979020583 -0.105795271193457 -0.150816579543162 -0.20495771017207 0.0793680078021799 0.332223099175669 0.332223099175669 7
"50.1" 0.183413935100731 0.25666482413642 0.243559765890288 0.22080696450831 0.233958861960075 0.30695644807387 0.48603121935503 0.48603121935503 7
"50.13" 0.0851817777260857 0.174622782094706 0.152401604229019 0.0848141589274995 0.175195636192511 0.518020482858204 0.630724803319485 0.630724803319485 7
"55.5" -Inf -Inf -Inf -Inf -Inf -Inf -Inf -Inf 1
"6.10" -0.039776272341679 0.0537278619133399 0.0791275667292405 0.167406349834077 -0.213919866697491 -2.34539193123361 -3.55564697050216 0.167406349834077 4
"62.10" -0.0846602146957609 -0.400383308183396 -0.394923916019223 -0.481718422801871 -0.467323621028363 -1.38834842673966 -1.29886054009749 -0.0846602146957609 1
"62.5" -0.0665062526675229 -0.231557118104476 -0.0597027568206283 -0.0162481128002718 -0.185447304440987 -0.192509256883584 -0.904309443609147 -0.0162481128002718 4
"72.5" 0.195641235038317 0.0291588879419222 0.103625806395085 0.0117707720417298 -0.115729943609314 0.0066169671222821 -0.0805065150555471 0.195641235038317 1
"73.27" -0.0388610275778829 -0.347900740515031 -0.397795809806618 -0.325213925889282 -0.393355815729341 -0.0504448774965369 -0.5285983946478 -0.0388610275778829 1
"75.23" -0.0223412747730496 -0.0669738973296048 -0.192232845250463 -0.0392623347456444 0.0476027208279852 -0.553045900433443 -6.12894443500796 0.0476027208279852 5
"76.5" -0.1146619031208 -0.144638517910201 -0.155235449605095 -0.101213341328635 -0.100122666155673 -0.147605671659834 -0.0732722084385806 -0.0732722084385806 7
"77.3" -0.495514420760346 -0.983243702370731 -0.990471463234842 -0.940570768744431 -1.05319524679662 -1.37951981867458 -3.55901405648329 -0.495514420760346 1
"78.8" -0.322492125323236 -0.491472330707813 -0.683011430697085 -0.831431176852497 -0.750232112696137 -0.76748655301403 -1.05204979582688 -0.322492125323236 1
"79.3" -0.0247526195134524 0.0281403139075949 0.0744859191829008 0.0584594493391514 0.0833467261759636 0.151244359857605 0.337317154315564 0.337317154315564 7
"8.2" -0.0897531500778457 -0.10663686081847 -0.144856829131741 -0.430436586087542 -0.359441127995163 -0.266079662818903 -0.473434221808354 -0.0897531500778457 1
"8.6" -0.205877696959994 -0.430538290463274 -0.439613925772701 -0.749263275753299 -1.85634627441774 -2.51998761961385 -2.91292740161038 -0.205877696959994 1
"82.4" -0.107788849078794 -0.480214233860035 -0.740495406091451 -0.697085830961671 -1.24268040408159 -1.52677797077997 -2.85147251942462 -0.107788849078794 1
"83.2" -0.345608097136644 -0.373275060599275 -0.209474798746135 -0.0158216070471267 -0.100592019072062 -0.229648654373911 -0.377679208186119 -0.0158216070471267 4
"84.11" -0.115125807540636 -0.323340861764562 -0.68089933047218 -0.639992087839071 -0.962872758976274 -0.700549090437489 -2.16777899530303 -0.115125807540636 1
"86.12" -0.0341098198811767 -0.0214582740311544 -0.0790075829681149 -0.0413972946553252 -0.0909044739648144 -0.112594838022122 -0.459679060379669 -0.0214582740311544 2
"87.10" -0.444263411502125 -0.597602548377595 -0.643289614379143 -0.463631875912529 -0.49276155720799 -0.296085697242108 -0.541566531887292 -0.296085697242108 6
"88.4" -0.0817319364783031 -0.087936351005836 -0.194703372617815 -0.195417513010782 -0.146910510720753 -0.154278600760246 -0.126363456878372 -0.0817319364783031 1
"91.2" -0.421757156771889 -0.472471206104034 -0.745088778042814 -0.351105561046064 -0.454970046969248 -1.07317093962792 -1.41694491558372 -0.351105561046064 4
"97.1" -0.173485489255391 -0.587500958701705 -0.831996709549868 -0.887315423119955 -1.4059494397792 -2.45018678655518 -5.43011852930686 -0.173485489255391 1
"98.4" -0.139414322253574 -0.169920048682998 -0.22424644539165 0.00790320525641097 0.0557950793895733 0.260860835280373 0.357105452156623 0.357105452156623 7
