"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Max_roc" "Month" "P_Jan" "P_Feb" "P_Mar" "P_Apr" "P_Mai" "P_Jun" "P_Jul" "Sig_all"
"16.75" 0.659451659451659 0.668831168831169 0.703463203463203 0.715728715728716 0.743145743145743 0.970588235294118 -0.5 0.970588235294118 6 0.025308766324182 0.0192235824751095 0.00625097086437015 0.00398093419415691 0.00137453151458039 0.00219065285345096 1 0.00219065285345096
"161.7" 0.722352941176471 0.770588235294118 0.744705882352941 0.798823529411765 0.757647058823529 0.788888888888889 0.889189189189189 0.889189189189189 7 0.00786102879187909 0.00165306324278892 0.0039366363727853 0.000582982001448134 0.0024460451740429 0.00103355183653339 0.000871457951842491 0.000871457951842491
"162.3" 0.52991452991453 0.526266416510319 0.519699812382739 0.542213883677298 0.545966228893058 0.815 -0.5 0.815 6 0.370911874861864 0.392247952142003 0.419682408672392 0.327556089988107 0.311310853875718 0.0162271206828789 1 0.0162271206828789
"163.5" 0.576704545454545 0.586647727272727 0.621448863636364 0.661221590909091 0.666193181818182 0.696323529411765 0.542857142857143 0.696323529411765 6 0.172925904762052 0.143155390884464 0.0670060899102362 0.0230935463246313 0.0200403091478866 0.00853761444123856 0.370159445116019 0.00853761444123856
"165.6" 0.344444444444444 0.320454545454545 0.361702127659574 0.725490196078431 0.89622641509434 -0.5 -0.5 0.89622641509434 5 0.972538354981622 0.969582194033224 0.894982822789926 0.0802320294572149 0.0395231178090561 1 1 0.0395231178090561
"173.8" 0.651960784313725 0.663398692810457 0.659442724458204 0.713622291021672 0.710294117647059 0.723011363636364 0.841796875 0.841796875 7 0.0631896463325011 0.0508558696751576 0.0528715446930359 0.0148858335559706 0.0151610245534323 0.0104710769725013 0.00150848591338888 0.00150848591338888
"174.3" 0.646520146520147 0.696969696969697 0.725378787878788 0.865530303030303 0.848484848484849 0.862980769230769 0.78125 0.865530303030303 4 0.0803506422339301 0.031358006731249 0.0166077599255829 0.000254378056738963 0.000474857719752096 0.00114284869482663 0.0940652670691944 0.000254378056738963
"177.4" 0.344318181818182 0.525 0.613636363636364 0.595454545454545 0.484802431610942 0.55 0.226415094339623 0.613636363636364 3 0.941245239467769 0.404969855250457 0.129003246376822 0.171843921286038 0.558920388832613 0.361561408961419 0.861539272671893 0.129003246376822
"18.10" 0.358870967741935 0.333333333333333 0.322916666666667 0.4375 0.421875 0.25 0.25 0.4375 4 0.841806900248533 0.999621488469237 0.994808167797287 0.684880303859677 0.731599747488399 0.999985748641424 0.999985748641424 0.684880303859677
"191.2" 0.420230263157895 0.478632478632479 0.584615384615385 0.671794871794872 0.685470085470085 0.805816135084428 0.839869281045752 0.839869281045752 7 0.823588932077576 0.599241523063336 0.17175923324039 0.0265393323527168 0.0183582280474769 0.000483793499798193 0.00998194802456217 0.00998194802456217
"196.35" 0.74002849002849 0.766381766381766 0.766381766381766 0.795584045584045 0.858974358974359 0.721969696969697 0.849489795918367 0.858974358974359 5 0.00138351671244659 0.000449733214596119 0.000449517335829419 0.000114606037974917 3.74124402844574e-06 0.00363564804393333 0.00846951631595657 3.74124402844574e-06
"2.11" 0.490441176470588 0.488970588235294 0.552941176470588 0.582352941176471 0.670588235294118 0.931372549019608 -0.5 0.931372549019608 6 0.550044438484333 0.55706724632932 0.262205961683793 0.159911087328423 0.0191803266940855 0.00430070127737516 1 0.00430070127737516
"2.142" 0.678260869565217 0.67536231884058 0.670289855072464 0.686231884057971 0.825757575757576 0.346153846153846 -0.5 0.825757575757576 5 0.013823531565343 0.0151942385025196 0.0177366624241438 0.0107235747547579 3.73662377985461e-05 0.715247672129084 1 3.73662377985461e-05
"2.145" 0.435439560439561 0.411401098901099 0.469093406593407 0.548763736263736 0.540521978021978 0.670524691358025 0.869791666666667 0.869791666666667 7 0.794993007187841 0.869985556946338 0.654874541616544 0.272132105010039 0.307707217230164 0.0215591464130851 0.00089512903156071 0.00089512903156071
"2.265" 0.574952561669829 0.543643263757116 0.599620493358634 0.722960151802656 0.714421252371917 0.948148148148148 -0.5 0.948148148148148 6 0.199822946183739 0.313344334864012 0.130834532434729 0.00578082142275043 0.00763148223654208 0.00476310832736362 1 0.00476310832736362
"2.268" 0.458152958152958 0.452380952380952 0.486291486291486 0.535353535353535 0.497835497835498 0.605263157894737 0.686507936507937 0.686507936507937 7 0.69984571786723 0.724052297080867 0.570457056493575 0.335005959546394 0.514167364533275 0.103664275314611 0.0235233787599284 0.0235233787599284
"2.279" 0.700956937799043 0.755980861244019 0.671052631578947 0.730263157894737 0.735431235431235 -0.5 -0.5 0.755980861244019 2 0.0224980083541731 0.00528870341534145 0.0435856058893434 0.00869658173797978 0.00858160987229749 1 1 0.00528870341534145
"2.28" 0.615740740740741 0.631172839506173 0.672839506172839 0.6875 0.633487654320988 0.575 -0.5 0.6875 4 0.0838874757362945 0.060309405348996 0.0201905641668744 0.0131397505167699 0.0571183468294351 0.311904625722062 1 0.0131397505167699
"2.291" 0.579963235294118 0.598345588235294 0.643382352941177 0.668198529411765 0.678308823529412 0.660845588235294 0.816666666666667 0.816666666666667 7 0.182872141268662 0.132415647176356 0.0515606946457254 0.0272528371031566 0.0208638927435805 0.0335388408381737 0.00105559470887826 0.00105559470887826
"2.32" 0.35691573926868 0.406200317965024 0.441176470588235 0.478537360890302 0.55087440381558 0.655555555555556 0.0188679245283019 0.655555555555556 6 0.954649971529597 0.866518361405094 0.757984171002651 0.602996588821498 0.278400040945252 0.0727525110216882 0.9627513013893 0.0727525110216882
"2.323" 0.625506072874494 0.61336032388664 0.588056680161943 0.605263157894737 0.676877470355731 0.48780487804878 0.5 0.676877470355731 5 0.0775884033294828 0.100751821679836 0.161119941852259 0.118065176211283 0.0211339194829788 0.65189232437813 1 0.0211339194829788
"2.604" 0.564630681818182 0.549715909090909 0.576704545454545 0.655539772727273 0.669034090909091 0.689236111111111 0.0377358490566038 0.689236111111111 6 0.213817555106841 0.271600290587149 0.172971937866585 0.0274391346399379 0.0183323840881407 0.0675227316117093 0.998377069770555 0.0675227316117093
"2.614" 0.441666666666667 0.420833333333333 0.431944444444444 0.470138888888889 0.500694444444444 0.64484126984127 0.386792452830189 0.64484126984127 6 0.770645638198684 0.841721329310979 0.805772979290581 0.649272929840649 0.5 0.0650345182044506 0.717102138907787 0.0650345182044506
"2.633" 0.335470085470085 0.477777777777778 0.813131313131313 0.944444444444444 0.471428571428571 0.5 0.5 0.944444444444444 4 0.931665258684568 0.577719550099077 0.0374647341107671 0.00149364072082692 0.665822240634971 1 1 0.00149364072082692
"20.2" 0.640712945590994 0.681988742964353 0.667917448405253 0.685741088180112 0.758928571428571 0.490566037735849 -0.5 0.758928571428571 5 0.0648039468201082 0.0251157763687951 0.0355090319406759 0.0222793679775862 0.00273948572348364 0.564194372148668 1 0.00273948572348364
"200.4" 0.514308426073132 0.584703947368421 0.617857142857143 0.653571428571429 0.7 0.745923913043478 0.669811320754717 0.745923913043478 6 0.436062926105312 0.162706659540898 0.0951517952151812 0.0441724731489306 0.0127832040599598 0.0104496057167623 0.258307215004686 0.0104496057167623
"203.2" 0.495 0.572857142857143 0.541428571428571 0.619285714285714 0.60968660968661 0.667956656346749 0.56832298136646 0.667956656346749 6 0.528496882533257 0.183751318620003 0.305047109605365 0.0656348854589585 0.0850839129373203 0.0209951122291781 0.282585266815545 0.0209951122291781
"206.3" 0.660919540229885 0.659770114942529 0.706896551724138 0.663218390804598 0.679310344827586 0.689655172413793 0.771875 0.771875 7 0.0423759905615416 0.0433627203216617 0.0132614959960266 0.0401677008072077 0.0273945861750622 0.0211064763316519 0.031355037224588 0.031355037224588
"208.3" 0.577205882352941 0.625 0.623161764705882 0.617647058823529 0.720588235294118 0.791322314049587 0.96875 0.96875 7 0.229820437465913 0.113572973296397 0.11700040912884 0.128073653599258 0.0159582110120171 0.00370851445828902 0.00361268920099201 0.00361268920099201
"21.47" 0.447916666666667 0.471064814814815 0.553240740740741 0.579861111111111 0.543981481481482 0.718855218855219 0.49375 0.718855218855219 6 0.720887475533835 0.629633608646001 0.283532264123866 0.193567545402896 0.318640169234983 0.0218917940757044 0.526341605873805 0.0218917940757044
"212.10" 0.5625 0.56 0.525 0.564166666666667 0.671666666666667 0.875 -0.5 0.875 6 0.229184911516339 0.238474999168044 0.385800433150242 0.223354556464441 0.0200623758275856 8.25055131064773e-06 1 8.25055131064773e-06
"212.49" 0.66 0.650434782608696 0.620869565217391 0.608695652173913 0.638260869565217 0.764814814814815 0.979166666666667 0.979166666666667 7 0.0292360442911368 0.0376963925979344 0.0770116391610295 0.100184138999492 0.0512828066978339 0.00116948420461551 0.00923644607708201 0.00923644607708201
"22.22" 0.294117647058824 0.733108108108108 0.423076923076923 0.641025641025641 0.3875 0.5 0.5 0.733108108108108 2 0.971230511686622 0.0490295777372389 0.738975238097 0.199273439786999 0.721555051773956 1 1 0.0490295777372389
"22.4" 0.26734693877551 0.290849673202614 0.471153846153846 0.25 0.201923076923077 0.245192307692308 0.349056603773585 0.471153846153846 3 0.962733059042765 0.913668686217994 0.597555296075385 0.898049830433289 0.979918175206104 0.999921391641033 0.75472711765762 0.597555296075385
"223.2" 0.581730769230769 0.604395604395604 0.649725274725275 0.686813186813187 0.754120879120879 0.881944444444444 -0.5 0.881944444444444 6 0.153154065512489 0.0953997975166259 0.030018369479095 0.00945443863446948 0.000693679050169602 2.63991278638324e-06 1 2.63991278638324e-06
"230.1" 0.449404761904762 0.415178571428571 0.462053571428571 0.503720238095238 0.58030303030303 0.902439024390244 -0.5 0.902439024390244 6 0.735242567437415 0.852562530688066 0.682031763855791 0.485480636772769 0.167546291307588 1.18204941722827e-05 1 1.18204941722827e-05
"234.13" 0.554093567251462 0.58187134502924 0.562865497076023 0.548245614035088 0.713450292397661 0.847222222222222 0.5 0.847222222222222 6 0.291878232057358 0.20140004263577 0.260780404325705 0.313129671216914 0.0136900240732001 0.000311094505562173 1 0.000311094505562173
"234.18" 0.611764705882353 0.6125 0.677205882352941 0.665441176470588 0.777205882352941 0.943768996960486 -0.5 0.943768996960486 6 0.0878697351190421 0.0864069742852235 0.0156745384599735 0.0222955354704006 0.000373503416503393 4.24788054713088e-05 1 4.24788054713088e-05
"24.8" 0.483333333333333 0.985294117647059 0.5 0.485294117647059 0 0 0 0.985294117647059 2 0.565121336340274 0.00873567445966626 0.519981633853688 0.568431595521654 0.999993610601846 0.999999999417945 0.999999999417945 0.00873567445966626
"24.9" 0.382716049382716 0.579861111111111 0.579861111111111 0.585069444444444 0.742857142857143 0.490566037735849 0.5 0.742857142857143 5 0.870271529226646 0.264882987584571 0.262933349997782 0.245167584588545 0.0273396449256309 0.608234751112945 1 0.0273396449256309
"247.3" 0.559722222222222 0.597222222222222 0.675694444444444 0.674305555555555 0.695833333333333 0.987841945288754 -0.5 0.987841945288754 6 0.229156597345767 0.112247052643516 0.0140498756534457 0.01457141126596 0.00714100997617037 3.69777375382711e-06 1 3.69777375382711e-06
"25.24" 0.450310559006211 0.433747412008281 0.473084886128364 0.501035196687371 0.513833992094862 0.585336538461538 0.761363636363636 0.761363636363636 7 0.71786401026084 0.777815506754153 0.624597396175019 0.5 0.441286111901611 0.189388617380011 0.150691360145127 0.150691360145127
"26.20" 0.359797297297297 0.488372093023256 0.377906976744186 -0.5 -0.5 -0.5 -0.5 0.488372093023256 2 0.899727173857475 0.534436662668674 0.75335632129705 1 1 1 1 0.534436662668674
"26.26" 0.423076923076923 0.391025641025641 0.4 0.393589743589744 0.381720430107527 0.320833333333333 -0.5 0.423076923076923 1 0.790556452653009 0.872414319996121 0.852194780473491 0.866778197505081 0.886038168297057 0.862113385953314 1 0.790556452653009
"26.29" 0.25 -0.5 -0.5 -0.5 -0.5 -0.5 -0.5 0.25 1 0.910053013169143 1 1 1 1 1 1 0.910053013169143
"27.24" 0.442249240121581 0.706730769230769 0.923076923076923 -0.5 -0.5 -0.5 -0.5 0.923076923076923 3 0.693238386215351 0.157034646813074 0.0150239512637132 1 1 1 1 0.0150239512637132
"28.7" 0.512152777777778 0.514423076923077 0.596153846153846 0 0 0 0.0754716981132075 0.596153846153846 3 0.466407855190067 0.481456138443855 0.316571443821209 0.999715281285688 0.99999999999994 0.99999999999994 0.982438246237761 0.316571443821209
"3.22" 0.385185185185185 0.734375 0.944117647058824 0.75 -0.5 -0.5 -0.5 0.944117647058824 3 0.859951243758188 0.0247413904444579 0.00061917084227983 0.0498274100056586 1 1 1 0.00061917084227983
"311.460" 0.712191358024691 0.723765432098765 0.737654320987654 0.798611111111111 0.834876543209877 0.980392156862745 -0.5 0.980392156862745 6 0.00593108633302776 0.0039817587490956 0.00240103062499266 0.00019493666748772 3.42361960289996e-05 0.000966915987655808 1 0.000966915987655808
"311.6" 0.639583333333333 0.629861111111111 0.69375 0.755555555555555 0.807638888888889 0.927051671732523 -0.5 0.927051671732523 6 0.0401575010608296 0.0525626648476543 0.00772479649558827 0.000696660785244547 5.86398655945642e-05 0.000107453004370429 1 0.000107453004370429
"313.10" 0.530427631578947 0.669230769230769 0.797321428571429 0.818011257035647 0.934090909090909 0.5 -0.5 0.934090909090909 5 0.365958106980371 0.0280960750768253 0.00051345135087943 0.000302963293077502 4.78792019900751e-06 1 1 4.78792019900751e-06
"42.2" 0.303769401330377 0.362215909090909 0.412698412698413 0.265625 0.3125 0.229166666666667 0.459183673469388 0.459183673469388 7 0.983665815290208 0.905196273216004 0.798862070290916 0.974764138289947 0.971410880933048 0.992728230246918 0.677189096933509 0.677189096933509
"48.1" 0.442857142857143 0.4 0.702040816326531 0.6 0.563265306122449 0.545 0.405660377358491 0.702040816326531 3 0.679106367958411 0.781469983276896 0.0634304515288798 0.218947827685899 0.321390843606866 0.376033762109361 0.700001359955512 0.0634304515288798
"48.5" 0.513888888888889 0.541666666666667 0.575694444444444 0.600694444444444 0.608333333333333 0.676691729323308 0.711416490486258 0.711416490486258 7 0.433994989088796 0.303323565407581 0.172921768995405 0.103197897138978 0.0881477303559643 0.0147748972107679 0.00165861145447044 0.00165861145447044
"50.1" 0.663461538461539 0.681318681318681 0.698489010989011 0.745192307692308 0.785027472527473 0.807359307359307 0.702272727272727 0.807359307359307 6 0.0199536295191638 0.0113494804731662 0.00629700863285194 0.000998781664050957 0.000166042591080858 7.81041729151332e-05 0.0062763941145344 7.81041729151332e-05
"50.13" 0.677777777777778 0.725925925925926 0.766666666666667 0.748148148148148 0.77962962962963 0.962406015037594 0.693548387096774 0.962406015037594 6 0.0416982634973935 0.0142774043554173 0.00475250325147946 0.00788892930615992 0.00324104306060451 3.7488612197739e-06 0.112421085120056 3.7488612197739e-06
"55.5" 0.5775 0.45679012345679 0.378571428571429 -0.5 -0.5 -0.5 -0.5 0.5775 1 0.24089832076555 0.641640278475144 0.82548672423611 1 1 1 1 0.24089832076555
"6.10" 0.45462962962963 0.567362428842505 0.6474609375 0.756565656565657 0.969767441860465 -0.5 -0.5 0.969767441860465 5 0.703751985728967 0.224499037179276 0.0501399896697215 0.00242946099605068 0.000125742129292093 1 1 0.000125742129292093
"62.10" 0.480263157894737 0.468045112781955 0.458646616541353 0.466165413533835 0.482142857142857 0.616666666666667 0.48 0.616666666666667 6 0.591878204988352 0.641883792067223 0.679646156529191 0.650062693461015 0.583471495828975 0.122767084815586 0.639455135344303 0.122767084815586
"62.5" 0.471139971139971 0.507215007215007 0.592352092352092 0.692647058823529 0.638235294117647 0.840380549682875 0.990384615384615 0.990384615384615 7 0.645468051264216 0.467943526632891 0.128391385387336 0.00772622704629086 0.0412654259145099 6.4458002243836e-05 1.73914302293109e-07 1.73914302293109e-07
"72.5" 0.711925287356322 0.71551724137931 0.726293103448276 0.746408045977012 0.713362068965517 0.709401709401709 0.746621621621622 0.746621621621622 7 0.0041438178583842 0.00373688289696925 0.00249409092767428 0.00109405752837516 0.00388529433222904 0.0044678970770985 0.0017131957510703 0.0017131957510703
"73.27" 0.52807486631016 0.477272727272727 0.510695187165775 0.578877005347594 0.566844919786096 0.696428571428571 0.614285714285714 0.696428571428571 6 0.388338708285179 0.600694052225956 0.460480741968102 0.205513144196601 0.243710120270068 0.0219477838147777 0.207749016575219 0.0219477838147777
