"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Max_csi" "Month"
"206.3" 0.391304347826087 0.36 0.37037037037037 0.269230769230769 0.296296296296296 0.304347826086957 0.25 0.391304347826087 1
"208.3" 0.36 0.44 0.444444444444444 0.4 0.521739130434783 0.4375 0 0.521739130434783 5
"21.47" 0.178571428571429 0.241379310344828 0.285714285714286 0.379310344827586 0.379310344827586 0.25 0 0.379310344827586 4
"212.10" 0.314285714285714 0.314285714285714 0.285714285714286 0.297297297297297 0.4375 0.611111111111111 -1 0.611111111111111 6
"212.49" 0.392857142857143 0.413793103448276 0.387096774193548 0.375 0.448275862068966 0.44 0.333333333333333 0.448275862068966 5
"22.22" 0 0 0 0 0 0 0 0 1
"22.4" 0 0 0 0 0 0 0 0 1
"223.2" 0.439024390243902 0.380952380952381 0.45 0.487179487179487 0.542857142857143 0.583333333333333 -1 0.583333333333333 6
"230.1" 0.206896551724138 0.15625 0.176470588235294 0.235294117647059 0.303030303030303 0.5 0 0.5 6
"234.13" 0.291666666666667 0.291666666666667 0.291666666666667 0.32 0.434782608695652 0.454545454545455 0 0.454545454545455 6
"234.18" 0.34375 0.32258064516129 0.375 0.323529411764706 0.44 0.545454545454545 -1 0.545454545454545 6
"24.8" 0 0.5 0 0 0 0 0 0.5 2
"24.9" 0 0 0 0 0 0 0 0 1
"247.3" 0.408163265306122 0.428571428571429 0.446808510638298 0.468085106382979 0.48780487804878 0.583333333333333 -1 0.583333333333333 6
"25.24" 0.153846153846154 0.2 0.214285714285714 0.206896551724138 0.214285714285714 0.238095238095238 0 0.238095238095238 6
"26.20" 0 0 0 -1 -1 -1 -1 0 1
"26.26" 0.136363636363636 0.107142857142857 0.142857142857143 0.148148148148148 0.111111111111111 0.0666666666666667 -1 0.148148148148148 4
"26.29" 0 -1 -1 -1 -1 -1 -1 0 1
"27.24" 0 0 0 -1 -1 -1 -1 0 1
"28.7" 0.142857142857143 0 0 0 0 0 0 0.142857142857143 1
"3.22" 0 0 0 0 -1 -1 -1 0 1
"311.460" 0.419354838709677 0.419354838709677 0.40625 0.4375 0.466666666666667 0.6 -1 0.6 6
"311.6" 0.34375 0.333333333333333 0.454545454545455 0.53125 0.483870967741935 0.5 -1 0.53125 4
"313.10" 0.0833333333333333 0.315789473684211 0.4 0.391304347826087 0.538461538461538 0 -1 0.538461538461538 5
"42.2" 0 0 0 0 0 0 0 0 1
"48.1" 0 0 0 0 0 0 0 0 1
"48.5" 0.0833333333333333 0.153846153846154 0.214285714285714 0.310344827586207 0.285714285714286 0.272727272727273 0.230769230769231 0.310344827586207 4
"50.1" 0.432432432432432 0.425 0.378378378378378 0.485714285714286 0.5 0.516129032258065 0.214285714285714 0.516129032258065 6
"50.13" 0.416666666666667 0.538461538461538 0.576923076923077 0.555555555555556 0.576923076923077 0.736842105263158 0.25 0.736842105263158 6
"55.5" 0 0 0 -1 -1 -1 -1 0 1
"6.10" 0 0.05 0.263157894736842 0.368421052631579 0.4 -1 -1 0.4 5
"62.10" 0.0714285714285714 0.0625 0.0588235294117647 0.05 0.0952380952380952 0.0666666666666667 0 0.0952380952380952 5
"62.5" 0.0476190476190476 0.0909090909090909 0.125 0.217391304347826 0.25 0.230769230769231 0 0.25 5
"72.5" 0.266666666666667 0.25 0.333333333333333 0.303030303030303 0.424242424242424 0.4375 0.318181818181818 0.4375 6
"73.27" 0.444444444444444 0.357142857142857 0.321428571428571 0.37037037037037 0.384615384615385 0.454545454545455 0 0.454545454545455 6
"75.23" 0.425 0.405405405405405 0.513513513513513 0.583333333333333 0.666666666666667 0.444444444444444 0.285714285714286 0.666666666666667 5
"76.5" 0 0 0 0 0 0.0666666666666667 0.166666666666667 0.166666666666667 7
"77.3" 0 0 0 0 0.1 0 0 0.1 5
"78.8" 0 0 0 0.0526315789473684 0.0555555555555556 0.117647058823529 0.0666666666666667 0.117647058823529 6
"79.3" 0 0 0 0 0 0 0 0 1
"8.2" 0 0 0 0 0 0 0 0 1
"8.6" 0 0 0 0 0 0 0 0 1
"82.4" 0 0 0 0 0 0 0 0 1
"83.2" 0 0.176470588235294 0.0588235294117647 0.1875 0.176470588235294 0.142857142857143 0 0.1875 4
"84.11" 0 0 0 -1 -1 -1 -1 0 1
"86.12" 0 0 0 0 0 0 -1 0 1
"87.10" 0 0 0 0 0 0 0 0 1
"88.4" 0 0.125 0.16 0.192307692307692 0.2 0.16 0.19047619047619 0.2 5
"91.2" 0 0 0 -1 -1 -1 -1 0 1
"97.1" 0 0 0 0 0 0 0 0 1
"98.4" 0 0 0 0 0.25 0.111111111111111 0 0.25 5
