"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Max_bss" "Month" "P_Jan" "P_Feb" "P_Mar" "P_Apr" "P_Mai" "P_Jun" "P_Jul" "P_all"
"148.2" -0.0159254817125352 0.0705646554703157 0.142161350122106 0.0764913483555941 -0.0450058557926125 0.998956841381937 -Inf 0.998956841381937 6 0.656097395937991 0.190420040896301 0.0928417969013772 0.0728914971316465 0.859285515597352 9.57274264724329e-87 NA 9.57274264724329e-87
"15.21" -0.00443178220955986 0.0109844887622665 -0.0145299145299145 -0.0656853434631213 -0.094510582010582 0.027286470143613 0.00793650793650802 0.027286470143613 6 0.524982467685028 0.448346495111186 0.553322062942264 0.683888061480793 0.700599040573298 0.0893829225539415 0.379902489047562 0.0893829225539415
"15.49" 0.169267787903908 0.197085860973407 0.190920781893004 0.188451646090535 0.0960390946502057 0.191018518518519 -0.000356125356125281 0.197085860973407 2 0.0118403951606048 0.0247429981592118 0.037213020292893 0.0611703742278518 0.280505968823016 0.271872455465195 0.505245642799612 0.0247429981592118
"15.53" 0.0226642541992932 0.0179670301726957 0.0162304806840748 0.0109638961694051 0.059693727507255 0.119604841580634 -0.0588465646137417 0.119604841580634 6 0.426707300169674 0.446910290223031 0.454201342486891 0.470930964772047 0.358116191811903 0.0289783402262653 0.634337979219113 0.0289783402262653
"15.79" 0.099553269960002 0.15365435561789 0.207287933094385 0.209443665264142 0.203158277492078 0.321992337164751 0.733440170940171 0.733440170940171 7 0.0880343532747136 0.0563550159729536 0.036229878504428 0.0622535666756457 0.0814711598690479 0.0173668520406832 0.000105236264122035 0.000105236264122035
"151.15" 0.0650618957807856 0.00524908538663704 -0.0985813078024285 -0.118499554370577 -0.0681813017428781 0.268568291667976 -0.0280902429086969 0.268568291667976 6 0.280546121768192 0.485345618729173 0.726711027072025 0.748535304541566 0.648146370334819 0.0378549582474738 0.718968807228696 0.0378549582474738
"152.4" -0.144834589279034 -0.186892775128069 -0.175023741690408 -0.187533068783069 -0.186904761904762 -0.619341563786008 0.0237596086652692 0.0237596086652692 7 0.952556128062791 0.922634292816806 0.87360520183724 0.864228877354787 0.803781356505066 0.874821983394752 0.22610846044718 0.22610846044718
"156.10" 0.0412585838117754 0.0598896769109535 0.0281436451649217 0.051108859619498 0.0468873128447597 0.0519531689744456 0.0129629629629631 0.0598896769109535 2 0.0996687216784639 0.0493603256349147 0.256714435871655 0.163352040925572 0.155543841202125 0.137258624829071 0.408751956670563 0.0493603256349147
"157.3" -0.484375 -0.714722222222222 -0.924231420963447 -0.857056402808037 -0.771483902202857 -0.76798433048433 -0.219729344729345 -0.219729344729345 7 0.904815921108443 0.898972367315279 0.880332475224002 0.879805440868582 0.873151294164883 0.770791195379827 0.775935291868706 0.775935291868706
"16.122" 0.102835917685502 0.00912878414483476 -0.0154897687439379 -0.131329764494428 -0.24161951941384 0.281361197191069 0.0232558139534883 0.281361197191069 6 0.111031306260354 0.471053411380763 0.543998943503343 0.778891099333643 0.89156934009239 0.151374481676192 0.161737472585811 0.151374481676192
"16.193" -0.0929688346464008 -0.0393775314710192 -0.0941056156204367 -0.184928174316018 -0.414069450451138 0.0149152156453916 0.0165134993781015 0.0165134993781015 7 0.826004890601799 0.692105695300654 0.757726488629961 0.823983109603053 0.925621475970155 0.274869205542398 0.255080391421974 0.255080391421974
"16.66" -0.0482336593447703 -0.101170434503768 -0.104136604136604 -0.137111859334081 -0.134680134680135 -1.49297990801259 0.0171208944793849 0.0171208944793849 7 0.646097988740092 0.75586655195635 0.748570452231297 0.788645544506867 0.759516224472676 0.845927039319138 0.161811308875064 0.161811308875064
"16.75" -0.147854203409759 -0.137860082304527 -0.114050558495003 -0.13262252151141 -0.0514937737159959 -1.63144517066086 -Inf -0.0514937737159959 5 0.78481772418391 0.752148167853013 0.717358691201692 0.733588576205274 0.596795726007163 0.830341332765925 NA 0.596795726007163
"161.7" 0.133897266987963 0.114284737034721 0.116296278568387 0.173692263662318 0.133427907296774 0.187030936297184 0.104968218994563 0.187030936297184 6 0.114415488252282 0.182949271126095 0.214861182434934 0.13194467732773 0.220142096621574 0.121728774266447 0.342035260023932 0.121728774266447
"162.3" -0.0522317188983856 -0.16166353971232 -0.285351956083663 -0.321902578000139 -0.527760405809186 -1.21796296296296 -Inf -0.0522317188983856 1 0.662684689488724 0.816458536477884 0.915800407522186 0.920415049537144 0.967078081452648 0.874161717611487 NA 0.662684689488724
"163.5" -0.10061553030303 -0.12773569023569 -0.102351641414141 -0.0574757996632997 -0.0325652356902357 -0.02739651416122 -1.57105064247921 -0.02739651416122 6 0.767839439872406 0.796649574886739 0.728575642929037 0.634004055561073 0.569920256646637 0.55510570424905 0.964222320953011 0.55510570424905
"165.6" 0.0169040835707501 0.00454545454545452 0.0146346954857594 0.0188816267247639 -1.09783368273934 -Inf -Inf 0.0188816267247639 4 0.0738447562867542 0.395503666648714 0.228228646359842 0.41927242512164 0.747634442816654 NA NA 0.41927242512164
"173.8" 0.0821746427300004 0.0899365418411342 0.0934121832828116 0.130016233633036 0.127240003599604 0.107000859975029 -0.303978979396583 0.130016233633036 4 0.271978761527969 0.25982767298844 0.273117485162494 0.213133673722985 0.216174861588034 0.259529312921654 0.729576235812817 0.213133673722985
"174.3" 0.0783666315884186 0.199022836261596 0.196906477079974 0.376969771532679 0.370447929972986 0.295077967312565 0.17564030662995 0.376969771532679 4 0.214617683512905 0.0733910209270267 0.0685312380316594 0.000693546860851283 0.00256262951528151 0.0410515826854875 0.215630588505122 0.000693546860851283
"177.4" 0.00391414141414137 0.0141835016835017 -0.0145622895622894 -0.0250420875420876 -0.0368681751660476 -0.0542592592592592 0.00209643605870014 0.0141835016835017 2 0.422112384918527 0.348481888083546 0.607762463726186 0.677251548851668 0.812896810628501 0.852793170262684 0.476655684574041 0.348481888083546
"18.10" 0.0174380242571195 -0.0103413348251367 -0.0113211785248097 0.0167268473783249 0.00803073454372871 0.011961243929916 0.011961243929916 0.0174380242571195 1 0.334692227542466 0.578564998906243 0.586762797795867 0.385833882776424 0.441349686776162 0.382564242226261 0.382564242226261 0.334692227542466
"191.2" -0.20687134502924 -0.228458372902817 -0.0711301044634378 0.068724279835391 0.0322886989553657 0.309325272739907 0.152747518760591 0.309325272739907 6 0.968372773815848 0.934839587305806 0.681994096208442 0.330675871526319 0.419142873884229 0.0134633625639763 0.094022408330603 0.0134633625639763
"196.35" 0.171322884240259 0.249924185488443 0.240532390770507 0.315356275961339 0.41817443631693 0.0177586907719837 -0.150362585303606 0.41817443631693 5 0.0648341759998758 0.0245490633169199 0.034476166791032 0.00675790001171761 0.00102997450013389 0.464509523271664 0.637334303845239 0.00102997450013389
"2.11" -0.0271241830065359 -0.0978485838779957 -0.0846677559912854 -0.04640522875817 0.0223039215686275 0.254659888646817 NA 0.254659888646817 6 0.629193681454086 0.819270004338302 0.752335909998732 0.633539284964518 0.437916967272145 0.29435169912486 NA 0.29435169912486
"2.142" 0.143354931748443 0.147513914073411 0.116084642579668 0.0853924059283252 0.279163173341589 -0.0670553544200918 -Inf 0.279163173341589 5 0.0547302618796862 0.08715177504594 0.148549127823294 0.279790347453825 0.052664250665773 0.679646099767146 NA 0.052664250665773
"2.145" -0.0875814000814001 -0.319342694342694 -0.286986161986162 -0.169515669515669 -0.228581603581604 -0.0186614083219021 0.171489197530864 0.171489197530864 7 0.880133903961428 0.991581476547743 0.974028274672109 0.872815860429415 0.928661044415847 0.541275782694907 0.0408645699110746 0.0408645699110746
"2.265" -0.0807726795974537 -0.143881223810968 -0.101010936879719 0.0201388152385403 -0.00466937110746191 -0.581539496064238 -Inf 0.0201388152385403 4 0.704296992353892 0.816422664549378 0.721350106288 0.453168601201936 0.510102664445769 0.711569697342924 NA 0.453168601201936
"2.268" -0.235663513441291 -0.396852119074341 -0.40371973705307 -0.332130832130832 -0.409705520816632 -0.194096351991089 0.144400352733686 0.144400352733686 7 0.94967683623454 0.97879133271102 0.975535128020542 0.944458720688871 0.971599870818411 0.82722606876979 0.165607747491017 0.165607747491017
"2.279" 0.0804653768007327 0.128880905040778 0.04754762310899 -0.0195923660165009 -0.27603203489284 -Inf NA 0.128880905040778 2 0.261243574448169 0.218117354644764 0.398525883034563 0.533410511934658 0.794240209244118 NA NA 0.218117354644764
"2.28" 0.0791323731138547 0.0169753086419755 0.0780178326474623 0.0628715134887975 -0.0643575674439871 0.441296296296296 NA 0.441296296296296 6 0.221803360247827 0.447873738093669 0.276257229085041 0.33858797469177 0.641190113795615 0.0494759607564814 NA 0.0494759607564814
"2.291" -0.241162324666427 -0.339874361991147 -0.316181011386398 -0.35387497825759 -0.319350381662098 -0.335751103574217 -0.148541495629936 -0.148541495629936 7 0.873538482458481 0.91303647200912 0.885702966400318 0.891852257307114 0.869389864875909 0.880705014529707 0.65083251663743 0.65083251663743
"2.32" -0.190808455514338 -0.215568509686157 -0.158717541070482 -0.174998527939704 -0.113525289995878 0.0873799725651577 -1.10866526904263 0.0873799725651577 6 0.967772729533486 0.965685777821224 0.899319449932744 0.906919461714842 0.792716959320383 0.327391204317014 0.767393616897874 0.327391204317014
"2.323" -0.224058841776329 -0.185428175966108 -0.249140871182804 -0.268673230300331 -0.151110216815171 -0.0496960505382911 -0.000516795865633135 -0.000516795865633135 7 0.881336730912035 0.813567299037177 0.870399665641764 0.87975891444214 0.758262156581635 0.840792491057507 0.50630096180649 0.50630096180649
"2.604" 0.0363794191919191 -0.0305660774410774 -0.0167824074074074 0.0296191077441078 0.0419034090909092 0.26684670781893 -0.00139762403913357 0.26684670781893 6 0.334362188835796 0.610043751472967 0.556414766628083 0.413419319928154 0.395269571344558 0.101804842753356 0.66691296462089 0.101804842753356
"2.614" -0.187628600823045 -0.370833333333333 -0.43858024691358 -0.408539094650206 -0.428832304526749 -0.480820105820106 -0.00943396226415105 -0.00943396226415105 7 0.946366409359685 0.99204048564936 0.994312142721139 0.990037811992714 0.987415516170568 0.930943883729723 0.742105819981469 0.742105819981469
"2.633" -0.0280319103387812 0.0125874064404977 0.147014326645275 0.397122304889007 -0.0898405703674483 -0.000772200772200859 0.027027027027027 0.397122304889007 4 0.696637048347213 0.426274227279834 0.0480236148560633 0.03131418822952 0.876605260146984 0.507667570199014 0.162293563744509 0.03131418822952
"20.2" 0.0782086025988467 0.123306233062331 0.0838718643596693 0.0596553401431452 0.117173721340388 -0.278127183787561 -Inf 0.123306233062331 2 0.144140692117268 0.0535639366807399 0.238510989850134 0.338236133009936 0.287965734057429 0.73254771295072 NA 0.0535639366807399
"200.4" -0.0183418712830477 0.0173611111111113 0.123214285714286 0.0516534391534391 0.0933201058201057 0.0357286634460547 -0.174703004891684 0.123214285714286 3 0.613152421693884 0.427854581873481 0.148621995826878 0.341778035069484 0.266959747528486 0.439485827381565 0.71583704782823 0.148621995826878
"203.2" -0.243362737600263 -0.209398592702125 -0.291493745076233 -0.195076050315745 -0.188695913280638 0.0120196257342198 -0.326098659041436 0.0120196257342198 6 0.939505116931092 0.865586766533107 0.903387184118647 0.803956919820937 0.804696653498638 0.474442695086056 0.816072530732838 0.474442695086056
"206.3" 0.0504679130708764 -0.00699924075956782 0.0324470940360752 0.0109871873992128 0.0184500074956858 0.0633988824546268 0.0419970104210491 0.0633988824546268 6 0.376928221748837 0.514965286639301 0.427249943265767 0.473997045315145 0.457708739189643 0.349024527157475 0.457971012147643 0.349024527157475
"208.3" 0.0198045624929799 0.0617172076766238 0.0170022635417479 0.00473712900157319 0.208249013706262 0.247862827231386 0.158031004239619 0.247862827231386 6 0.434521268195836 0.31273631713719 0.451167123392088 0.487511234219906 0.0407186277958298 0.0691889034496159 1.95431531160624e-10 0.0691889034496159
"21.47" -0.181167565453195 -0.255839836429014 -0.168898093367062 -0.199934580552683 -0.322959125932455 -0.130278640661932 -6.09223753580412e-05 -6.09223753580412e-05 7 0.937331498378554 0.947600964067918 0.837699722365273 0.837894130153489 0.933954484345262 0.682049784943417 0.500891869072854 0.500891869072854
"212.10" 0.0286801171162662 -0.00340334638661455 -0.189264245391998 -0.201316468203515 -0.01182874288911 0.370813593668702 NA 0.370813593668702 6 0.374992376300506 0.512024996432469 0.902246994201252 0.896894716833722 0.529053433327962 0.0537097596818512 NA 0.0537097596818512
"212.49" 0.11977240598284 0.111424020101021 0.0273418128066615 -0.0230619231146265 0.0100751853514321 0.180711085180351 -0.348202933718877 0.180711085180351 6 0.121517283377563 0.175043783857134 0.416971454058897 0.566181191395463 0.475056602040676 0.129739825319555 0.592769519281067 0.129739825319555
"22.22" 0.00492597250762861 0.147950145180303 -0.00543437726186569 0.0282285274861401 0.0184858772760031 0.024390243902439 0.024390243902439 0.147950145180303 2 0.457977864341707 0.143072685146057 0.56575278561819 0.238450278096479 0.16522024382416 0.161737472585583 0.161737472585583 0.143072685146057
"22.4" -0.0520030234315949 0.0111353183248608 0.0128205128205128 -0.0354344729344729 -0.0219017094017093 0.00854700854700852 0.0129280223619845 0.0129280223619845 7 0.952603813914969 0.164834984202615 0.271733625630607 0.818250508301805 0.87407322223663 0.359961755733563 0.162007703701981 0.162007703701981
"223.2" 0.0131766381766381 -0.000635938135938208 0.0516127391127391 0.0935592185592184 0.189407814407814 0.414008916323731 -Inf 0.414008916323731 6 0.445333159608159 0.502351975836926 0.326648679539363 0.226940251506863 0.0647177247678055 0.000897266507606896 NA 0.000897266507606896
"230.1" -0.135165270659672 -0.232735428447325 -0.253627874976371 -0.303196758461843 -0.176416488616493 0.42171174097939 -Inf 0.42171174097939 6 0.886818348883381 0.963323194247918 0.961293419170061 0.958338532867807 0.829967477092685 0.00777353752379218 NA 0.00777353752379218
"234.13" -0.0634502895843325 -0.108151152032661 -0.178483911953399 -0.187125106407114 0.0913619958606936 0.218622986511915 0.027027027027027 0.218622986511915 6 0.664545880986492 0.734195281471513 0.826290649602976 0.828980046660701 0.30685731483742 0.214308656913845 0.161992513132647 0.214308656913845
"234.18" -0.012363834422658 -0.0324891067538124 0.0189542483660131 -0.00321350762527217 0.223937908496732 0.246144320612406 NA 0.246144320612406 6 0.538836093906811 0.590908204884819 0.448689443149515 0.508558740756624 0.0472509131627639 0.254139992808557 NA 0.254139992808557
"24.8" 0.0922695568476987 0.564792467954311 0.0455006317229633 0.0447880528739324 0.014625608164234 0.0156639373442506 0.0156639373442506 0.564792467954311 2 0.104886115437441 0.0161502181397613 0.190511616197694 0.192903150248199 0.162786280872133 0.162187355262909 0.162187355262909 0.0161502181397613
"24.9" -0.0376314586191129 0.0180684156378601 0.0289351851851852 -0.0127314814814814 0.0518518518518518 0.0181691125087351 0.0185185185185185 0.0518518518518518 5 0.733315769552045 0.387401074754946 0.339446621022754 0.575626253379718 0.238277977409766 0.16106013347094 0.161015849417738 0.238277977409766
"247.3" -0.143029835390946 -0.140277777777778 -0.08315329218107 -0.103652263374486 -0.0407921810699587 0.437464820443544 NA 0.437464820443544 6 0.851990307948645 0.825738763623202 0.711329251871497 0.745343846798651 0.596937214201123 0.0543876771675135 NA 0.0543876771675135
"25.24" -0.216904059355342 -0.344947058194075 -0.26760710461393 -0.332464879061997 -0.313954628239458 -0.266466151229412 -0.151125351054151 -0.151125351054151 7 0.946201160843935 0.979062928163688 0.946312894292733 0.960168299782834 0.951850096838277 0.869419678574904 0.717081920202373 0.717081920202373
"26.20" -0.00655144286329756 0.0203198835783467 0.0272654433930068 -Inf -Inf NA NA 0.0272654433930068 3 0.580896989107276 0.36808103874486 0.0628386889790253 NA NA NA NA 0.0628386889790253
"26.26" -0.201815019573553 -0.515693423451709 -0.520037242927951 -0.648966298589189 -0.812611483237488 -2.36566435129608 -Inf -0.201815019573553 1 0.900229190467501 0.982850297648846 0.984126902380622 0.991293243069039 0.993607355359416 0.926719652029018 NA 0.900229190467501
"26.29" -0.135443575600215 -Inf -Inf NA NA NA NA -0.135443575600215 1 0.768668624094959 NA NA NA NA NA NA 0.768668624094959
"27.24" -0.236237757514353 0.121082621082621 0.0637464387464388 -Inf -Inf NA NA 0.121082621082621 2 0.849648353058429 0.146365044416936 0.000466406355342827 NA NA NA NA 0.146365044416936
"28.7" -0.280478395061728 -0.74804131054131 -0.171118233618234 -0.00838574423480076 0 0 0.000698812019566675 0.000698812019566675 7 0.813144287983189 0.835504555508795 0.732816796187201 0.796823074848296 NA NA 0.359180039956195 0.359180039956195
"3.22" -0.00322630048511163 0.154292782096271 0.303806607398005 -0.050437565282706 -Inf NA NA 0.303806607398005 3 0.522186573262211 0.0338203177916125 1.62308722053372e-06 0.601981224960596 NA NA NA 1.62308722053372e-06
"311.460" 0.0838477366255145 0.0204332418838593 0.0248628257887519 0.10108024691358 0.184842249657065 0.232389251997095 -Inf 0.232389251997095 6 0.279777064772389 0.452097129837829 0.444413327978625 0.290995065595757 0.154034104455831 0.359737489824319 NA 0.359737489824319
"311.6" 0.0879629629629629 0.0651748971193414 0.108873456790123 0.182484567901234 0.270961934156378 0.528087357874592 -Inf 0.528087357874592 6 0.192197797418211 0.272327563416424 0.200777187202549 0.0962979338331268 0.0303244053517388 0.00165705232749402 NA 0.00165705232749402
"313.10" -0.0166301169590641 0.0930357708135486 0.212863756613757 0.10840108401084 0.372306397306397 -0.0199709513435002 NA 0.372306397306397 5 0.575690330148464 0.236667328141681 0.0846203765809752 0.320054598888442 0.0644701403912373 0.720344455902341 NA 0.0644701403912373
"42.2" 0.0163632289356225 0.013494551572493 0.0259411467848633 -0.0189741464591833 -0.00923606642111885 -0.0184176847427224 0.00706031241809113 0.0259411467848633 3 0.178445005608458 0.218377856585413 0.150712386037354 0.802116857293938 0.642642838609887 0.757653243389684 0.402043035093218 0.150712386037354
"48.1" 0.00778533635676482 0.00733182161753576 0.0272108843537414 -0.00483749055177629 -0.0113378684807257 -0.0294444444444444 0.0150244584206848 0.0272108843537414 3 0.426647560288868 0.360085792487326 0.244514531195139 0.543227621227895 0.598464866680633 0.752460638342873 0.161550281871907 0.244514531195139
"48.5" -0.0807613168724282 -0.146090534979424 -0.161882716049383 -0.16059670781893 -0.121244855967078 -0.00749094959621255 0.0435361365593924 0.0435361365593924 7 0.793038773774837 0.842815674370163 0.851915856118934 0.814476548535086 0.761151786936989 0.517868411249707 0.411424955750363 0.411424955750363
"50.1" 0.119225681725682 0.129324379324379 0.144230769230769 0.119836182336182 0.229039479039479 0.199454866121533 -0.142760942760943 0.229039479039479 5 0.0483115671327977 0.125471850805234 0.134037195549141 0.225611961461067 0.0650291192053667 0.12302551325554 0.719163718296147 0.0650291192053667
"50.13" 0.126243487843108 0.173212605466076 0.173458088659228 0.126734454229411 0.109264233650136 0.533088198018591 -0.179507149029077 0.533088198018591 6 0.097488764151389 0.132269236958031 0.157745663577679 0.254898580509942 0.298482995379654 0.00202664277874759 0.59956675619807 0.00202664277874759
"55.5" 0.0726811007907483 0.0308869052589632 -0.0191410108818439 -Inf -Inf -Inf NA 0.0726811007907483 1 0.0163495707732451 0.257466179546583 0.614130347713925 NA NA NA NA 0.0163495707732451
"6.10" -0.0543900035819611 -0.00445175543776011 0.0452538129626127 0.15819363086184 0.240650725381595 NA NA 0.240650725381595 5 0.791386330843879 0.518399679188308 0.350264948797306 0.136115575077064 0.264607374102158 NA NA 0.264607374102158
