"Jan" "Feb" "Mar" "Apr" "Mai" "Jun" "Jul" "Max_bss" "Month" "P_Jan" "P_Feb" "P_Mar" "P_Apr" "P_Mai" "P_Jun" "P_Jul" "P_all"
"62.10" -0.00604931197973313 -0.144353060094989 -0.262272736912522 -0.315224462352584 -0.328579543547644 -0.250629159021825 -0.167056028698962 -0.00604931197973313 1 0.545093825229444 0.922463149818142 0.990448659421078 0.988444145477685 0.987538402376297 0.920358612750232 0.817023320471586 0.545093825229444
"62.5" -0.068622735289402 -0.172198172198172 -0.194725028058361 -0.0546023965141611 -0.160947712418301 0.226059040012528 0.24732905982906 0.24732905982906 7 0.780915587197521 0.912196172267686 0.912160198468652 0.64322457787247 0.837344362621704 0.0467380645518829 0.0545638933729663 0.0545638933729663
"72.5" 0.00118504058623115 -0.0942732251625753 -0.102284621440564 -0.0607662778631035 -0.0633497574446049 -0.0547011340955335 0.0665873460932471 0.0665873460932471 7 0.496293262774637 0.71744420672164 0.713336807921218 0.629145324072238 0.631476078376346 0.612321955934366 0.347987198329572 0.347987198329572
"73.27" -0.0661163991844786 -0.266933960921773 -0.228271822412505 -0.117712908553275 -0.175794225110498 0.0581107282713728 -0.127039108986421 0.0581107282713728 6 0.689894574689072 0.932805046800221 0.886190649372496 0.734262977326268 0.805087776104445 0.392324135510633 0.962231867388689 0.392324135510633
"75.23" -0.029592293990756 -0.0205658745446513 -0.0672652600391297 0.0919015703224114 0.0975468244669848 0.123078066664929 0.347788375004815 0.347788375004815 7 0.597828786148079 0.552795465174174 0.638390864792443 0.297667933275066 0.298629095610013 0.217449869213504 0.0362157171897913 0.0362157171897913
"76.5" -0.0844845073449896 -0.103101217783808 -0.109842353083418 -0.125769595034827 -0.120006448276094 -0.138867655850131 -0.0563866466730791 -0.0563866466730791 7 0.784998850049916 0.819439526800903 0.825547941490298 0.868130240524576 0.86401246410624 0.87725680182915 0.676237975308023 0.676237975308023
"77.3" -0.0543506764413957 -0.0785216702853411 -0.117782335807954 -0.120332444456386 -0.15640547416846 -0.224389260933522 -0.394962310642803 -0.0543506764413957 1 0.881418840833635 0.917485181440683 0.932700890772378 0.865649887355977 0.88226143515471 0.847129435111347 0.796355126515274 0.881418840833635
"78.8" -0.152760913280671 -0.181762081932961 -0.226330054347142 -0.199852271692784 -0.228391411922918 -0.173374489038427 -0.0958452936363694 -0.0958452936363694 7 0.950504985221455 0.968484321987092 0.983889009791875 0.955682080116675 0.971972698658817 0.928662586064883 0.772215541900354 0.772215541900354
"79.3" -0.0173536663807889 -0.0593468006562756 -0.031800801182212 -0.143221923857096 -0.149932805268779 -0.0716028094220955 -0.170156194375223 -0.0173536663807889 1 0.671240702028504 0.763246234190255 0.662390362051184 0.885570676267365 0.84733120076896 0.557325044488695 0.758113313361181 0.671240702028504
"8.2" -0.0520383252460064 -0.186594865693768 -0.294873743810319 -0.944064154110888 -1.19346192892469 0.0212765957446809 0.0209281716064625 0.0212765957446809 6 0.713353854311651 0.964178602558468 0.953362790990845 0.928555767804939 0.936432167768961 0.161328826124979 0.161361970791634 0.161328826124979
"8.6" -0.0315264551441794 -0.0723377079464655 -0.0492884839271455 -0.245999586271925 -0.421612721657221 -0.00660473574321907 -0.0262515262515262 -0.00660473574321907 6 0.686989498621799 0.736902847544416 0.636768877595283 0.776060947947868 0.941117012543763 0.558688666875514 0.720844417397306 0.558688666875514
"82.4" -0.00458754208754208 -0.00362318840579712 0.00801209372637934 0.0303800532558702 0.025506638714186 0.0370370370370371 0.0185185185185185 0.0370370370370371 6 0.618404037333177 0.629234364770335 0.117062067416303 0.112563624782419 0.0214939459510861 2.32489937153362e-54 0.161015849417738 2.32489937153362e-54
"83.2" -0.0649767414473297 0.0412471294824237 -0.0219925808161101 0.130878411306043 0.210099902534113 0.0677910052910055 0.23015873015873 0.23015873015873 7 0.754480919806616 0.367762644613133 0.569431751979266 0.148868830860696 0.0525485890803062 0.302341934129874 0.00337692104941641 0.00337692104941641
"84.11" -0.147589813896064 -0.172219993427719 0.0370375441575157 -Inf -Inf -Inf NA 0.0370375441575157 3 0.805840484276467 0.771561133851474 0.307641434333112 NA NA NA NA 0.307641434333112
"86.12" -0.112513993736791 0.0638775587615147 0.0553252410646271 0.0462384035116841 0.0417840713778885 0.0499800425040723 -Inf 0.0638775587615147 2 0.695919128746116 0.142585288730482 0.00865587585590234 0.0654615907270435 0.10138057223725 0.0262797193869572 NA 0.142585288730482
"87.10" -0.00829344830768863 -0.0240347384289477 -0.0796256008391607 -0.0428231007796689 -0.0501705692876926 -0.00724621071126363 -0.00717028598552294 -0.00717028598552294 7 0.558181229255827 0.640845825516438 0.836907241538517 0.720105855416694 0.754054375309123 0.550269481007328 0.554168769900444 0.554168769900444
"88.4" -0.030123050682261 -0.0966435185185184 -0.155701754385965 -0.220851608187134 -0.231755604288499 -0.274823343079922 -0.132035454257676 -0.030123050682261 1 0.662282260026138 0.826544119664355 0.90901282643296 0.947532813918726 0.944797387982874 0.961027583197339 0.818267342176603 0.662282260026138
"91.2" 0.0162037037037037 0.0245653817082389 0.0532407407407409 -Inf -Inf NA NA 0.0532407407407409 3 0.376646910589913 0.301576177605138 0.000335207056910951 NA NA NA NA 0.000335207056910951
"97.1" 0.015084993808398 0.0179629629629631 0.0215740740740742 -0.0158333333333331 -0.183582621082621 -0.00178062678062685 0.0185185185185185 0.0215740740740742 3 0.197416578180864 0.196181378628245 0.170340428789245 0.660660978825773 0.808575743250599 0.527198285978075 0.161015849417738 0.170340428789245
"98.4" -0.00821794438815715 0.0264550264550265 -0.0216706067769896 0.175154320987654 0.188464506172839 0.147247942386831 -0.241439552760307 0.188464506172839 5 0.551065878536155 0.389263455712726 0.59194429188264 0.0852158674235045 0.181608391782451 0.20172014930113 0.753211491270641 0.181608391782451
