"regine_area";"main_no";"point_no";"param_key";"version_no_end";"station_name";"station_status_name";"dt_start_date";"dt_end_date";"percent_missing_days";"first_year_regulation";"latitude";"longitude";"utm_east_z33";"utm_north_z33";"regulation_part_area";"regulation_part_reservoirs";"transfer_area_in";"transfer_area_out";"drainage_basin_key";"area_norway";"area_total";"comment";"drainage_dens";"dt_registration_date";"dt_regul_date";"gradient_1085";"gradient_basin";"gradient_river";"height_minimum";"height_hypso_10";"height_hypso_20";"height_hypso_30";"height_hypso_40";"height_hypso_50";"height_hypso_60";"height_hypso_70";"height_hypso_80";"height_hypso_90";"height_maximum";"length_km_basin";"length_km_river";"ocean_polar_angle";"ocean_polar_distance";"perc_agricul";"perc_bog";"perc_eff_bog";"perc_eff_lake";"perc_forest";"perc_glacier";"perc_lake";"perc_mountain";"perc_urban";"prec_intens_max";"utm_zone_gravi";"utm_east_gravi";"utm_north_gravi";"utm_zone_inlet";"utm_east_inlet";"utm_north_inlet";"br1_middelavrenning_1930_1960";"br2_Tilsigsberegning";"br3_Regional_flomfrekvensanalyse";"br5_Regional_lavvannsanalyse";"br6_Klimastudier";"br7_Klimascenarier";"br9_Flomvarsling";"br11_FRIEND";"br12_GRDC";"br23_HBV";"br24_middelavrenning_1930_1960";"br26_TotalAvlop";"br31_FlomserierPrim";"br32_FlomserierSekundar";"br33_Flomkart_aktive_ureg";"br34_Flomkart_aktive_ureg";"br38_Flomkart_aktive_ureg_periode";"br39_Flomkart_nedlagt_stasjon";"regine_main";"obs_series"
"37";15;49;0;1001;1;"Halledalsvatn";"Aktiv";"15.02.1962 12:00";"10.04.2016 12:00";0.005056;NA;60.4929657;8.479064941;142101;6724067;0;0;0;0;586;59.13000107;59.13000107;NA;NA;"12.05.2015 00:00";NA;-999;12.55000019;-999;846;886;937;964;994;1028;1049;1066;1082;1101;1185;11.03999996;-999;268.3699951;NA;0;5.329999924;NA;3.809999943;61.34999847;0;5.380000114;19.62000084;0;NA;33;137885;6726629;33;133496;6728682;"Y";"";"Y";"";"";"";"";"Y";NA;"Y";"";"";"";"";"Y";"Y";"";"";"15.49";"15.49.0.1001.1"
"38";15;53;0;1001;0;"Borgåi";"Aktiv";"21.05.1966 12:00";"16.04.2016 12:00";0;NA;60.30711746;9.009736061;169286;6700653;0;0;0;0;589;94.06999969;94.06999969;NA;NA;"12.05.2015 00:00";NA;-999;19.05999947;-999;770;882;920;956;989;1011;1047;1090;1137;1176;1310;15.93000031;-999;166.4400024;NA;0.25999999;11.26000023;NA;0.409999996;46.68000031;0;4.260000229;29.01000023;0;NA;33;168948;6708909;33;166233;6715995;"Y";"";"Y";"";"";"";"";"Y";NA;"Y";"Y";"";"";"Y";"Y";"Y";"";"";"15.53";"15.53.0.1001.0"
"39";15;79;0;1001;0;"Orsjoren";"Aktiv";"08.06.1955 12:00";"16.04.2016 12:00";0.026992;1953;60.38209534;8.263917923;129057;6712954;0.156180725;0.052014101;0;0;602;1177.290039;1177.290039;NA;NA;"12.05.2015 00:00";NA;3.380000114;9.289999962;4.889999866;951;1138;1169;1195;1216;1229;1244;1262;1288;1323;1537;60.25;97.88999939;268.3599854;NA;0;4.610000134;NA;0.039999999;1.559999943;0;12.89999962;79.66999817;0;NA;33;101316;6704919;33;73056;6708045;"";"";"";"";"";"";"Y";"";NA;"Y";"";"";"";"Y";"Y";"";"";"";"15.79";"15.79.0.1001.0"
"40";151;15;0;1001;1;"Nervoll";"Aktiv";"01.10.1968 12:00";"16.04.2016 12:00";0;NA;65.43756866;13.9860363;452970;7257601;0;0;0;0;1827;634.7670898;653.3599854;NA;NA;"12.05.2015 00:00";NA;8.229999542;NA;7.860000134;345;599;678;730;774;827;874;917;986;1083;1692;31.48999977;67.55000305;NA;NA;0;4.949999809;NA;0.170000002;25.86000061;1.600000024;2.160000086;55.50999832;0;NA;NA;NA;NA;NA;NA;NA;"Y";"";"";"";"";"";"Y";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"151.15";"151.15.0.1001.1"
"41";152;4;0;1001;0;"Fustvatn";"Aktiv";"16.05.1908 12:00";"16.04.2016 12:00";0;NA;65.90523529;13.30759335;422910;7310387;0;0;0;0;1835;525.6900024;525.6900024;NA;NA;"12.05.2015 00:00";NA;91.83999634;26.20999908;105.3300018;39;83;175;256;346;436;509;591;685;811;1530;25.20000076;0.159999996;276.8200073;NA;1.529999971;4.829999924;NA;2.75;37.45000076;0.540000021;5.889999866;37.20999908;0.01;NA;33;432753;7311666;33;440401;7313040;"";"";"";"";"";"";"";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"152.4";"152.4.0.1001.0"
"42";156;10;0;1001;1;"Berget";"Aktiv";"27.03.1950 12:00";"16.04.2016 12:00";0.008289;1997;66.45671844;13.87847614;450012;7371267;0.09547548;0;0;20.11000061;1863;210.6300049;210.6300049;NA;NA;"12.05.2015 00:00";NA;21.12999916;NA;27.35000038;60;291;423;589;700;804;915;1021;1164;1291;1587;27.28000069;36.66999817;NA;NA;0.050000001;0.460000008;NA;0.790000021;8.109999657;34.93999863;3.119999886;46.15000153;0;NA;NA;NA;NA;NA;NA;NA;"Y";"";"";"";"";"";"Y";"";NA;"Y";"";"Y";"";"Y";"Y";"Y";"";"";"156.10";"156.10.0.1001.1"
"43";157;3;0;1001;1;"Vassvatn";"Aktiv";"01.09.1916 12:00";"16.04.2016 12:00";0;NA;66.3926239;13.18076897;418712;7364857;0;0;0;0;1887;16.32999992;16.32999992;NA;NA;"12.05.2015 00:00";NA;117.2900009;48.95999908;128.5800018;108;161;192;244;348;471;532;615;704;826;1160;3.839999914;4.460000038;314.4899902;NA;0.610000014;0.239999995;NA;6.139999866;29.09000015;0;10.96000004;57.20000076;0;NA;33;419237;7363666;33;421824;7364182;"Y";"Y";"Y";"Y";"Y";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"";"";"";"157.3";"157.3.0.1001.1"
"44";16;122;0;1001;1;"Grovåi";"Aktiv";"10.10.1972 12:00";"16.04.2016 12:00";0.176156;NA;59.64139938;8.311717987;123333;6630479;0;0;0;0;677;42.68999863;42.68999863;NA;NA;"12.05.2015 00:00";NA;25.36000061;24.64999962;20.46999931;717;790;822;848;880;914;946;992;1048;1093;1199;12.05000019;18.53000069;147.2200012;NA;0;11.64000034;NA;0.270000011;59.79000092;0;3.099999905;21.85000038;0;NA;33;120852;6634750;33;119320;6640840;"Y";"";"Y";"Y";"";"";"";"Y";NA;"Y";"";"";"";"Y";"Y";"Y";"";"";"16.122";"16.122.0.1001.1"
"45";16;132;0;1001;1;"Gjuvå";"Aktiv";"05.01.1981 12:00";"16.04.2016 12:00";8.505355;NA;59.75517654;8.794498444;151654;6640467;0;0;0;0;682;33.09999847;33.09999847;NA;NA;"12.05.2015 00:00";NA;34.56000137;19.75;47.00999832;459;789;871;953;1012;1084;1138;1170;1243;1324;1619;12.27999973;17.86000061;157.4700012;NA;0.360000014;6.650000095;NA;1.879999995;27.56999969;0;7.159999847;55.02000046;0;NA;33;150573;6646752;33;149063;6651566;"";"";"";"";"";"";"";"";NA;"Y";"";"";"Y";"";"Y";"";"";"";"16.132";"16.132.0.1001.1"
"46";16;140;0;1001;1;"Kvenna";"Aktiv";"01.01.1987 12:00";"16.04.2016 12:00";40.443032;NA;60.01842117;7.865456104;102789;6674926;0;0;0;0;687;822.2600098;822.2600098;NA;NA;"12.05.2015 00:00";NA;3.529999971;16.20999908;8.430000305;937;1153;1197;1232;1260;1285;1310;1334;1362;1400;1620;48.70000076;61.56000137;273.230011;NA;0;3.440000057;NA;0.99000001;0.959999979;0.039999999;9.670000076;85.08000183;0;NA;33;82162;6679997;33;57606;6693218;"";"";"";"";"";"";"Y";"";NA;"Y";"";"";"Y";"";"Y";"";"";"";"16.140";"16.140.0.1001.1"
"47";16;193;0;1001;0;"Hørte";"Aktiv";"01.10.1961 12:00";"16.04.2016 12:00";11.770907;NA;59.43141937;9.133699417;167474;6602769;0;0;0;0;701;156.6499939;156.6499939;NA;NA;"12.05.2015 00:00";NA;10.25;28;29.88999939;96;260;311;369;429;502;579;672;771;913;1204;17.87999916;27.20000076;157.4700012;NA;1.080000043;2.809999943;NA;0.270000011;73.05000305;0;3.140000105;18.37999916;0.050000001;NA;33;163160;6612332;33;158078;6616123;"Y";"";"Y";"Y";"";"";"Y";"Y";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"16.193";"16.193.0.1001.0"
"48";16;66;0;1001;1;"Grosettjern";"Aktiv";"04.10.1949 12:00";"16.04.2016 12:00";0;NA;59.8355484;8.320614815;126013;6651976;0;0;0;0;643;6.599999905;6.599999905;NA;NA;"12.05.2015 00:00";NA;43.95000076;18.14999962;30.84000015;939;952;965;979;991;1005;1017;1025;1037;1058;1058;2.460000038;3.519999981;152.9199982;NA;0;20.21999931;NA;3.059999943;66.81999969;0;7.099999905;2.470000029;0;NA;33;125795;6652796;33;126372;6654040;"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"16.66";"16.66.0.1001.1"
"49";16;75;0;1001;1;"Tannsvatn (Lognvikvatnet)";"Aktiv";"18.03.1955 12:00";"16.04.2016 12:00";0;NA;59.673172;8.067387581;109976;6635419;0;0;0;0;645;118.2799988;118.2799988;NA;NA;"12.05.2015 00:00";NA;12.78999996;19.70999908;14.77000046;697;737;794;835;871;905;923;955;1012;1072;1287;14.60999966;20.12000084;145.8999939;NA;1.559999943;19.47999954;NA;4.590000153;53.15999985;0;6.690000057;16.39999962;0.119999997;NA;33;113848;6639848;33;111054;6649072;"Y";"";"Y";"Y";"";"";"";"Y";NA;"Y";"Y";"";"";"Y";"Y";"Y";"";"";"16.75";"16.75.0.1001.1"
"50";160;7;0;1001;1;"Skauvoll";"Aktiv";"08.11.1986 12:00";"16.04.2016 12:00";15.539849;NA;66.98046875;14.08406067;460032;7429497;0;0;0;0;1907;19.65999985;19.65999985;NA;NA;"12.05.2015 00:00";NA;22.29999924;36.59999847;48.81000137;236;375;389;407;429;458;486;529;617;758;1060;11.02999973;11.30000019;260.1499939;NA;0;0;NA;1.49000001;12.18000031;0;7.829999924;58.40999985;0;NA;33;457504;7423820;33;454977;7420678;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"";"";"";"160.7";"160.7.0.1001.1"
"51";161;7;0;1001;1;"Tollåga";"Aktiv";"01.09.1972 12:00";"16.04.2016 12:00";2.290699;NA;66.89692688;14.85456753;493632;7419897;0;0;0;0;1918;225.0500031;225.0500031;NA;NA;"12.05.2015 00:00";NA;15.14999962;18.85000038;14.72999954;374;561;637;666;716;795;871;922;980;1035;1411;27.84000015;45.31999969;272.2000122;NA;0.090000004;2.839999914;NA;0.01;12.09000015;0.109999999;2.049999952;71.87000275;0;NA;33;494655;7405787;33;490803;7393995;"Y";"";"";"";"";"";"";"";NA;"Y";"Y";"";"";"";"Y";"Y";"";"";"161.7";"161.7.0.1001.1"
"52";162;3;0;1001;0;"Skarsvatn";"Aktiv";"01.09.1916 12:00";"16.04.2016 12:00";0;NA;67.08398438;14.98147392;499195;7440743;0;0;0;0;1932;145.3899994;145.3899994;NA;NA;"12.05.2015 00:00";NA;15.60000038;NA;14.61999989;162;287;373;431;475;520;556;576;600;630;831;18.31999969;29.78000069;NA;NA;1.039999962;6.03000021;NA;0.75999999;44.13000107;0;6.159999847;35.27000046;0.039999999;NA;NA;NA;NA;NA;NA;NA;"Y";"";"Y";"Y";"Y";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"162.3";"162.3.0.1001.0"
"53";163;5;0;1001;1;"Junkerdalselv";"Aktiv";"01.09.1937 12:00";"16.04.2016 12:00";0;NA;66.81479645;15.4106884;518043;7410794;0;0;0;0;1938;314.0505981;421.980011;NA;NA;"12.05.2015 00:00";NA;25.87000084;NA;24.54000092;117;486;620;691;752;834;943;1042;1139;1234;1695;29.78000069;40.40000153;NA;NA;0.389999986;0.680000007;NA;0.02;18.29000092;0.550000012;2.079999924;66.88999939;0;NA;NA;NA;NA;NA;NA;NA;"Y";"";"Y";"Y";"";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"163.5";"163.5.0.1001.1"
"54";165;6;0;1001;1;"Strandå";"Aktiv";"01.09.1916 12:00";"16.04.2016 12:00";0;NA;67.53924561;14.87669659;494743;7491501;0;0;0;0;1962;23.62000084;23.62000084;NA;NA;"12.05.2015 00:00";NA;14.31999969;38.72999954;34.50999832;15;20;34;56;118;181;246;307;394;521;932;6.809999943;10.06000042;289.7399902;NA;0;10.5;NA;2.019999981;30.77000046;0;3.640000105;22.26000023;0;NA;33;497606;7490069;33;500545;7490676;"Y";"";"Y";"Y";"Y";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"";"";"";"165.6";"165.6.0.1001.1"
"55";168;2;0;1001;1;"Mørsvik bru";"Aktiv";"28.08.1985 12:00";"16.04.2016 12:00";0;NA;67.7157135;15.87357044;536966;7511430;0;0;0;0;1987;31.22999954;31.22999954;NA;NA;"12.05.2015 00:00";NA;36.50999832;34.15000153;40.36000061;76;148;241;313;339;367;407;471;586;779;1094;6.929999828;10.09000015;305.5899963;NA;0.029999999;3.970000029;NA;4.28000021;52.38999939;0;9.350000381;28.53000069;0;NA;33;538910;7514218;33;541531;7514204;"";"";"";"";"";"";"";"";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"168.2";"168.2.0.1001.1"
"56";173;8;0;1001;1;"Coarveij";"Aktiv";"06.06.1972 12:00";"16.04.2016 12:00";8.445166;NA;68.01673126;17.8962822;620954;7547565;0;0;0;0;2016;34.63589859;62.83000183;NA;NA;"12.05.2015 00:00";NA;13.93999958;NA;20.15999985;908;930;949;967;988;1021;1074;1139;1225;1329;1579;9.850000381;13.30000019;NA;NA;0;0;NA;13.63000011;0;4.21999979;13.97000027;81.66000366;0;NA;NA;NA;NA;NA;NA;NA;"Y";"";"";"";"";"";"Y";"";NA;"Y";"Y";"";"";"Y";"Y";"Y";"";"";"173.8";"173.8.0.1001.1"
"57";174;11;0;1001;1;"Taraldsvikelv";"Aktiv";"02.03.1972 12:00";"16.04.2016 12:00";49.382639;NA;68.43661499;17.48148537;601757;7593594;0;0;0;0;2336;2.839999914;2.839999914;NA;NA;"12.05.2015 00:00";NA;239.9400024;NA;262.9599915;292;473;556;617;677;752;825;888;961;1042;1262;2.619999886;2.289999962;NA;NA;0;0.349999994;NA;0;15.14000034;0;0.349999994;82.75;0;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"";"";"";"174.11";"174.11.0.1001.1"
"58";174;3;0;1001;1;"Øvstevatn (Litlevatnet)";"Aktiv";"30.04.1924 12:00";"16.04.2016 12:00";57.267044;NA;68.34785461;17.48968887;602493;7583718;0;0;0;0;2026;28.44199944;28.44000053;NA;NA;"12.05.2015 00:00";NA;98.52999878;NA;82.81999969;275;334;430;504;605;727;830;919;1009;1148;1541;6.650000095;7.690000057;NA;NA;0.529999971;2.809999943;NA;0.899999976;23.65999985;6.079999924;1.620000005;54.29000092;0;NA;NA;NA;NA;NA;NA;NA;"Y";"";"";"";"";"";"";"";NA;"Y";"";"";"Y";"";"Y";"";"";"";"174.3";"174.3.0.1001.1"
"59";177;4;0;1001;1;"Sneisvatn";"Aktiv";"01.09.1916 12:00";"16.04.2016 12:00";0.002748;NA;68.40743256;15.70544243;528971;7588456;0;0;0;0;2047;29.25;29.25;NA;NA;"12.05.2015 00:00";NA;21.90999985;NA;18.60000038;18;88;138;191;235;302;387;457;556;624;970;7.28000021;9.680000305;NA;NA;0;1.710000038;NA;2.269999981;19.96999931;0;10.05000019;54.5;0;NA;NA;NA;NA;NA;NA;NA;"Y";"Y";"Y";"Y";"Y";"";"";"Y";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"177.4";"177.4.0.1001.1"
"60";18;10;0;1001;1;"Gjerstad";"Aktiv";"06.11.1980 12:00";"16.04.2016 12:00";0;NA;58.88360596;9.03327179;156332;6542433;0;0;0;0;718;236.2299957;236.2299957;NA;NA;"12.05.2015 00:00";NA;-999;23.43000031;-999;50;148;197;237;274;313;346;380;415;473;657;21.14999962;-999;141.0500031;NA;1.399999976;4.869999886;NA;0.189999998;81.76000214;0;3.450000048;2.900000095;0.07;NA;33;149568;6549060;33;141720;6552343;"";"";"";"";"";"";"Y";"";NA;"Y";"";"Y";"Y";"";"Y";"Y";"";"";"18.10";"18.10.0.1001.1"
"61";19;107;0;1001;1;"Lilleelv";"Aktiv";"22.10.1983 12:00";"16.04.2016 12:00";14.537334;NA;58.43535614;8.702689171;132635;6494410;0;0;0;0;770;39.31999969;39.31999969;NA;NA;"12.05.2015 00:00";NA;3.900000095;15.90999985;7.900000095;17;41;54;65;78;86;96;105;117;131;205;13.96000004;17.59000015;135.7100067;NA;4.050000191;1.610000014;NA;2.049999952;87.66000366;0;5.090000153;0;0.460000008;NA;33;133006;6500984;33;134990;6506766;"";"";"";"";"";"";"";"";NA;"Y";"";"";"Y";"";"Y";"";"";"";"19.107";"19.107.0.1001.1"
"62";191;2;0;1001;0;"Øvrevatn";"Aktiv";"01.09.1913 12:00";"16.04.2016 12:00";0;NA;68.85762024;17.94107437;618348;7641320;0;0;0;0;2065;524.8585815;526.0200195;NA;NA;"12.05.2015 00:00";NA;130.4499969;55.79000092;126.9800034;8;137;233;340;449;564;680;786;886;1044;1503;36.81999969;2.039999962;328.25;NA;2.019999981;2.539999962;NA;0.600000024;35.22000122;0.550000012;2.75;52.29999924;0.01;NA;33;627110;7628801;33;625516;7609000;"";"";"";"";"";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"191.2";"191.2.0.1001.0"
"63";196;35;0;1001;0;"Malangsfoss";"Aktiv";"16.09.1907 12:00";"16.04.2016 12:00";0;1972;69.03492737;18.65833664;646006;7662611;0.096426792;0.055020578;0;47.29999924;2094;3005.629883;3110.649902;NA;NA;"12.05.2015 00:00";NA;7.480000019;NA;5.690000057;23;215;397;547;647;713;782;859;950;1084;1714;80.69999695;109.4700012;NA;NA;0.670000017;2.059999943;NA;0.239999995;24.30999947;0.730000019;3.779999971;64.16999817;0.02;NA;NA;NA;NA;NA;NA;NA;"Y";"Y";"Y";"";"Y";"";"";"";NA;"Y";"";"Y";"Y";"";"";"";"Y";"";"196.35";"196.35.0.1001.0"
"64";2;11;0;1001;0;"Narsjø";"Aktiv";"22.02.1930 12:00";"16.04.2016 12:00";0.003178;NA;62.36131668;11.47878265;317821;6919394;0;0;0;0;29;119.131897;119.1299973;NA;NA;"12.05.2015 00:00";NA;68.79000092;12.28999996;64.48999786;737;777;824;879;915;939;968;1004;1052;1106;1593;17.88999939;0.779999971;307.730011;NA;0.409999996;11.72999954;NA;1.649999976;23.86000061;0;3.119999886;48.13000107;0;NA;33;320761;6912838;33;325149;6903553;"Y";"";"Y";"Y";"Y";"";"Y";"Y";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"2.11";"2.11.0.1001.0"
"65";2;142;0;1001;1;"Knappom";"Aktiv";"28.11.1916 12:00";"16.04.2016 12:00";1.00551;NA;60.6411705;12.04712486;338530;6726448;0;0;0;0;95;1288.28064;1646;NA;NA;"12.05.2015 00:00";NA;3.799999952;8.420000076;4.769999981;170;269;311;342;378;411;446;479;510;556;807;65.16999817;116.8199997;205.3899994;NA;2.200000048;15.93000031;NA;0.100000001;72.75;0;1.840000033;0;0.050000001;NA;33;348074;6747176;33;326649;6789891;"Y";"";"Y";"Y";"Y";"Y";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"2.142";"2.142.0.1001.1"
"66";2;145;0;1001;1;"Losna";"Aktiv";"00.01.1900 00:00";"16.04.2016 12:00";0;1917;61.33338547;10.27753162;247417;6809063;0.247204572;0.136238739;23.84000015;61.47999954;97;11212.83984;11212.83984;NA;NA;"12.05.2015 00:00";NA;3.25;17.92000008;4.769999981;179;707;870;966;1052;1139;1243;1356;1477;1641;2463;178.1600037;229.6799927;330.8299866;NA;2.480000019;3.410000086;NA;0.189999998;25.28000069;3;3.890000105;56.54000092;0.100000001;NA;33;179212;6862066;33;95490;6900852;"Y";"Y";"Y";"";"";"";"Y";"";NA;"Y";"Y";"";"Y";"";"";"";"Y";"";"2.145";"2.145.0.1001.1"
"67";2;265;0;1001;1;"Unsetåa";"Aktiv";"10.11.1961 12:00";"16.04.2016 12:00";10.879187;NA;61.94610977;11.08351231;294592;6874376;0;0;0;0;158;618.3599854;618.3599854;NA;NA;"12.05.2015 00:00";NA;12.44999981;15.52000046;12.43000031;338;569;736;834;893;926;957;1000;1051;1106;1433;39.65000153;58.95000076;313.6900024;NA;1.070000052;7.71999979;NA;0.090000004;40.52000046;0;1.00999999;46.54999924;0;NA;33;297653;6894284;33;303296;6912159;"Y";"";"";"";"";"";"Y";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"2.265";"2.265.0.1001.1"
"68";2;268;0;1001;0;"Akslen";"Aktiv";"10.03.1933 12:00";"16.04.2016 12:00";1.047638;NA;61.7995491;8.447217941;154948;6869267;0;0;0;0;160;790.9000244;790.9000244;NA;NA;"12.05.2015 00:00";NA;17.38999939;28.94000053;21.40999985;476;955;1138;1280;1384;1467;1559;1672;1804;1938;2462;35.93999863;48.00999832;322.2200012;NA;0.629999995;0.379999995;NA;0.059999999;11.38000011;10.86999989;1.899999976;71.05999756;0;NA;33;144035;6855398;33;133260;6863096;"Y";"Y";"Y";"";"";"";"Y";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"2.268";"2.268.0.1001.0"
"69";2;279;0;1001;1;"Kråkfoss";"Aktiv";"23.03.1966 12:00";"16.04.2016 12:00";0;NA;60.13344574;11.08010387;282324;6672734;0;0;0;0;168;432.3500061;432.3500061;NA;NA;"12.05.2015 00:00";NA;8.239999771;15.52000046;9.300000191;105;180;204;313;388;445;494;533;567;622;803;40.81999969;67.41000366;191.5099945;NA;11.19999981;4.889999866;NA;0.409999996;75.75;0;4.050000191;0.039999999;1.029999971;NA;33;271610;6688680;33;263488;6702594;"Y";"";"Y";"";"";"";"Y";"Y";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"2.279";"2.279.0.1001.1"
"70";2;28;0;1001;0;"Aulestad";"Aktiv";"14.06.1929 12:00";"16.04.2016 12:00";0;1915;61.21541977;10.26932335;246027;6795979;0.083071701;0.039545011;0;0;40;866.25;866.25;NA;NA;"12.05.2015 00:00";NA;10.60999966;16.21999931;11.34000015;199;500;658;750;812;850;884;918;961;1026;1513;49.02999878;66.75;329.8200073;NA;6.460000038;13.61999989;NA;0.039999999;57.95000076;0;2.420000076;7.849999905;0.119999997;NA;33;229190;6807871;33;217938;6830148;"";"";"";"";"";"";"Y";"";NA;"Y";"";"";"Y";"";"Y";"";"";"";"2.28";"2.28.0.1001.0"
"71";2;291;0;1001;1;"Tora";"Aktiv";"26.10.1966 12:00";"16.04.2016 12:00";0.066405;1982;62.00772095;7.866355896;126995;6895583;0.02447859;0;0;6.420000076;177;262.269989;262.269989;NA;NA;"12.05.2015 00:00";NA;27.23999977;20.55999947;29.30999947;717;1224;1337;1389;1444;1485;1516;1556;1615;1704;2006;20.79000092;28.37999916;330.8299866;NA;0.01;0;NA;0.389999986;0.07;5.400000095;6.230000019;87.41999817;0;NA;33;129672;6905215;33;135259;6912097;"Y";"";"Y";"";"";"";"";"Y";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"2.291";"2.291.0.1001.1"
"72";2;32;0;1001;0;"Atnasjø";"Aktiv";"14.11.1916 12:00";"16.04.2016 12:00";0;NA;61.85194016;10.22211933;248696;6866933;0;0;0;0;43;463.2000122;463.2000122;NA;NA;"12.05.2015 00:00";NA;9.600000381;28.07999992;12.47999954;701;804;924;1022;1119;1205;1274;1360;1469;1595;2169;33.95000076;59.75999832;318.6400146;NA;0.430000007;2.480000019;NA;1.090000033;20.11000061;0;1.799999952;68.73000336;0;NA;33;234972;6876314;33;221034;6874062;"";"";"";"";"";"";"";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"2.32";"2.32.0.1001.0"
"73";2;323;0;1001;1;"Fura";"Aktiv";"09.10.1970 12:00";"16.04.2016 12:00";0;NA;60.88483429;11.32495689;300585;6755550;0;0;0;0;201;42.47000122;42.47000122;NA;NA;"12.05.2015 00:00";NA;29.44000053;7.329999924;30.62000084;349;427;477;517;550;575;598;622;652;690;758;10.21000004;12.40999985;194.0099945;NA;1.389999986;14.96000004;NA;0;79.98999786;0;0.050000001;0;0.159999996;NA;33;298583;6760941;33;297804;6764027;"Y";"";"Y";"Y";"";"";"";"Y";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"2.323";"2.323.0.1001.1"
"74";2;439;0;1001;1;"Kvarstadseter";"Aktiv";"13.07.1979 12:00";"16.04.2016 12:00";23.905273;NA;61.17847443;10.89334202;279236;6789603;0;0;0;0;255;377.0899963;377.0899963;NA;NA;"12.05.2015 00:00";NA;8.960000038;8.789999962;11.18999958;669;759;816;850;884;912;935;962;991;1032;1191;32.88999939;37.81999969;186.7700043;NA;0.280000001;29.56999969;NA;0.050000001;40.34999847;0;2.410000086;16.72999954;0;NA;33;272289;6802732;33;265099;6817481;"";"";"";"";"";"";"Y";"";NA;"Y";"";"";"Y";"";"Y";"";"";"";"2.439";"2.439.0.1001.1"
"75";2;463;0;1001;1;"Vismunda";"Aktiv";"17.04.1986 12:00";"16.04.2016 12:00";3.340026;NA;60.95845413;10.56209469;259786;6766299;0;0;0;0;270;190.6499939;190.6499939;NA;NA;"12.05.2015 00:00";NA;18.02000046;12.06999969;17.51000023;188;466;562;630;661;689;716;740;788;850;1066;32.22000122;40.33000183;181.1000061;NA;3.180000067;18.48999977;NA;0.029999999;73.90000153;0;1.600000024;0.720000029;0;NA;33;245363;6772982;33;235665;6787105;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"";"";"";"2.463";"2.463.0.1001.1"
"76";2;479;0;1001;1;"Li bru";"Aktiv";"28.04.1988 12:00";"16.04.2016 12:00";27.349256;NA;62.00997543;10.00033092;238403;6885379;NA;NA;NA;NA;283;156.8099976;156.8099976;NA;NA;"12.05.2015 00:00";NA;19.01000023;31.63999939;23.14999962;753;973;1056;1150;1233;1293;1371;1459;1547;1668;2165;21.53000069;29.75;319.1199951;NA;0.239999995;2.170000076;NA;0.01;9.390000343;0;1;80.63999939;0;NA;33;227986;6881758;33;221035;6874060;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"";"";"";"2.479";"2.479.0.1001.1"
"77";2;604;0;1001;0;"Elverum";"Aktiv";"00.01.1900 00:00";"15.04.2016 12:00";0;1913;60.87421036;11.56065178;313304;6753674;0.653059483;0.102982447;0;0;305;15388.8623;15451.75977;NA;NA;"12.05.2015 00:00";NA;1.889999986;NA;2.049999952;180;466;606;695;757;817;877;943;1026;1155;2170;226.25;334.1799927;NA;NA;1.809999943;10.14000034;NA;0.100000001;51.54999924;0;2.769999981;26.87000084;0.119999997;NA;NA;NA;NA;NA;NA;NA;"Y";"";"Y";"";"Y";"";"Y";"";NA;"Y";"Y";"";"Y";"";"";"";"Y";"";"2.604";"2.604.0.1001.0"
