"regine_area";"main_no";"point_no";"param_key";"version_no_end";"station_name";"station_status_name";"dt_start_date";"dt_end_date";"percent_missing_days";"first_year_regulation";"latitude";"longitude";"utm_east_z33";"utm_north_z33";"regulation_part_area";"regulation_part_reservoirs";"transfer_area_in";"transfer_area_out";"drainage_basin_key";"area_norway";"area_total";"comment";"drainage_dens";"dt_registration_date";"dt_regul_date";"gradient_1085";"gradient_basin";"gradient_river";"height_minimum";"height_hypso_10";"height_hypso_20";"height_hypso_30";"height_hypso_40";"height_hypso_50";"height_hypso_60";"height_hypso_70";"height_hypso_80";"height_hypso_90";"height_maximum";"length_km_basin";"length_km_river";"ocean_polar_angle";"ocean_polar_distance";"perc_agricul";"perc_bog";"perc_eff_bog";"perc_eff_lake";"perc_forest";"perc_glacier";"perc_lake";"perc_mountain";"perc_urban";"prec_intens_max";"utm_zone_gravi";"utm_east_gravi";"utm_north_gravi";"utm_zone_inlet";"utm_east_inlet";"utm_north_inlet";"br1_middelavrenning_1930_1960";"br2_Tilsigsberegning";"br3_Regional_flomfrekvensanalyse";"br5_Regional_lavvannsanalyse";"br6_Klimastudier";"br7_Klimascenarier";"br9_Flomvarsling";"br11_FRIEND";"br12_GRDC";"br23_HBV";"br24_middelavrenning_1930_1960";"br26_TotalAvlop";"br31_FlomserierPrim";"br32_FlomserierSekundar";"br33_Flomkart_aktive_ureg";"br34_Flomkart_aktive_ureg";"br38_Flomkart_aktive_ureg_periode";"br39_Flomkart_nedlagt_stasjon";"regine_main";"obs_series"
"78";2;614;0;1001;0;"Rosten";"Aktiv";"27.03.1917 12:00";"16.04.2016 12:00";0;NA;61.85856628;9.404753685;205839;6871105;0;0;0;0;311;1833.910034;1833.910034;NA;NA;"12.05.2015 00:00";NA;8.729999542;7.53000021;13.15999985;319;675;900;1027;1108;1186;1263;1340;1431;1545;2207;72.86000061;102.3499985;327.3999939;NA;3.210000038;2.049999952;NA;0.02;21.56999969;0.360000014;1.440000057;67.59999847;0.100000001;NA;33;183101;6899977;33;138954;6897623;"Y";"Y";"Y";"Y";"Y";"";"Y";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"2.614";"2.614.0.1001.0"
"79";2;633;0;1001;0;"Stortorp";"Aktiv";"26.04.1979 12:00";"16.04.2016 12:00";0.074041;NA;59.35951996;11.51775646;302085;6585263;0;0;0;0;2281;87.12999725;87.12999725;NA;NA;"12.05.2015 00:00";NA;5.119999886;NA;6.420000076;111;120;138;151;163;178;189;201;213;227;323;13.21000004;16.68000031;NA;NA;4.119999886;5.389999866;NA;0.419999987;86.26000214;0;3.720000029;0;0.029999999;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"Y";"";NA;"Y";"";"";"Y";"";"Y";"";"";"";"2.633";"2.633.0.1001.0"
"80";2;634;0;1001;1;"Lena";"Aktiv";"12.03.1991 12:00";"16.04.2016 12:00";0.010908;NA;60.67130661;10.81130505;271220;6733473;0;0;0;0;2261;182.6000061;182.6000061;NA;NA;"12.05.2015 00:00";NA;17.06999969;NA;16.19000053;223;314;359;384;411;431;464;518;570;611;757;22.62999916;28.89999962;NA;NA;34.68999863;9.300000191;NA;0.029999999;50.5;0;1.350000024;0;0.600000024;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"";"";"";"2.634";"2.634.0.1001.1"
"81";20;2;0;1001;1;"Austenå";"Aktiv";"06.05.1924 12:00";"16.04.2016 12:00";0;NA;58.83963394;8.100524902;102216;6542728;0;0;0;0;776;276.4200134;276.4200134;NA;NA;"12.05.2015 00:00";NA;11.43999958;22.42000008;13.22999954;228;602;666;708;738;763;792;819;852;895;1146;41.58000183;52.77999878;131.8800049;NA;0.07;5.590000153;NA;1.610000014;61.86999893;0;11.89999962;20.28000069;0;NA;33;91936;6561043;33;86791;6579975;"Y";"Y";"Y";"Y";"Y";"";"Y";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"20.2";"20.2.0.1001.1"
"82";200;4;0;1001;0;"Skogsfjordvatn";"Aktiv";"01.06.1957 12:00";"16.04.2016 12:00";0;NA;69.98092651;19.10412407;656700;7769022;0;0;0;0;2101;136.0099945;136.0099945;NA;NA;"12.05.2015 00:00";NA;27.47999954;26.84000015;21.05999947;19;20;84;139;195;243;280;353;450;574;1047;17.28000069;20.42000008;302.3099976;NA;0.419999987;1.289999962;NA;10.11999989;21.25;0;14.80000019;49.72999954;0;NA;33;659687;7763394;33;660738;7755119;"";"";"";"";"";"";"";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"200.4";"200.4.0.1001.0"
"83";203;2;0;1001;0;"Jægervatn";"Aktiv";"15.06.1955 12:00";"16.04.2016 12:00";0;NA;69.73168182;19.86212158;687806;7743432;0;0;0;0;2103;92.48000336;92.48000336;NA;NA;"12.05.2015 00:00";NA;30.36000061;NA;29.59000015;3;20;66;109;169;263;386;518;702;956;1533;13.67000008;18.18000031;NA;NA;0.289999992;5.920000076;NA;7.789999962;29.67000008;7.389999866;9.909999847;43.88000107;0;NA;NA;NA;NA;NA;NA;NA;"Y";"";"Y";"";"Y";"";"";"Y";NA;"Y";"Y";"Y";"";"Y";"Y";"Y";"";"";"203.2";"203.2.0.1001.0"
"84";206;3;0;1001;2;"Manndalen bru";"Aktiv";"01.09.1971 12:00";"16.04.2016 12:00";0;NA;69.52388763;20.52561951;715471;7722523;0;0;0;0;2121;200.4799957;200.4799957;NA;NA;"12.05.2015 00:00";NA;30.60000038;36.72999954;30.53000069;20;237;508;699;849;933;976;1019;1072;1135;1316;25.57999992;33.90000153;334;NA;2.140000105;0.270000011;NA;0.039999999;14.97999954;0;2.269999981;77.27999878;0;NA;33;720187;7709918;33;725239;7700424;"Y";"";"Y";"Y";"";"";"Y";"Y";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"206.3";"206.3.0.1001.2"
"85";208;3;0;1001;1;"Svartfossberget";"Aktiv";"15.07.1981 12:00";"17.04.2016 12:00";0;1960;69.52854156;21.38166046;748701;7726291;0.02339711;0;16.37000084;61.58000183;2126;1918.949951;1932.290039;NA;NA;"12.05.2015 00:00";NA;5.570000172;13.85000038;4.619999886;90;464;510;562;622;673;717;760;806;873;1361;64.66000366;83.27999878;NA;NA;0.039999999;4.260000229;NA;0.039999999;15.18999958;0;2.75999999;72.77999878;0;NA;33;771458;7707618;33;788002;7711979;"";"";"";"";"";"";"";"";NA;"Y";"";"Y";"Y";"";"Y";"Y";"";"";"208.3";"208.3.0.1001.1"
"86";21;47;0;1001;1;"Lislefjødd";"Aktiv";"08.12.1972 12:00";"16.04.2016 12:00";2.304875;NA;59.6088295;7.419619083;72814;6632279;0;0;0;0;822;19.01000023;19.01000023;NA;NA;"12.05.2015 00:00";NA;37.65000153;16.23999977;48.06000137;890;1046;1070;1089;1106;1127;1159;1220;1288;1345;1432;7.760000229;10.38000011;280.6799927;NA;0;12.40999985;NA;0.050000001;5.050000191;0;2.210000038;79.80000305;0;NA;33;75975;6628636;33;75508;6626140;"Y";"";"Y";"Y";"";"";"";"Y";NA;"Y";"";"";"Y";"";"Y";"";"";"";"21.47";"21.47.0.1001.1"
"87";212;10;0;1001;1;"Masi";"Aktiv";"01.09.1966 12:00";"17.04.2016 12:00";0.044133;NA;69.42004395;23.63503647;837785;7725086;0;0;0;0;2148;5543.97998;5620.810059;NA;NA;"12.05.2015 00:00";NA;1.309999943;14.52999973;1.669999957;0;370;390;413;434;450;471;494;525;595;1085;92.41999817;154.3000031;333.8099976;NA;0.050000001;16.96999931;NA;0.280000001;35.40000153;0;7.159999847;31.05999947;0.01;NA;33;821415;7687199;33;801832;7738734;"Y";"Y";"Y";"";"Y";"Y";"Y";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"212.10";"212.10.0.1001.1"
"88";212;27;0;1001;1;"Eibyelva v/Hammeren";"Aktiv";"05.10.2007 12:00";"17.04.2016 12:00";0;NA;69.79905701;23.24104881;816763;7764890;0;0;0;0;2290;622.5100098;624.1799927;NA;NA;"12.05.2015 00:00";NA;4.539999962;NA;7.019999981;105;385;421;450;470;488;505;528;564;613;782;40.65000153;52.90000153;NA;NA;0;6.150000095;NA;0.540000021;22.21999931;0;7.199999809;55.13000107;0;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"";"Y";"";"";"";"212.27";"212.27.0.1001.1"
"89";212;49;0;1001;0;"Halsnes";"Aktiv";"17.11.1920 12:00";"16.04.2016 12:00";8.398852;NA;70.02643585;22.94163704;802014;7788532;0;0;0;0;2157;144.7640076;144.8899994;NA;NA;"12.05.2015 00:00";NA;27.53000069;27.98999977;23.40999985;30;196;316;382;459;531;614;686;741;825;1146;20.5;25.46999931;332.6300049;NA;0.119999997;1.190000057;NA;0;12.77000046;0;3.519999981;73.90000153;0;NA;33;795138;7781398;33;789617;7774685;"";"";"";"";"";"";"";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"212.49";"212.49.0.1001.0"
"90";22;16;0;1001;0;"Myglevatn ndf.";"Aktiv";"29.10.1951 12:00";"16.04.2016 12:00";0;NA;58.44588852;7.584990978;67715;6502242;0;0;0;0;840;182.1999969;182.1999969;NA;NA;"12.05.2015 00:00";NA;6.230000019;20.51000023;11.26000023;252;336;371;399;424;447;471;499;525;571;741;23.75;37.54999924;163.75;NA;0.389999986;12.06999969;NA;1.529999971;63.59000015;0;5.5;10.97999954;0;NA;33;67979;6513987;33;64293;6524145;"Y";"";"Y";"Y";"Y";"";"";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"22.16";"22.16.0.1001.0"
"91";22;22;0;1001;1;"Søgne";"Aktiv";"14.12.1973 12:00";"16.04.2016 12:00";2.107986;NA;58.09098053;7.835107803;78051;6461281;0;0;0;0;846;203.5800018;203.5800018;NA;NA;"12.05.2015 00:00";NA;6.539999962;24.20999908;7.130000114;6;57;108;144;173;198;224;250;278;311;485;29.62999916;50.34999847;163.75;NA;4.989999771;5.989999771;NA;0.090000004;81.51000214;0;3.880000114;0.109999999;1;NA;33;76880;6475749;33;74425;6490195;"Y";"";"Y";"";"";"";"";"Y";NA;"Y";"";"Y";"Y";"";"Y";"Y";"";"";"22.22";"22.22.0.1001.1"
"92";22;4;0;1001;1;"Kjølemo";"Aktiv";"00.01.1900 00:00";"16.04.2016 12:00";0;1934;58.12024307;7.528130054;60379;6466492;0.847402871;0.149251416;0;0;831;1757.699951;1757.699951;NA;NA;"12.05.2015 00:00";NA;44.27000046;24.13999939;33.25999832;10;218;288;367;455;560;678;767;836;904;1160;102.1699982;6.420000076;163.75;NA;1.279999971;6.150000095;NA;0.379999995;47.13999939;0;7.880000114;33.02000046;0.039999999;NA;33;62001;6521250;33;62720;6568597;"Y";"Y";"";"Y";"Y";"";"";"";NA;"Y";"Y";"Y";"Y";"";"";"";"Y";"";"22.4";"22.4.0.1001.1"
"93";223;2;0;1001;0;"Lombola";"Aktiv";"01.06.1923 12:00";"16.04.2016 12:00";1.969107;NA;70.13985443;24.76062775;868698;7811095;0;0;0;0;2167;877.1400146;877.1400146;NA;NA;"12.05.2015 00:00";NA;4.789999962;10.28999996;6.789999962;58;317;363;387;411;435;463;502;549;623;1136;51.09000015;79.56999969;319.0799866;NA;0;3.859999895;NA;0.119999997;10.02000046;0;4;77.37999725;0;NA;33;853366;7791360;33;846412;7765876;"Y";"Y";"Y";"Y";"Y";"";"";"";NA;"Y";"Y";"Y";"";"Y";"Y";"Y";"";"";"223.2";"223.2.0.1001.0"
"94";230;1;0;1001;1;"Nordmannset";"Aktiv";"12.07.1961 12:00";"16.04.2016 12:00";0;NA;70.87923431;27.50948715;954469;7911030;0;0;0;0;2177;19.30999947;19.30999947;NA;NA;"12.05.2015 00:00";NA;23.70999908;20.32999992;21.10000038;72;101;149;185;224;246;267;281;294;307;368;6.820000172;9.949999809;358.4299927;NA;0;0;NA;4.019999981;5.179999828;0;10.35999966;72.5;0;NA;33;957461;7912528;33;958082;7915768;"Y";"";"Y";"";"";"";"";"Y";NA;"Y";"";"";"";"Y";"Y";"Y";"";"";"230.1";"230.1.0.1001.1"
"95";234;13;0;1001;0;"Vækkava, Iesjokka";"Aktiv";"23.10.1973 12:00";"16.04.2016 12:00";0.012889;NA;69.4263916;24.93833733;888291;7733535;0;0;0;0;2189;2079.25;2079.25;NA;NA;"12.05.2015 00:00";NA;-999;NA;-999;178;349;377;390;400;414;426;440;457;484;1020;50.93999863;-999;NA;NA;0;10.67000008;NA;0.870000005;31.70999908;0;10.52999973;37.47999954;0;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"234.13";"234.13.0.1001.0"
"96";234;18;0;1001;0;"Polmak nye";"Aktiv";"24.07.1911 12:00";"16.04.2016 12:00";1.354107;NA;70.07034302;28.01600838;991883;7826523;0;0;0;0;2194;9645.400391;14161.40039;NA;NA;"12.05.2015 00:00";NA;1;NA;1.610000014;10;235;275;300;324;347;370;392;417;452;1064;218.8399963;310.75;NA;NA;0.209999993;11.59000015;NA;0.029999999;52.47999954;0;4.099999905;19.65999985;0.079999998;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";NA;"Y";"";"Y";"Y";"";"Y";"Y";"";"";"234.18";"234.18.0.1001.0"
"97";24;8;0;1001;0;"Møska (Skolandsvatnet)";"Aktiv";"22.07.1978 12:00";"16.04.2016 12:00";2.423099;NA;58.16056442;7.066228867;33807;6474075;0;0;0;0;860;121.4100037;121.4100037;NA;NA;"12.05.2015 00:00";NA;14.60999966;29.32999992;17.97999954;8;221;260;288;308;325;343;369;400;454;613;19.54000092;30.48999977;209.0800018;NA;0.970000029;3.079999924;NA;1.710000038;76.91999817;0;9.039999962;8.43999958;0;NA;33;34193;6484718;33;39956;6492395;"";"";"";"";"";"";"";"";NA;"Y";"";"Y";"Y";"";"Y";"Y";"";"";"24.8";"24.8.0.1001.0"
"98";24;9;0;1001;0;"Tingvatn (Lygne)";"Aktiv";"01.09.1922 12:00";"16.04.2016 12:00";0;NA;58.40113831;7.223348141;46112;6499670;0;0;0;0;861;272.1600037;272.1600037;NA;NA;"12.05.2015 00:00";NA;12.19999981;27.30999947;14.80000019;185;318;426;486;540;588;623;660;707;767;964;30.26000023;42.95000076;240.7400055;NA;1.149999976;6.130000114;NA;3.119999886;37.08000183;0;9.510000229;36.52000046;0.029999999;NA;33;45718;6515544;33;48530;6528898;"";"";"";"";"";"";"";"";NA;"Y";"Y";"Y";"";"Y";"Y";"Y";"";"";"24.9";"24.9.0.1001.0"
"99";247;3;0;1001;0;"Karpelva";"Aktiv";"01.09.1927 12:00";"16.04.2016 12:00";2.00797;NA;69.65991211;30.38412094;1091325;7802944;0;0;0;0;2216;110.3899994;128.8899994;NA;NA;"12.05.2015 00:00";NA;10.26000023;NA;10.80000019;20;108;138;165;179;192;207;228;252;279;404;18.03000069;24.15999985;NA;NA;0.340000004;12.55000019;NA;0.349999994;51.25;0;4.989999771;11.97000027;0;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"Y";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"247.3";"247.3.0.1001.0"
"100";25;24;0;1001;1;"Gjuvvatn";"Aktiv";"30.04.1971 12:00";"16.04.2016 12:00";0;NA;59.15917587;7.214805126;55441;6583769;0;0;0;0;879;96.81999969;96.81999969;NA;NA;"12.05.2015 00:00";NA;15.77999973;24.27000046;20.47999954;950;1020;1041;1074;1106;1139;1175;1219;1271;1314;1431;12.69999981;20.61000061;265.9899902;NA;0;0.189999998;NA;6.960000038;0;0;16.39999962;83.30999756;0;NA;33;57794;6586956;33;57983;6591079;"Y";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"Y";"";"";"25.24";"25.24.0.1001.1"
"101";25;32;0;1001;1;"Knabåni";"Aktiv";"03.03.1993 12:00";"16.04.2016 12:00";0;NA;58.66950226;6.973183155;35132;6531137;0;0;0;0;881;49.09999847;49.09999847;NA;NA;"12.05.2015 00:00";NA;43.11999893;27.62999916;36.43999863;378;516;603;651;702;758;797;835;859;893;988;11.28999996;15.22999954;231.75;NA;0.389999986;4.78000021;NA;0.449999988;12.27000046;0;5.940000057;67.91000366;0.079999998;NA;33;40219;6531270;33;45175;6534263;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"";"";"";"25.32";"25.32.0.1001.1"
"102";26;20;0;1001;1;"Årdal";"Aktiv";"04.02.1970 12:00";"16.04.2016 12:00";0.284461;NA;58.54366684;6.497912884;5920;6520601;0;0;0;0;899;77.25;77.25;NA;NA;"12.05.2015 00:00";NA;23.37000084;35.58000183;32.04999924;113;245;340;402;449;478;505;534;568;602;748;13.07999992;17.69000053;219.0599976;NA;2.160000086;2.24000001;NA;2.269999981;38.08000183;0;8.979999542;24.63999939;0;NA;33;7264;6525998;33;12381;6531552;"Y";"";"Y";"Y";"";"";"";"Y";NA;"Y";"Y";"";"";"Y";"Y";"Y";"";"";"26.20";"26.20.0.1001.1"
"103";26;26;0;1001;0;"Jogla";"Aktiv";"28.11.1972 12:00";"16.04.2016 12:00";0;NA;58.95766068;6.938070774;36975;6563318;0;0;0;0;905;31.12000084;31.12000084;NA;NA;"12.05.2015 00:00";NA;40.88000107;29.84000015;45.59000015;612;828;879;921;970;1002;1038;1068;1103;1135;1194;8.06000042;9.600000381;219.0599976;NA;0;0.579999983;NA;0.100000001;2.920000076;0;2.859999895;92.19999695;0;NA;33;40895;6563561;33;42320;6565014;"Y";"";"Y";"Y";"";"";"";"Y";NA;"Y";"Y";"";"Y";"";"Y";"Y";"";"";"26.26";"26.26.0.1001.0"
"104";26;29;0;1001;1;"Refsvatn";"Aktiv";"19.01.1978 12:00";"16.04.2016 12:00";0;NA;58.35037613;6.344214916;-5758;6500337;0;0;0;0;908;52.95000076;52.95000076;NA;NA;"12.05.2015 00:00";NA;18.37999916;38.24000168;20.37999916;35;174;223;240;266;297;329;355;387;428;545;12.98999977;16.67000008;224.7299957;NA;1.590000033;1.080000043;NA;1;22.70000076;0;9.300000191;58.68000031;0;NA;33;97;6502792;33;4920;6502595;"";"";"";"";"";"";"";"";NA;"Y";"";"Y";"";"Y";"Y";"Y";"";"";"26.29";"26.29.0.1001.1"
"105";27;16;0;1001;1;"Bjordal";"Aktiv";"25.10.1984 12:00";"16.04.2016 12:00";3.983648;NA;58.68575668;6.492358208;7608;6536382;0;0;0;0;932;123.8099976;123.8099976;NA;NA;"12.05.2015 00:00";NA;-999;37.50999832;-999;212;519;603;650;688;719;743;769;798;829;965;16.51000023;-999;219.0700073;NA;0.059999999;1.340000033;NA;0.310000002;9.090000153;0;9.039999962;73.05000305;0;NA;33;10131;6542621;33;20218;6545825;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"";"";"";"27.16";"27.16.0.1001.1"
"106";27;24;0;1001;0;"Helleland";"Aktiv";"00.01.1900 00:00";"16.04.2016 12:00";0;1921;58.53359985;6.150288105;-14357;6522106;0.762180626;0.054806892;0;0;939;184.7200012;184.7200012;NA;NA;"12.05.2015 00:00";NA;15.15999985;35.70999908;16.97999954;86;184;215;315;401;489;543;592;636;683;904;27.36000061;34.56000137;219.0700073;NA;4.079999924;1.120000005;NA;1.149999976;22.62000084;0;8.350000381;48.34999847;0.029999999;NA;33;-2393;6526566;33;9904;6533437;"Y";"";"";"";"";"";"";"";NA;"Y";"Y";"Y";"Y";"";"";"";"Y";"";"27.24";"27.24.0.1001.0"
"107";28;7;0;1001;1;"Haugland";"Aktiv";"05.12.1918 12:00";"16.04.2016 12:00";0;NA;58.69289017;5.647618771;-40978;6543709;0;0;0;0;949;139.3500061;139.3500061;NA;NA;"12.05.2015 00:00";NA;10.25;15.81000042;9.300000191;16;61;97;115;152;178;209;244;264;301;432;17.30999947;27.30999947;248.8800049;NA;20.18000031;1.350000024;NA;0.430000007;7.150000095;0;6.110000134;61.25999832;0.189999998;NA;33;-42799;6540941;33;-24009;6541612;"Y";"";"Y";"";"Y";"";"Y";"";NA;"Y";"";"Y";"Y";"";"Y";"Y";"";"";"28.7";"28.7.0.1001.1"
"108";3;22;0;1001;1;"Høgfoss";"Aktiv";"23.09.1976 12:00";"16.04.2016 12:00";0;NA;59.55160904;10.8561039;265842;6608781;0;0;0;0;330;299.2900085;299.2900085;NA;NA;"12.05.2015 00:00";NA;3.339999914;NA;3.289999962;47;94;110;122;138;153;169;184;202;227;347;34.29000092;62.65999985;NA;NA;20.02000046;1.190000057;NA;0.560000002;71.73000336;0;2.390000105;0;1.429999948;NA;NA;NA;NA;NA;NA;NA;"";"";"Y";"Y";"";"";"Y";"Y";NA;"Y";"";"Y";"Y";"";"Y";"";"";"";"3.22";"3.22.0.1001.1"
"109";311;460;0;1001;0;"Engeren";"Aktiv";"05.04.1911 12:00";"16.04.2016 12:00";0.00782;1940;61.66487885;12.01834774;342156;6840464;0.195734769;0.00453211;0;0;2242;390.7304993;394.8299866;NA;NA;"12.05.2015 00:00";NA;-999;NA;-999;472;583;705;770;810;837;874;907;948;1008;1207;26.19000053;-999;NA;NA;0.939999998;15.61999989;NA;2.99000001;47.43999863;0;4.070000172;28.23999977;0.039999999;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"Y";"";"";"";NA;"Y";"Y";"Y";"";"Y";"Y";"Y";"";"";"311.460";"311.460.0.1001.0"
"110";311;6;0;1001;0;"Nybergsund";"Aktiv";"04.09.1908 12:00";"16.04.2016 12:00";0;1940;61.25907898;12.32249641;356394;6794588;0.017464999;0.00048717;0;0;2230;4089.358154;4424.850098;NA;NA;"12.05.2015 00:00";NA;2.349999905;NA;2.400000095;353;645;671;709;752;781;819;862;915;997;1748;142.6300049;207.6799927;NA;NA;0.829999983;10.07999992;NA;2.480000019;43.24000168;0;9.850000381;26.69000053;0.059999999;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"311.6";"311.6.0.1001.0"
"111";313;10;0;1001;0;"Magnor";"Aktiv";"25.03.1911 12:00";"16.04.2016 12:00";0;NA;59.95463943;12.18728542;342930;6649698;0;0;0;0;2255;356.1806946;359.9500122;NA;NA;"12.05.2015 00:00";NA;-999;NA;-999;127;156;179;197;218;240;267;299;321;351;458;28.95000076;-999;NA;NA;7.539999962;5.25;NA;0.349999994;81.41999817;0;4.03000021;0;0.449999988;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"Y";"";NA;"Y";"";"Y";"Y";"";"Y";"Y";"";"";"313.10";"313.10.0.1001.0"
"112";35;16;0;1001;1;"Djupadalsvatn";"Aktiv";"05.10.1990 12:00";"16.04.2016 12:00";0.075059;NA;59.28070068;6.380723953;9729;6603103;0;0;0;0;1003;45.34000015;45.34000015;NA;NA;"12.05.2015 00:00";NA;38.79000092;25.64999962;35.22999954;338;386;456;522;589;626;681;736;787;894;1128;13.19999981;20.21999931;252.2599945;NA;0;3.789999962;NA;3.539999962;33.08000183;0;10;46.09999847;0;NA;33;15813;6602790;33;22296;6599948;"";"";"";"";"";"";"";"";NA;"Y";"";"";"Y";"";"Y";"Y";"";"";"35.16";"35.16.0.1001.1"
"113";36;9;0;1001;1;"Middal";"Aktiv";"22.11.1968 12:00";"14.10.2015 12:00";39.940448;NA;59.95386124;6.981505871;52856;6673424;0;0;0;0;1010;45.86999893;45.86999893;NA;NA;"12.05.2015 00:00";NA;72.16999817;29.37000084;72.43000031;837;1115;1225;1303;1367;1407;1454;1492;1525;1565;1683;8.800000191;9.270000458;273.2200012;NA;0;0.109999999;NA;0.150000006;1.610000014;2.529999971;3.789999962;91.31999969;0;NA;33;56873;6673495;33;60203;6669772;"Y";"";"Y";"";"";"";"";"Y";NA;"Y";"";"";"";"";"Y";"";"";"";"36.9";"36.9.0.1001.1"
"114";41;1;0;1001;1;"Stordalsvatn";"Aktiv";"16.08.1912 12:00";"16.04.2016 12:00";0;NA;59.68293762;6.010889053;-5158;6650416;0;0;0;0;1055;130.6100006;130.6100006;NA;NA;"12.05.2015 00:00";NA;34.91999817;NA;36.93000031;51;89;251;441;583;681;764;864;931;1036;1294;23.06999969;29.44000053;273.1300049;NA;3.109999895;1.049999952;NA;6.679999828;24.80999947;0;10.60000038;57.52000046;0;NA;33;5072;6654090;33;15523;6660111;"Y";"";"Y";"Y";"Y";"";"Y";"Y";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"41.1";"41.1.0.1001.1"
"115";42;2;0;1001;1;"Djupevad";"Aktiv";"23.12.1963 12:00";"16.04.2016 12:00";0;NA;59.81743622;5.844408035;-12402;6666583;0;0;0;0;1063;31.89999962;31.89999962;NA;NA;"12.05.2015 00:00";NA;61.79000092;43.06000137;56.68999863;88;205;282;348;435;526;652;747;841;924;1152;8.229999542;14.60000038;273.2200012;NA;0;1.409999967;NA;0.340000004;42.56000137;0;2.789999962;50.38999939;0;NA;33;-9299;6668652;33;-10405;6673395;"Y";"";"Y";"Y";"";"";"";"Y";NA;"Y";"Y";"Y";"Y";"";"Y";"Y";"";"";"42.2";"42.2.0.1001.1"
"116";46;9;0;1001;1;"Fønnerdalsvatn";"Aktiv";"05.05.1980 12:00";"16.04.2016 12:00";7.257635;NA;60.06708145;6.283018112;15716;6690900;0;0;0;0;1081;7.010000229;7.010000229;NA;NA;"12.05.2015 00:00";NA;313.5299988;40.83000183;238.0500031;590;859;1094;1174;1287;1371;1423;1470;1521;1560;1621;4.96999979;2.269999981;273.230011;NA;0;0;NA;1.820000052;2;47.36000061;3.99000001;46.65000153;0;NA;33;15770;6688790;33;15302;6689081;"";"";"";"";"";"";"";"";NA;"Y";"";"";"";"Y";"Y";"Y";"";"";"46.9";"46.9.0.1001.1"
"117";48;1;0;1001;1;"Sandvenvatn";"Aktiv";"05.11.1908 12:00";"16.04.2016 12:00";0;1968;60.01389313;6.548137188;29632;6683089;0.019863039;0.01014702;0;9.340000153;1094;470.2200012;470.2200012;NA;NA;"12.05.2015 00:00";NA;34.99000168;35.74000168;31.30999947;87;575;727;866;985;1090;1177;1253;1328;1429;1651;26.39999962;42.31999969;273.230011;NA;0.409999996;0.889999986;NA;1.210000038;21.44000053;7.389999866;6.519999981;59.63000107;0.059999999;NA;33;33851;6677669;33;48178;6678861;"Y";"";"Y";"Y";"Y";"";"";"";NA;"Y";"Y";"Y";"Y";"";"Y";"";"";"";"48.1";"48.1.0.1001.1"
"118";48;5;0;1001;1;"Reinsnosvatn";"Aktiv";"15.06.1917 12:00";"16.04.2016 12:00";4.886291;NA;59.96939468;6.725261211;38833;6676909;0;0;0;0;1098;120.5;120.5;NA;NA;"12.05.2015 00:00";NA;85.80999756;31.53000069;82.16999817;595;763;940;1060;1174;1232;1278;1325;1379;1442;1635;11.01000023;10.65999985;273.230011;NA;0.109999999;0.540000021;NA;3.299999952;9.529999733;1;9.380000114;76.37000275;0;NA;33;41328;6677689;33;48178;6678861;"Y";"";"Y";"";"Y";"";"";"";NA;"Y";"Y";"";"";"Y";"Y";"Y";"";"";"48.5";"48.5.0.1001.1"
