"qsim";"qobs"
0.000532;0.002363
0.000532;0.002363
0.000532;0.002363
0.000532;0.002363
0.000532;0.002363
0.000532;0.002363
0.000532;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.000799;0.002363
0.001065;0.003
0.001065;0.003808
0.001065;0.003808
0.001065;0.003808
0.001065;0.003808
0.001065;0.003808
0.001065;0.003808
0.001065;0.003808
0.001065;0.003808
0.001111;0.003808
0.001111;0.003808
0.001331;0.003808
0.001331;0.003808
0.001331;0.003808
0.001331;0.003808
0.001331;0.003808
0.001331;0.003808
0.001331;0.003808
0.001331;0.003808
0.001331;0.003808
0.001389;0.003808
0.001597;0.003808
0.001597;0.003808
0.001597;0.003808
0.001597;0.003808
0.001597;0.003808
0.001597;0.003808
0.001597;0.003808
0.001597;0.003808
0.001667;0.003808
0.001667;0.003808
0.001863;0.003808
0.001863;0.003808
0.001863;0.003808
0.001863;0.003808
0.001863;0.003808
0.001863;0.003808
0.001863;0.003808
0.001944;0.003808
0.001944;0.003808
0.00213;0.003808
0.00213;0.003808
0.00213;0.003808
0.00213;0.003808
0.00213;0.003808
0.00213;0.003808
0.00213;0.003808
0.00213;0.003808
0.00213;0.003808
0.002222;0.003808
0.002222;0.003808
0.002396;0.003808
0.002396;0.003808
0.002396;0.003808
0.002396;0.003808
0.002396;0.003808
0.002396;0.003808
0.002396;0.003808
0.002396;0.003808
0.002396;0.003808
0.0025;0.005863
0.002662;0.005863
0.002662;0.005863
0.002662;0.005863
0.002662;0.005863
0.002662;0.005863
0.002662;0.005863
0.002662;0.005863
0.002662;0.005863
0.002662;0.005863
0.002778;0.005863
0.002778;0.005863
0.002928;0.005863
0.002928;0.005863
0.002928;0.005863
0.002928;0.005863
0.002928;0.005863
0.002928;0.005863
0.002928;0.005863
0.002928;0.005863
0.002928;0.005863
0.002928;0.005863
0.003194;0.005863
0.003194;0.005863
0.003194;0.005863
0.003194;0.005863
0.003333;0.005863
0.003333;0.006
0.003461;0.006
0.003461;0.006
0.003461;0.008694
0.003461;0.008694
0.003461;0.008694
0.003461;0.008694
0.003461;0.008694
0.003461;0.008694
0.003461;0.008694
0.003461;0.008694
0.003611;0.008694
0.003611;0.008694
0.003611;0.008694
0.003611;0.008694
0.003611;0.009
0.003727;0.011
0.003727;0.012
0.003727;0.012491
0.003727;0.012491
0.003727;0.012491
0.003727;0.012491
0.003727;0.012491
0.003727;0.012491
0.003727;0.012491
0.003727;0.012491
0.003727;0.012491
0.003727;0.012491
0.003727;0.012491
0.003889;0.012491
0.003889;0.012491
0.003993;0.012491
0.003993;0.012491
0.003993;0.012491
0.003993;0.012491
0.003993;0.012491
0.004167;0.012491
0.004259;0.012491
0.004259;0.012491
0.004259;0.012491
0.004259;0.012491
0.004259;0.012491
0.004259;0.012491
0.004259;0.012491
0.004259;0.012491
0.004259;0.012491
0.004444;0.012491
0.004444;0.012491
0.004444;0.012491
0.004525;0.012491
0.004525;0.012491
0.004525;0.012491
0.004525;0.012491
0.004525;0.012491
0.004525;0.013
0.004525;0.015
0.004525;0.015
0.004525;0.016
0.004722;0.016019
0.004722;0.017471
0.004792;0.017471
0.004792;0.017471
0.004792;0.017471
0.004792;0.017471
0.004792;0.017471
0.004792;0.017471
0.004792;0.017471
0.004792;0.017471
0.004792;0.017471
0.004792;0.017471
0.005;0.017471
0.005058;0.017471
0.005058;0.017471
0.005058;0.017471
0.005278;0.017471
0.005278;0.017471
0.005324;0.017471
0.005324;0.017471
0.005324;0.017471
0.005324;0.017471
0.005324;0.017471
0.005324;0.017471
0.005324;0.017471
0.005324;0.017471
0.005324;0.017471
0.005556;0.017471
0.005556;0.017471
0.005556;0.017471
0.005556;0.017471
0.00559;0.017471
0.00559;0.017471
0.00559;0.017471
0.00559;0.017471
0.005833;0.017471
0.005856;0.017471
0.005856;0.017471
0.005856;0.017471
0.005856;0.017471
0.005856;0.017471
0.005856;0.017471
0.005856;0.017471
0.006111;0.017471
0.006111;0.017471
0.006123;0.017471
0.006123;0.017471
0.006123;0.017471
0.006123;0.017471
0.006123;0.017471
0.006123;0.017471
0.006123;0.017471
0.006123;0.017471
0.006123;0.017471
0.006389;0.017471
0.006389;0.017471
0.006655;0.017471
0.006655;0.017471
0.006655;0.017471
0.006655;0.017471
0.006667;0.017471
0.006921;0.017471
0.006921;0.017471
0.006921;0.017471
0.006921;0.017471
0.006921;0.017471
0.006921;0.017471
0.006921;0.017471
0.006921;0.017471
0.006921;0.017471
0.006944;0.018098
0.006944;0.019069
0.007188;0.020046
0.007188;0.020368
0.007188;0.020585
0.007222;0.021
0.007222;0.02192
0.007454;0.022218
0.007454;0.022368
0.007454;0.023
0.007454;0.023
0.007454;0.023002
0.007454;0.023013
0.0075;0.023334
0.0075;0.023334
0.00772;0.023655
0.00772;0.023767
0.00772;0.023877
0.00772;0.023877
0.00772;0.023877
0.00772;0.023877
0.00772;0.023877
0.00772;0.023877
0.007778;0.023877
0.007778;0.023877
0.007778;0.023877
0.007986;0.023877
0.007986;0.023877
0.008056;0.023877
0.008252;0.023877
0.008252;0.023877
0.008252;0.023877
0.008252;0.023877
0.008519;0.023877
0.008519;0.023877
0.008519;0.023877
0.008519;0.023877
0.008611;0.023877
0.008611;0.023877
0.008611;0.023877
0.008785;0.023877
0.008785;0.023877
0.008785;0.023877
0.008785;0.023877
0.008785;0.023877
0.008785;0.023877
0.008785;0.023877
