"qsim";"qobs"
0.080185;0.258321
0.080185;0.258321
0.080185;0.258321
0.080185;0.265248
0.080185;0.299113
0.090208;0.299113
0.090208;0.314461
0.090208;0.314533
0.090208;0.328171
0.090208;0.343552
0.090208;0.343552
0.100231;0.343552
0.100231;0.343552
0.100231;0.39174
0.100231;0.39174
0.100231;0.406892
0.100231;0.443779
0.100231;0.443779
0.110255;0.443779
0.110255;0.443779
0.110255;0.443779
0.110255;0.45166
0.110255;0.45166
0.110255;0.45166
0.110255;0.45166
0.120278;0.481069
0.120278;0.481069
0.120278;0.481069
0.120278;0.499766
0.120278;0.499766
0.120278;0.499766
0.130301;0.499766
0.130301;0.499766
0.130301;0.499766
0.130301;0.511428
0.130301;0.511428
0.130301;0.511428
0.130301;0.522697
0.130301;0.526258
0.140324;0.542738
0.140324;0.542738
0.140324;0.559782
0.140324;0.559798
0.150347;0.559798
0.150347;0.559798
0.150347;0.559798
0.150347;0.559798
0.150347;0.559798
0.150347;0.559798
0.150347;0.575003
0.150347;0.608222
0.16037;0.610898
0.16037;0.61764
0.16037;0.623968
0.16037;0.623968
0.16037;0.623968
0.16037;0.623968
0.16037;0.623968
0.170394;0.623968
0.170394;0.623968
0.170394;0.623968
0.170394;0.623968
0.170394;0.623968
0.170394;0.623968
0.170394;0.64696
0.170394;0.661756
0.170394;0.67753
0.180417;0.692368
0.180417;0.692368
0.180417;0.692368
0.180417;0.692368
0.180417;0.692368
0.180417;0.692368
0.180417;0.692368
0.180417;0.692368
0.180417;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.19044;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.200463;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.210486;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.220509;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.692368
0.230532;0.707474
0.230532;0.713622
0.230532;0.715193
0.230532;0.738895
0.240556;0.738895
0.240556;0.750673
0.240556;0.750673
0.240556;0.756391
0.240556;0.765089
0.240556;0.765089
0.240556;0.765089
0.240556;0.765089
0.240556;0.765089
0.240556;0.765089
0.240556;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.250579;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.260602;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.270625;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.280648;0.765089
0.290671;0.765089
0.290671;0.765089
0.290671;0.765089
0.290671;0.765089
0.290671;0.765089
0.290671;0.765089
0.290671;0.765089
0.290671;0.765089
0.290671;0.779266
0.300694;0.788686
0.300694;0.788686
0.300694;0.788686
0.300694;0.788686
0.300694;0.827661
0.300694;0.827661
0.300694;0.827661
0.300694;0.827661
0.300694;0.827661
0.300694;0.827661
0.300694;0.838121
0.300694;0.842219
0.300694;0.842219
0.300694;0.842219
0.300694;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.310718;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.320741;0.842219
0.330764;0.842219
0.330764;0.842219
0.330764;0.842219
0.330764;0.842219
0.330764;0.842219
0.330764;0.842219
0.330764;0.842219
0.330764;0.842219
0.330764;0.842219
0.330764;0.842219
0.330764;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.340787;0.842219
0.35081;0.842219
0.35081;0.842219
0.35081;0.842219
0.35081;0.842219
0.35081;0.842219
0.35081;0.842219
0.35081;0.842219
0.35081;0.842219
0.35081;0.842219
0.35081;0.842219
0.360833;0.867599
0.360833;0.867599
0.360833;0.867599
0.360833;0.867599
0.360833;0.867599
0.360833;0.867599
0.360833;0.867599
0.360833;0.867599
0.360833;0.908501
0.360833;0.908501
0.360833;0.908501
0.360833;0.908501
0.360833;0.908501
0.360833;0.908501
0.360833;0.908501
0.370856;0.908501
0.370856;0.908501
0.370856;0.923842
0.370856;0.923842
0.370856;0.923842
0.370856;0.923842
0.370856;0.923842
0.370856;0.923842
0.370856;0.923842
0.370856;0.923842
0.38088;0.923842
0.38088;0.923842
0.38088;0.923842
0.38088;0.923842
0.38088;0.923842
0.38088;0.923842
0.38088;0.923842
0.38088;0.923842
0.38088;0.923842
0.38088;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.390903;0.923842
0.400926;0.923842
0.400926;0.923842
0.400926;0.923842
0.400926;0.923842
0.400926;0.923842
0.400926;0.923842
0.400926;0.923842
0.400926;0.923842
0.400926;0.923842
0.410949;0.923842
0.410949;0.923842
0.410949;0.923842
0.410949;0.923842
0.410949;0.923842
0.410949;0.923842
0.410949;0.923842
0.410949;0.923842
0.410949;0.928413
0.410949;0.95037
0.410949;0.95037
0.420972;0.95037
0.420972;0.95037
0.420972;0.95037
0.420972;0.95037
0.420972;0.95037
0.420972;0.95037
0.420972;0.993204
0.420972;0.993204
0.420972;0.993204
0.420972;0.993204
0.420972;1.010045
0.420972;1.010045
0.420972;1.010045
0.420972;1.010045
0.420972;1.010045
0.420972;1.010045
0.420972;1.010045
0.430995;1.010045
0.430995;1.010045
0.430995;1.010045
0.430995;1.010045
0.430995;1.010045
0.430995;1.010045
0.430995;1.010045
0.430995;1.010045
0.430995;1.010045
0.430995;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.441019;1.010045
0.451042;1.010045
0.451042;1.010045
0.451042;1.010045
0.451042;1.010045
0.451042;1.010045
0.451042;1.010045
