"qsim";"qobs"
0;0.05424
0;0.05424
0;0.05424
0;0.05424
0;0.05424
0;0.05424
0;0.05424
0.000278;0.05424
0.000278;0.05424
0.000278;0.05424
0.000278;0.05424
0.000278;0.05424
0.000278;0.05424
0.000278;0.05424
0.000278;0.05424
0.000556;0.05424
0.000556;0.05424
0.000556;0.05424
0.000556;0.05424
0.000556;0.05424
0.000556;0.05424
0.000556;0.05424
0.000556;0.05424
0.000556;0.05424
0.000556;0.063168
0.000556;0.063168
0.000833;0.063168
0.000833;0.063168
0.000833;0.063168
0.000833;0.063168
0.000833;0.063168
0.001111;0.063168
0.001111;0.063168
0.001111;0.063168
0.001111;0.063168
0.001111;0.073046
0.001111;0.073046
0.001111;0.073046
0.001111;0.073046
0.001389;0.073046
0.001389;0.073046
0.001389;0.073046
0.001667;0.073046
0.001667;0.073046
0.001667;0.073046
0.001667;0.073046
0.001667;0.073046
0.001667;0.073046
0.001667;0.073046
0.001944;0.073046
0.001944;0.073046
0.001944;0.083925
0.002222;0.083925
0.002222;0.083925
0.002222;0.083925
0.002222;0.083925
0.0025;0.083925
0.0025;0.083925
0.0025;0.083925
0.0025;0.083925
0.0025;0.083925
0.002778;0.083925
0.002778;0.083925
0.003056;0.083925
0.003056;0.095836
0.003056;0.095836
0.003333;0.095856
0.003333;0.095856
0.003333;0.095856
0.003611;0.095856
0.003611;0.095856
0.003889;0.095856
0.003889;0.095856
0.003889;0.095856
0.004167;0.095856
0.004167;0.095856
0.004444;0.095856
0.004444;0.095856
0.004444;0.095856
0.004722;0.095856
0.005;0.095856
0.005;0.095856
0.005;0.095856
0.005278;0.095856
0.005278;0.095856
0.005278;0.095856
0.005556;0.095856
0.005833;0.095856
0.005833;0.095856
0.005833;0.095856
0.005833;0.095856
0.006111;0.095856
0.006389;0.095856
0.006667;0.10889
0.006667;0.10889
0.006667;0.10889
0.006944;0.10889
0.0075;0.10889
0.0075;0.10889
0.0075;0.10889
0.0075;0.10889
0.007778;0.10889
0.007778;0.10889
0.008056;0.10889
0.008056;0.10889
0.008333;0.10889
0.008333;0.10889
0.008611;0.10889
0.008889;0.10889
0.009167;0.10889
0.009167;0.10889
0.009444;0.10889
0.01;0.10889
0.01;0.10889
0.01;0.10889
0.010278;0.10889
0.010278;0.10889
0.010556;0.10889
0.010556;0.10889
0.011111;0.10889
0.011667;0.10889
0.011667;0.10889
0.011667;0.10889
0.011667;0.10889
0.011667;0.10889
