Stasjonsnr;corr-jan;corr-feb;corr-mars;corr-april;corr-mai;corr-juni;corr-juli;Max_corr;corr-mnd;corr-Rsig;roc-jan;roc-feb;roc-mars;roc-april;roc-mai;roc-juni;roc-juli;Max_roc;roc-mnd;crpss-jan;crpss-feb;crpss-mars;crpss-april;crpss-mai;crpss-juni;crpss-juli;Maxcrpss;bss-jan;bss-feb;bss-mars;bss-april;bss-mai;bss-jui;bss-juli;Max_bss;reff-jan;reff-feb;reff-mars;reff-april;reff-mai;reff-juni;reff-juli;Max_Reff;reff_mnd;csi-jan;csi-feb;csi-mars;csi-april;csi-mai;csi-juni;csi-juli;Max_csi;csi-mnd;mindex-jan;mindex-feb;mindex-mars;mindex-april;mindex-mai;mindex-juni;mindex-juli;Stasjonsnr;WSZ;WRRatio;area_total;Høyde minimum;Høyde max;Høyde hypso50;Latitude;Longitude;Regime;JANRRatio;FEBRRatio;MARSRRatio;WSZjan
138.1;0.011857969;0.385790612;0.209525164;4.648270e-01;0.611804562;0.157367854;0.410082236;0.61180456;5;0.2262173;0.4827303;0.3827392;0.51494565;0.58979592;0.74528302;0.000000000;0.000000000;0.7452830;5;0.007265805;0.086861359;0.036706985;0.1132991395;0.122795361;-0.1143173872;-0.4990171693;0.1227953609;0.030283224;3.083014e-02;0.0773405350;0.048096708;-0.056881573;INF;INF;0.077340535;-0.0356788408;0.116847346;0.028232081;0.184154148;0.089985735;-0.591537929;-1.32393937;0.184154148;4;0.06250000;0.07692308;0.00000000;0.00000000;0.00000000;-1.00000000;-1.0000000;0.07692308;2;89.5;68.5;56.0;30.5;13.5;16.5;12.0;138.1;0.5699106;0.53568945;239.07;103;682;294;64.24378;11.081687;H2L3;0.4784453;0.4198813;0.4571868;0.6983274
139.15;0.115437652;0.131678709;0.226700279;3.085773e-01;0.267064947;0.378146272;0.524644805;0.52464480;7;0.2262173;0.4513889;0.5029762;0.55113636;0.58295455;0.55454545;0.587654321;0.712418301;0.7124183;7;-0.018007772;-0.083511716;-0.085334432;-0.0678386894;-0.118870654;-0.1254579694;-0.4407952207;-0.0180077720;0.004210092;3.071568e-02;0.0873015873;0.090670615;0.003012831;0.1682613169;0.0090992227;0.168261317;-0.1572166117;-0.363801302;-0.268997158;-0.191275595;-0.267653659;-0.254719836;-0.73201759;-0.157216612;1;0.06250000;0.05882353;0.06666667;0.11764706;0.18750000;0.07142857;0.0000000;0.18750000;5;150.0;120.0;95.5;66.0;40.0;18.0;9.5;139.15;0.8803065;0.17723206;1037.62;225;1675;700;65.01779;13.258364;H1L1;0.1146027;0.1117506;0.1474422;0.9540024
139.35;0.303474912;0.323214984;0.412839871;4.728565e-01;0.503855009;0.725096107;0.346578833;0.72509611;6;0.2262173;0.6774691;0.6879699;0.72150072;0.67400568;0.67916667;0.818803419;0.537735849;0.8188034;6;0.029556418;-0.082850979;-0.045490492;-0.0494185422;-0.132373363;-0.0056889354;-0.3729493767;0.0295564176;-0.008724530;-9.495666e-02;0.0629025765;0.172353060;0.229901529;0.1895576132;-0.3890099250;0.229901529;0.0350222261;-0.074197383;-0.041516050;0.028832269;-0.163971495;0.275515127;-0.24617017;0.275515127;6;0.68627451;0.55102041;0.58139535;0.58695652;0.55555556;0.52380952;0.0000000;0.68627451;1;140.5;113.0;85.5;55.0;26.0;5.5;8.0;139.35;0.8212516;0.22776771;852.39;138;1384;558;64.43047;12.481649;H1L1;0.1423852;0.1238874;0.2046048;0.9295102
148.2;-0.359701509;0.063038023;0.260004467;4.392115e-01;0.495308585;0.622243380;0.429586702;0.62224338;6;0.2572779;0.4039352;0.3846154;0.63786765;0.82870370;0.50000000;1.000000000;0.000000000;1.0000000;6;-0.001581556;0.031927402;0.047702272;0.1028896821;0.002142485;-0.2367533347;-0.0732585998;0.1028896821;-0.001043644;-3.609157e-02;-0.0414794777;0.062537831;-0.111939135;0.8737778072;INF;0.873777807;-0.0812692325;-0.051454561;0.088903798;0.208564388;0.215934769;-0.016524344;0.12660552;0.215934769;5;0.00000000;0.15384615;0.12500000;0.00000000;0.00000000;1.00000000;-1.0000000;1.00000000;6;73.5;49.0;54.5;33.0;16.5;17.0;12.0;148.2;0.5973946;0.60543450;108.47;15;783;158;65.36553;12.538049;H3L3;0.5343136;0.509871;0.567199;0.7264038
15.21;0.075445025;0.156613675;0.247963268;2.717147e-01;0.396426130;0.242592507;0.073440766;0.39642613;5;0.2262173;0.5324786;0.5504274;0.52905983;0.54786325;0.58392857;0.336734694;0.261224490;0.5839286;5;-0.022064715;0.001263951;-0.002109080;-0.0142289808;0.025814451;-0.0619968326;-0.1410980054;0.0258144515;0.002040692;-8.741472e-03;0.0166301170;-0.106176901;-0.056758468;0.0213151927;0.0117157974;0.021315193;-0.2009172056;-0.164006952;-0.133677452;-0.220166227;-0.113404974;-0.310817665;-0.32714978;-0.113404974;5;0.05263158;0.05555556;0.21052632;0.22727273;0.18181818;0.00000000;0.0000000;0.22727273;4;124.5;93.5;65.0;34.5;14.0;28.5;14.0;15.21;0.7423755;0.19324583;125.90;229;920;574;59.70734;9.554798;H2L1;0.04558758;0.04896138;0.07846691;0.8954600
15.49;0.330056648;0.409164904;0.445176524;4.455377e-01;0.415669690;0.601485139;0.315661300;0.60148514;6;0.2306199;0.6846264;0.7543103;0.75763889;0.76805556;0.76736111;0.705000000;0.490384615;0.7680556;4;0.085583568;0.095881529;0.092825125;0.0645335125;-0.048957009;0.0154498154;-0.5388273551;0.0958815286;0.149231912;1.756503e-01;0.1200716846;0.153186847;0.001870033;-0.0206481481;-0.0005341880;0.175650304;0.1111494952;0.134384129;0.163182851;0.120994117;-0.095908073;0.239153089;0.01451653;0.239153089;6;0.40740741;0.47058824;0.45714286;0.45714286;0.46875000;0.50000000;0.0000000;0.50000000;6;137.0;106.0;77.5;46.5;16.5;1.0;42493;15.49;0.8832695;0.07136816;59.13;846;1185;1028;60.49297;8.479065;H1L1;0.01202194;0.04223523;0.03709127;0.9617682
15.53;0.353580606;0.277010431;0.315391406;3.306540e-01;0.360729204;0.544532205;0.124266996;0.54453220;6;0.2377338;0.6309524;0.6301020;0.66751701;0.66411565;0.70903010;0.559782609;0.673469388;0.7090301;5;0.097468612;0.037029796;0.033410070;0.0040938135;-0.054835487;0.1113968962;-0.0416313715;0.1113968962;0.083604292;-1.362632e-02;0.0293904020;0.052010940;-0.137172316;0.3360191080;-0.0671676905;0.336019108;0.1040831791;-0.001475311;-0.006059626;-0.049479153;-0.189280980;0.041883990;-0.32311791;0.104083179;1;0.47222222;0.48717949;0.54054054;0.50000000;0.51612903;0.25000000;0.0000000;0.54054054;3;134.0;103.0;75.0;44.0;14.0;21.5;8.0;15.53;0.8871520;0.05057837;94.07;770;1310;1011;60.30712;9.009736;H1L1;0.004905267;0.01676191;0.01409514;0.9653524
15.79;0.253786218;0.288961902;0.365305202;3.438379e-01;0.308737831;0.674911944;0.741251091;0.74125109;7;0.2262173;0.6255259;0.6767181;0.73772791;0.74824684;0.76577840;0.783448276;0.980769231;0.9807692;7;0.036728665;0.007146062;-0.004230038;-0.0837985608;-0.140190113;0.1368359578;0.1034594920;0.1368359578;-0.013534522;-1.711477e-01;-0.2482853224;-0.467581161;-0.587700046;0.0293320106;-0.0088435374;0.029332011;0.0607413198;0.027577453;0.049821030;-0.068883405;-0.143565319;0.395230878;0.55229577;0.552295765;7;0.47619048;0.41860465;0.51351351;0.52631579;0.56410256;0.57575758;0.5000000;0.57575758;6;155.5;124.5;96.0;65.0;35.0;8.5;1.0;15.79;0.9373180;0.04455655;1177.29;951;1537;1229;60.38210;8.263918;H1L1;0.008151675;0.01810245;0.01197053;0.9820789
151.15;0.219255170;0.274234655;0.272104879;3.871110e-01;0.443211383;0.695583721;0.740891558;0.74089156;7;0.2428590;0.6476449;0.6186594;0.60054348;0.63315217;0.67210145;0.830459770;0.930232558;0.9302326;7;0.008372083;-0.041718143;-0.117314954;-0.0649750613;-0.004812609;0.1916712767;0.2743213759;0.2743213759;0.091680134;9.796543e-02;-0.0283690617;0.023170383;0.098971079;0.3446432314;0.2991398685;0.344643231;-0.0941708506;-0.150506973;-0.275329786;-0.108904890;-0.025534183;0.362018864;0.47053614;0.470536140;7;0.33333333;0.33333333;0.29032258;0.37500000;0.38709677;0.56521739;0.0000000;0.56521739;6;156.0;125.0;97.0;66.0;36.0;9.0;6.0;151.15;0.9161686;0.11216723;653.36;345;1692;827;65.43757;13.986036;H1L1;0.07836377;0.07078927;0.07900229;0.9719235
152.4;-0.262509419;-0.054586540;0.181980701;2.574350e-01;0.315778514;0.589057516;0.641346267;0.64134627;7;0.2262173;0.3701299;0.4189189;0.55042735;0.56517857;0.62678571;0.703125000;0.924528302;0.9245283;7;-0.150858992;-0.221947654;-0.146270017;-0.1949725732;-0.232301920;-0.0815827281;0.1830509210;0.1830509210;-0.215826023;-3.248089e-01;-0.3351010101;-0.404526749;-0.455875629;-0.8012037037;INF;-0.215826023;-0.4303996659;-0.566602593;-0.382747220;-0.335637037;-0.378501484;-0.067342018;0.36936385;0.369363847;7;0.12121212;0.14814815;0.12500000;0.13043478;0.29166667;0.13333333;0.0000000;0.29166667;5;142.5;118.5;92.0;61.0;31.0;13.0;8.5;152.4;0.7657727;0.38412065;525.69;39;1530;436;65.90524;13.307593;H2L1;0.3091812;0.2906371;0.3440036;0.8864994
156.10;0.107928856;0.154362100;0.155584089;1.470103e-01;0.176719131;0.155137290;0.036574592;0.17671913;5;0.2262173;0.5942249;0.5653495;0.60334347;0.63677812;0.58814590;0.583586626;0.550000000;0.6367781;4;-0.055953184;-0.054194014;-0.052288294;-0.0580269573;-0.059140983;-0.0632225728;-0.1955501195;-0.0522882942;0.058875487;4.635721e-02;0.0529666179;0.070236355;0.059850146;0.0753228558;-0.0136259717;0.075322856;-0.0267493049;-0.008185304;-0.019211976;-0.014506813;0.018463668;0.005505903;-0.18375563;0.018463668;5;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.0000000;0.00000000;1;184.5;153.5;125.0;94.0;64.0;35.5;15.5;156.10;0.8850064;0.23466220;210.63;60;1587;804;66.45672;13.878476;H1L1;0.1826588;0.1539764;0.1948216;0.9486260
157.3;-0.139457570;-0.134606537;-0.098441271;1.474378e-01;0.155352960;0.338589471;0.205382122;0.33858947;6;0.2262173;0.3697917;0.2025000;0.46405229;0.36928105;0.59150327;0.548076923;0.432692308;0.5915033;5;-0.037701569;-0.069192332;-0.076932732;-0.0471546370;-0.084027115;-0.0928672722;-0.1800721629;-0.0377015691;-0.031828704;-6.009468e-02;-0.0519342872;-0.044609788;-0.168308081;-0.1704911433;-0.0367155350;-0.031828704;-0.0572720839;-0.106223073;-0.116926969;0.002603599;-0.003100233;0.061171044;-0.61594135;0.061171044;6;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.0000000;0.00000000;1;138.0;109.0;91.5;63.5;39.0;18.0;11.5;157.3;0.6983397;0.49989152;16.33;108;1160;471;66.39262;13.180769;H2L1;0.4170205;0.3708356;0.4391875;0.8201912
16.122;0.219202055;0.241804884;0.166671180;1.715542e-01;0.170523929;0.468011943;0.323022031;0.46801194;6;0.2604822;0.6556373;0.6151961;0.58210784;0.57598039;0.56004902;0.535087719;0.464285714;0.6556373;1;0.080149412;0.003142165;-0.040785538;-0.1118947030;-0.251753819;-0.0978070311;-0.6186025044;0.0801494120;0.147135169;2.150309e-01;0.1725337414;0.113899730;-0.033932074;0.2254568387;-0.0259465009;0.225456839;0.0170305550;-0.043634214;-0.212737396;-0.362888823;-0.687434065;-0.350415186;-1.39935882;0.017030555;1;0.41666667;0.29629630;0.32000000;0.28571429;0.21739130;0.33333333;0.0000000;0.41666667;1;136.0;105.0;77.0;46.0;18.0;11.0;11.0;16.122;0.8506769;0.11157848;42.69;717;1199;914;59.64140;8.311718;H2L1;0.0252382;0.03198246;0.03123565;0.9468339
16.193;0.095096080;0.097732688;0.188310687;8.761142e-02;0.088713401;0.009688002;0.128943965;0.18831069;3;0.2541889;0.4479167;0.5345528;0.52032520;0.42886179;0.32520325;0.348484848;0.222222222;0.5345528;2;-0.072314591;-0.109621045;-0.169012530;-0.3116209042;-0.435147990;-0.5333597196;-0.7365523801;-0.0723145914;-0.025818989;-3.671159e-02;-0.0843200514;-0.211672845;-0.316441419;-0.0309696038;0.0026309931;0.002630993;-0.0439691352;-0.171774381;-0.264640367;-0.578654972;-0.878122557;-1.073561495;-2.05325365;-0.043969135;1;0.00000000;0.00000000;0.09090909;0.08333333;0.06666667;0.00000000;0.0000000;0.09090909;3;133.5;105.0;77.0;46.0;22.0;29.0;12.5;16.193;0.7242912;0.24474395;156.65;96;1204;502;59.43142;9.133699;H2L1;0.007510015;0.08879533;0.1336647;0.8847073
16.66;0.201268074;0.127612360;0.153391980;1.541623e-01;0.241234228;0.482448600;0.253353027;0.48244860;6;0.2283868;0.5916306;0.6161616;0.60389610;0.60894661;0.66233766;0.764705882;0.405660377;0.7647059;6;0.002396390;-0.046939937;-0.067824069;-0.1228586214;-0.116296017;-0.6254928393;-0.1025450769;0.0023963895;0.034631212;1.155745e-01;0.1349794239;0.102880658;0.045368898;-1.9289814815;0.0309829060;0.134979424;0.0435340152;-0.035203953;-0.051726701;-0.151248107;-0.158477839;-0.950580857;-0.34835297;0.043534015;1;0.37142857;0.36111111;0.31428571;0.30555556;0.34285714;0.20000000;0.0000000;0.37142857;1;134.5;103.5;75.5;44.5;14.5;10.0;11.0;16.66;0.8828608;0.07331901;6.60;939;1058;1005;59.83555;8.320615;H2L1;0.01153251;0.02295138;0.01597516;0.9617682
16.75;0.291762637;0.204842824;0.218778238;3.207977e-01;0.447745092;0.710518954;0.362531504;0.71051895;6;0.2262173;0.6645022;0.6572872;0.71356421;0.73160173;0.75685426;0.941176471;0.000000000;0.9411765;6;-0.015333673;-0.126985857;-0.148121729;-0.1976905959;-0.177170750;-0.6427973366;-0.1306569577;-0.0153336730;-0.131121399;-1.129630e-01;-0.0906378601;-0.185082305;-0.062551440;-1.9226851852;INF;-0.062551440;0.0192768295;-0.245212249;-0.287289528;-0.281224032;-0.263075439;-0.735650900;-0.39147904;0.019276829;1;0.42500000;0.45000000;0.39024390;0.44736842;0.44444444;0.27272727;-1.0000000;0.45000000;2;136.5;105.5;77.5;46.5;17.0;3.0;5.0;16.75;0.8416858;0.12395626;118.28;697;1287;905;59.67317;8.067388;H2L1;0.03046931;0.0466828;0.04179945;0.9408602
161.7;0.328290163;0.415851546;0.434484618;5.053163e-01;0.474284841;0.578499592;0.716374804;0.71637480;7;0.2572779;0.7529412;0.7611765;0.78352941;0.83294118;0.73411765;0.782716049;0.835135135;0.8351351;7;0.075247166;0.082005994;0.070971790;0.0972026276;0.014198050;0.1409361209;0.2376810209;0.2376810209;0.066174437;7.705865e-02;0.0686679108;0.092138224;-0.032812497;0.0013571296;0.1063683755;0.106368376;0.0498689007;0.074763149;0.031203828;0.138351267;0.062256108;0.202653152;0.52201290;0.522012897;7;0.30000000;0.30000000;0.35000000;0.42857143;0.52380952;0.41176471;0.1428571;0.52380952;5;166.0;135.0;107.0;76.0;46.0;19.0;7.5;161.7;0.9142273;0.13238307;225.05;374;1411;795;66.89693;14.854568;H1L1;0.1183895;0.07083652;0.09039929;0.9647551
162.3;0.011082864;0.079524781;0.064848231;1.145888e-01;0.182262986;0.662354609;0.303796584;0.66235461;6;0.2262173;0.5230769;0.5262664;0.52345216;0.54596623;0.54409006;0.815000000;0.000000000;0.8150000;6;-0.061245982;-0.194620885;-0.324623525;-0.3719602620;-0.509867336;-0.3128577285;-2.1999048180;-0.0612459817;-0.045457423;-1.562782e-01;-0.2689528177;-0.315718157;-0.497984852;-1.1500925926;INF;-0.045457423;-0.1137916434;-0.458115254;-0.625292032;-0.656273369;-0.809042775;-0.132957738;-3.59669135;-0.113791643;1;0.21739130;0.23809524;0.21739130;0.25000000;0.24000000;0.20000000;-1.0000000;0.25000000;4;142.5;112.0;84.0;53.0;23.0;6.0;4.0;162.3;0.8083780;0.28642689;145.39;162;831;520;67.08398;14.981474;H2L1;0.2615398;0.2018418;0.2322865;0.9115890
163.5;0.142807660;0.191345294;0.208878994;2.942992e-01;0.280542603;0.376296264;0.322863772;0.37629626;6;0.2262173;0.5781250;0.5866477;0.62286932;0.67755682;0.66903409;0.698529412;0.514285714;0.6985294;6;-0.020712677;-0.032139208;-0.054974228;0.0007888523;-0.047069873;-0.0398504714;-0.3872449083;0.0007888523;-0.028301405;-1.123883e-03;-0.0098850575;0.086206897;0.050344828;0.1071991058;-0.6956561500;0.107199106;-0.0790127949;-0.059560548;-0.129278819;-0.038559188;-0.133643022;-0.136814723;-0.53259309;-0.038559188;4;0.38888889;0.37500000;0.47222222;0.51428571;0.51428571;0.45454545;0.0000000;0.51428571;4;169.0;138.0;110.0;79.0;49.0;20.5;9.0;163.5;0.9393614;0.09019028;421.98;117;1695;834;66.81480;15.410688;H1L1;0.08509048;0.05450475;0.0671869;0.9737157
165.6;-0.181408989;-0.229056848;-0.157149353;9.886412e-02;0.110193535;-0.137495377;-0.162769103;0.11019354;5;0.2262173;0.4094017;0.2886364;0.28723404;0.67647059;0.59433962;0.000000000;0.000000000;0.6764706;4;-0.008374745;-0.013477455;-0.018748159;0.0109412924;-0.070489252;-0.0449806021;-0.0512892844;0.0109412924;0.014674562;2.169817e-02;0.0095545827;0.017310789;-0.471677560;INF;INF;0.021698169;-0.1803989653;-0.125937080;-0.088960565;-0.027193748;-0.160961546;-0.275694384;-0.36270339;-0.027193748;4;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;-1.00000000;-1.0000000;0.00000000;1;86.0;70.5;56.5;45.0;30.5;24.0;14.0;165.6;0.6363218;0.55293438;23.62;15;932;181;67.53925;14.876697;H3L3;0.4625788;0.4336339;0.4879573;0.7795699
173.8;0.163676025;0.167641999;0.269551696;3.228505e-01;0.281162040;0.310698070;0.725450889;0.72545089;7;0.2825940;0.5555556;0.5555556;0.55263158;0.55417957;0.57500000;0.590909091;0.593750000;0.5937500;7;-0.007343861;-0.005448436;-0.015177212;-0.0196029820;-0.039184016;-0.0727980862;-0.1528503449;-0.0054484356;INF;INF;INF;INF;INF;INF;0.2441264161;0.244126416;-0.1397892508;-0.149271883;-0.202688452;-0.213572798;-0.253844300;-0.263578959;0.06185945;0.061859454;7;0.38095238;0.36363636;0.52380952;0.43478261;0.43478261;0.39130435;0.3333333;0.52380952;3;179.0;148.0;119.5;88.5;59.0;28.5;9.0;173.8;0.9724649;0.05133119;62.83;908;1579;1021;68.01673;17.896282;H1L1;0.02102618;0.01721142;0.02744791;0.9946237
174.3;0.223535993;0.316336554;0.326020448;4.365381e-01;0.435747143;0.550683272;0.428893702;0.55068327;6;0.2868557;0.6684982;0.7140152;0.73295455;0.77272727;0.84469697;0.894230769;0.828125000;0.8942308;6;0.077581148;0.121299378;0.110370914;0.1669892133;0.146920769;0.1472738231;0.0345131048;0.1669892133;0.078870448;8.413311e-02;0.1195464059;0.219701360;0.288590036;0.1038894222;-0.0481109040;0.288590036;-0.0046933175;0.078763152;0.073850331;0.186389290;0.177936327;0.228731732;0.13204396;0.228731732;6;0.23529412;0.43750000;0.38888889;0.45000000;0.58823529;0.36363636;0.0000000;0.58823529;5;158.0;129.5;101.0;70.0;44.0;19.5;11.5;174.3;0.9132056;0.17057966;28.44;275;1541;727;68.34785;17.489689;H1L1;0.13223;0.1011845;0.1276183;0.9551971
177.4;-0.087147212;0.024851134;0.135052582;1.955829e-01;0.285237374;0.371769418;-0.002842904;0.37176942;6;0.2283868;0.2840909;0.4204545;0.50681818;0.57500000;0.54863222;0.637500000;0.283018868;0.6375000;6;-0.059845943;-0.126677807;-0.126865037;-0.0660970665;-0.014815376;0.0129487962;-0.1243179261;0.0129487962;-0.257051169;-3.684271e-01;-0.3809448653;-0.150140485;-0.087937243;-0.0015316068;-0.0697962400;-0.001531607;-0.2752872086;-0.323272025;-0.262865434;-0.240560531;-0.066039623;0.037708181;-0.13946148;0.037708181;6;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.0000000;0.00000000;1;136.0;108.5;87.5;60.0;34.0;15.0;12.0;177.4;0.6889400;0.48435435;29.25;18;970;302;68.40743;15.705442;H1L1;0.3865822;0.3877002;0.3952198;0.8136201
18.10;0.054125731;0.355236301;0.143781503;1.488877e-01;0.163080163;-0.206518048;-0.136842741;0.35523630;2;0.2825940;0.2379032;0.6406250;0.53645833;0.46354167;0.40104167;0.250000000;0.242424242;0.6406250;2;-0.032366267;-0.007324180;0.010364207;-0.0088647006;-0.072962276;-0.2181204935;-0.5087668568;0.0103642067;0.029414134;1.882291e-05;0.0001539738;0.021175338;-0.049412602;0.0119612439;0.0114267837;0.029414134;0.0199146089;0.100227635;0.045335076;0.031731115;0.024570703;0.007196469;-0.02323314;0.100227635;2;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.0000000;0.00000000;1;121.0;90.0;62.0;32.0;17.0;31.0;8.0;18.10;0.5627586;0.43872976;236.23;50;657;313;58.88361;9.033272;H2L3;0.2720697;0.2296827;0.2678753;0.7425329
191.2;0.082234495;0.218469675;0.253969417;4.182781e-01;0.536534218;0.583083279;0.661931334;0.66193133;7;0.2262173;0.3963816;0.4760684;0.58717949;0.66068376;0.69658120;0.808630394;0.862745098;0.8627451;7;-0.011710248;0.036268615;0.033405800;0.1035335615;0.171584505;0.1415960896;0.2230240720;0.2230240720;0.036621474;1.178451e-01;0.1071917088;0.232796717;0.252525253;0.3521868908;0.1725974340;0.352186891;-0.1014707433;-0.043564644;-0.060439482;0.116093383;0.250695482;0.246891428;0.28027487;0.280274872;7;0.00000000;0.05263158;0.11764706;0.23529412;0.20000000;0.35714286;0.0000000;0.35714286;6;167.0;136.0;107.5;76.5;46.5;18.5;7.5;191.2;0.8910345;0.20053225;526.02;8;1503;564;68.85762;17.941074;H1L1;0.170499;0.14402;0.1512932;0.9438471
196.35;0.214171531;0.271449962;0.291150002;3.805333e-01;0.438926776;0.421487753;0.510781028;0.51078103;7;0.2283868;0.7435897;0.7592593;0.78561254;0.80555556;0.85683761;0.725757576;0.877551020;0.8775510;7;0.012395703;0.020593712;0.004148264;0.0112526728;0.047018764;-0.0037274500;-0.0862371569;0.0470187639;0.157553968;1.057966e-01;0.0618319240;0.088032766;0.204586627;0.0398015364;0.1840347426;0.204586627;-0.0473187294;-0.036668715;-0.075010117;0.036934264;0.078593000;0.069510782;0.19843301;0.198433005;7;0.52777778;0.58333333;0.57894737;0.57142857;0.68750000;0.48387097;0.1666667;0.68750000;5;166.0;135.0;107.0;76.0;46.0;16.0;6.0;196.35;0.9438570;0.11752778;3110.65;23;1714;713;69.03493;18.658337;H1L1;0.08992566;0.0928356;0.08066886;0.9767025
2.11;0.044485331;0.128658690;0.178086741;2.438250e-01;0.437866778;0.729673063;0.258695633;0.72967306;6;0.2262173;0.4919118;0.5088235;0.54264706;0.58676471;0.65735294;0.885620915;0.000000000;0.8856209;6;-0.007053188;-0.048500520;-0.050587839;-0.0541145808;-0.013828115;0.0737869514;-0.5269814201;0.0737869514;0.053086420;1.898148e-02;-0.0146347737;0.051929012;0.146502058;0.4396825397;INF;0.439682540;-0.2143854720;-0.171332680;-0.173833949;-0.128274579;0.029575297;0.295759260;-1.59039664;0.295759260;6;0.13043478;0.13636364;0.16666667;0.20000000;0.32000000;0.50000000;-1.0000000;0.50000000;6;141.0;110.0;82.0;51.0;21.0;7.0;5.0;2.11;0.9089144;0.05437071;119.13;737;1593;939;62.36132;11.478783;H2L1;0.003910824;0.004348182;0.02758575;0.9808841
2.142;0.412208111;0.410517211;0.410821786;4.284752e-01;0.644113608;0.108912439;0.198298406;0.64411361;5;0.2283868;0.6855072;0.6811594;0.69637681;0.68985507;0.81060606;0.375000000;0.000000000;0.8106061;5;0.124421892;0.117233803;0.110154998;0.1137565300;0.241700168;-0.1246284787;-0.3191726977;0.2417001678;0.095155848;-5.104036e-03;-0.0061217704;-0.044613007;0.148547760;-0.1330695809;INF;0.148547760;0.1518938994;0.161631730;0.147509383;0.077046197;0.320705722;-0.025050915;-0.06730909;0.320705722;5;0.32142857;0.35714286;0.44444444;0.45161290;0.56000000;0.00000000;-1.0000000;0.56000000;5;123.0;92.0;64.0;33.0;10.0;21.0;12.0;2.142;0.7404342;0.28499586;1646.00;170;807;411;60.64117;12.047125;H2L1;0.08684675;0.09074755;0.2045611;0.9163680
2.145;-0.061989604;-0.053869362;0.070719845;1.247073e-01;0.041337333;0.367079519;0.691542877;0.69154288;7;0.2262173;0.4114011;0.3949176;0.47939560;0.53846154;0.51717033;0.682098765;0.927083333;0.9270833;7;-0.051641247;-0.151011713;-0.125382158;-0.1024705771;-0.159434905;0.0506508902;0.2490764641;0.2490764641;-0.066312636;-1.777505e-01;-0.1412309368;-0.043709150;-0.110511983;0.0943039591;0.1979717813;0.197971781;-0.1545227827;-0.307003636;-0.208083657;-0.229124984;-0.393543440;-0.035549210;0.26348043;0.263480429;7;0.23684211;0.23076923;0.28947368;0.27777778;0.28947368;0.33333333;0.0000000;0.33333333;6;160.5;129.5;101.0;70.0;40.0;17.0;9.0;2.145;0.9352746;0.05533878;11212.84;179;2463;1139;61.33339;10.277532;H1L1;0.01066696;0.0242401;0.03459626;0.9874552
2.265;0.056704895;0.114259668;0.153098189;2.664598e-01;0.395147849;0.580704547;0.172887857;0.58070455;6;0.2402555;0.5664137;0.5597723;0.60531309;0.72770398;0.72485769;0.948148148;0.000000000;0.9481481;6;0.012533822;-0.009324376;-0.002229262;0.0311512970;0.034690141;-0.6396290731;-7.1197753748;0.0346901410;-0.022378096;-7.276920e-03;0.0781729405;0.107492016;0.015118408;-0.0542495950;INF;0.107492016;-0.1145348592;-0.123628092;-0.112973914;-0.036009466;0.085876135;-0.243281115;-29.92116535;0.085876135;5;0.22222222;0.20689655;0.40000000;0.44444444;0.39285714;0.22222222;-1.0000000;0.44444444;4;144.0;113.0;85.0;54.0;24.0;5.0;5.0;2.265;0.8982886;0.07735039;618.36;338;1433;926;61.94611;11.083512;H1L1;0.006649559;0.01315485;0.04363188;0.9784946
2.268;-0.077664430;-0.067214406;-0.006225243;5.580714e-02;-0.075420753;0.144249263;0.391698328;0.39169833;7;0.2262173;0.4617605;0.4660895;0.49494949;0.55916306;0.50432900;0.618045113;0.709325397;0.7093254;7;-0.131470971;-0.267705958;-0.297009928;-0.2724619762;-0.352836903;-0.2181104809;0.0338116500;0.0338116500;-0.088192466;-1.268123e-01;-0.1024374802;-0.151471985;-0.219689775;0.0120579226;0.0973365341;0.097336534;-0.2450204184;-0.440874345;-0.489734324;-0.498512252;-0.691351516;-0.499054627;-0.07111744;-0.071117435;7;0.30952381;0.31578947;0.31707317;0.34146341;0.30769231;0.32352941;0.2142857;0.34146341;4;172.0;141.0;113.0;82.0;52.0;25.0;12.5;2.268;0.9684802;0.03835058;790.90;476;2462;1467;61.79955;8.447218;H1L1;0.008377069;0.02104794;0.03354988;0.9940263
