Stasjonsnr;Stasjonsnr;corr-jan;corr-feb;corr-mars;corr-april;corr-mai;corr-juni;corr-juli;Max_corr;corr-mnd;corr-Rsig;roc-jan;roc-feb;roc-mars;roc-april;roc-mai;roc-juni;roc-juli;Max_roc;roc-mnd;crpss-jan;crpss-feb;crpss-mars;crpss-april;crpss-mai;crpss-juni;crpss-juli;Maxcrpss;bss-jan;bss-feb;bss-mars;bss-april;bss-mai;bss-jui;bss-juli;Max_bss;reff-jan;reff-feb;reff-mars;reff-april;reff-mai;reff-juni;reff-juli;Max_Reff;reff_mnd;csi-jan;csi-feb;csi-mars;csi-april;csi-mai;csi-juni;csi-juli;Max_csi;csi-mnd;mindex-jan;mindex-feb;mindex-mars;mindex-april;mindex-mai;mindex-juni;mindex-juli;Stasjonsnr;WSZ;WRRatio;area_total;H?de minimum;H?de max;H?de hypso50;Latitude;Longitude;Stasjonsnr;andel fjell;andel innsjø;andel isbre;Regime;JANRRatio;FEBRRatio;MARSRRatio;APRILRRatio;MAIRRatio;JUNIRRatio;
156.10;156.10;0.107928856;0.154362100;0.155584089;1.470103e-01;0.176719131;0.155137290;0.036574592;0.17671913;5;0.2262173;0.5942249;0.5653495;0.60334347;0.63677812;0.58814590;0.583586626;0.550000000;0.6367781;4;-0.055953184;-0.054194014;-0.052288294;-0.0580269573;-0.059140983;-0.0632225728;-0.1955501195;-0.0522882942;0.058875487;4.635721e-02;0.0529666179;0.070236355;0.059850146;0.0753228558;-0.0136259717;0.075322856;-0.0267493049;-0.008185304;-0.019211976;-0.014506813;0.018463668;0.005505903;-0.18375563;0.018463668;5;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.0000000;0.00000000;1;184.5;153.5;125.0;94.0;64.0;35.5;15.mai;156.10;0.8850064;0.23466220;210.63;60;1587;804;66.45672;13.878476;156.10;46.15;3.12;34.94;H1L1;0.1826588;0.1539764;0.1948216;0.3132461;0.5908181;0.8499497;
16.75;16.75;0.291762637;0.204842824;0.218778238;3.207977e-01;0.447745092;0.710518954;0.362531504;0.71051895;6;0.2262173;0.6645022;0.6572872;0.71356421;0.73160173;0.75685426;0.941176471;0.000000000;0.9411765;6;-0.015333673;-0.126985857;-0.148121729;-0.1976905959;-0.177170750;-0.6427973366;-0.1306569577;-0.0153336730;-0.131121399;-1.129630e-01;-0.0906378601;-0.185082305;-0.062551440;-1.9226851852;INF;-0.062551440;0.0192768295;-0.245212249;-0.287289528;-0.281224032;-0.263075439;-0.735650900;-0.39147904;0.019276829;1;0.42500000;0.45000000;0.39024390;0.44736842;0.44444444;0.27272727;-1.0000000;0.45000000;2;136.5;105.5;77.5;46.5;17.0;3.0;5.0;16.75;0.8416858;0.12395626;118.28;697;1287;905;59.67317;8.067388;16.75;16.40;6.69;0.00;H1L1;0.03046931;0.0466828;0.04179945;0.2665386;0.8658921;0.9983174;
161.7;161.7;0.328290163;0.415851546;0.434484618;5.053163e-01;0.474284841;0.578499592;0.716374804;0.71637480;7;0.2572779;0.7529412;0.7611765;0.78352941;0.83294118;0.73411765;0.782716049;0.835135135;0.8351351;7;0.075247166;0.082005994;0.070971790;0.0972026276;0.014198050;0.1409361209;0.2376810209;0.2376810209;0.066174437;7.705865e-02;0.0686679108;0.092138224;-0.032812497;0.0013571296;0.1063683755;0.106368376;0.0498689007;0.074763149;0.031203828;0.138351267;0.062256108;0.202653152;0.52201290;0.522012897;7;0.30000000;0.30000000;0.35000000;0.42857143;0.52380952;0.41176471;0.1428571;0.52380952;5;166.0;135.0;107.0;76.0;46.0;19.0;07.mai;161.7;0.9142273;0.13238307;225.05;374;1411;795;66.89693;14.854568;161.7;71.87;2.5;0.11;H1L1;0.1183895;0.07083652;0.09039929;0.1939596;0.5703485;0.9199249;
162.3;162.3;0.011082864;0.079524781;0.064848231;1.145888e-01;0.182262986;0.662354609;0.303796584;0.66235461;6;0.2262173;0.5230769;0.5262664;0.52345216;0.54596623;0.54409006;0.815000000;0.000000000;0.8150000;6;-0.061245982;-0.194620885;-0.324623525;-0.3719602620;-0.509867336;-0.3128577285;-2.1999048180;-0.0612459817;-0.045457423;-1.562782e-01;-0.2689528177;-0.315718157;-0.497984852;-1.1500925926;INF;-0.045457423;-0.1137916434;-0.458115254;-0.625292032;-0.656273369;-0.809042775;-0.132957738;-3.59669135;-0.113791643;1;0.21739130;0.23809524;0.21739130;0.25000000;0.24000000;0.20000000;-1.0000000;0.25000000;4;142.5;112.0;84.0;53.0;23.0;6.0;4.0;162.3;0.8083780;0.28642689;145.39;162;831;520;67.08398;14.981474;162.3;35.27;6.16;0.00;H1L1;0.2615398;0.2018418;0.2322865;0.3704372;0.8287882;0.9862917;
163.5;163.5;0.142807660;0.191345294;0.208878994;2.942992e-01;0.280542603;0.376296264;0.322863772;0.37629626;6;0.2262173;0.5781250;0.5866477;0.62286932;0.67755682;0.66903409;0.698529412;0.514285714;0.6985294;6;-0.020712677;-0.032139208;-0.054974228;0.0007888523;-0.047069873;-0.0398504714;-0.3872449083;0.0007888523;-0.028301405;-1.123883e-03;-0.0098850575;0.086206897;0.050344828;0.1071991058;-0.6956561500;0.107199106;-0.0790127949;-0.059560548;-0.129278819;-0.038559188;-0.133643022;-0.136814723;-0.53259309;-0.038559188;4;0.38888889;0.37500000;0.47222222;0.51428571;0.51428571;0.45454545;0.0000000;0.51428571;4;169.0;138.0;110.0;79.0;49.0;20.mai;9.0;163.5;0.9393614;0.09019028;421.98;117;1695;834;66.81480;15.410688;163.5;66.89;2.8;0.55;H1L1;0.08509048;0.05450475;0.0671869;0.1538745;0.5604049;0.9189507;
173.8;173.8;0.163676025;0.167641999;0.269551696;3.228505e-01;0.281162040;0.310698070;0.725450889;0.72545089;7;0.2825940;0.5555556;0.5555556;0.55263158;0.55417957;0.57500000;0.590909091;0.593750000;0.5937500;7;-0.007343861;-0.005448436;-0.015177212;-0.0196029820;-0.039184016;-0.0727980862;-0.1528503449;-0.0054484356;INF;INF;INF;INF;INF;INF;0.2441264161;0.244126416;-0.1397892508;-0.149271883;-0.202688452;-0.213572798;-0.253844300;-0.263578959;0.06185945;0.061859454;7;0.38095238;0.36363636;0.52380952;0.43478261;0.43478261;0.39130435;0.3333333;0.52380952;3;179.0;148.0;119.5;88.5;59.0;28.mai;9.0;173.8;0.9724649;0.05133119;62.83;908;1579;1021;68.01673;17.896282;173.8;81.66;13.97;4.22;H1L1;0.02102618;0.01721142;0.02744791;0.08088322;0.3626461;0.8422756;
174.3;174.3;0.223535993;0.316336554;0.326020448;4.365381e-01;0.435747143;0.550683272;0.428893702;0.55068327;6;0.2868557;0.6684982;0.7140152;0.73295455;0.77272727;0.84469697;0.894230769;0.828125000;0.8942308;6;0.077581148;0.121299378;0.110370914;0.1669892133;0.146920769;0.1472738231;0.0345131048;0.1669892133;0.078870448;8.413311e-02;0.1195464059;0.219701360;0.288590036;0.1038894222;-0.0481109040;0.288590036;-0.0046933175;0.078763152;0.073850331;0.186389290;0.177936327;0.228731732;0.13204396;0.228731732;6;0.23529412;0.43750000;0.38888889;0.45000000;0.58823529;0.36363636;0.0000000;0.58823529;5;158.0;129.5;101.0;70.0;44.0;19.mai;11.mai;174.3;0.9132056;0.17057966;28.44;275;1541;727;68.34785;17.489689;174.3;54.29;1.62;6.8;H1L1;0.13223;0.1011845;0.1276183;0.2190409;0.5778609;0.9040796;
177.4;177.4;-0.087147212;0.024851134;0.135052582;1.955829e-01;0.285237374;0.371769418;-0.002842904;0.37176942;6;0.2283868;0.2840909;0.4204545;0.50681818;0.57500000;0.54863222;0.637500000;0.283018868;0.6375000;6;-0.059845943;-0.126677807;-0.126865037;-0.0660970665;-0.014815376;0.0129487962;-0.1243179261;0.0129487962;-0.257051169;-3.684271e-01;-0.3809448653;-0.150140485;-0.087937243;-0.0015316068;-0.0697962400;-0.001531607;-0.2752872086;-0.323272025;-0.262865434;-0.240560531;-0.066039623;0.037708181;-0.13946148;0.037708181;6;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.0000000;0.00000000;1;136.0;108.5;87.5;60.0;34.0;15.0;12.0;177.4;0.6889400;0.48435435;29.25;18;970;302;68.40743;15.705442;177.4;54.50;10.5;0.00;H1L1;0.3865822;0.3877002;0.3952198;0.5559095;0.8927669;0.9895008;
191.2;191.2;0.082234495;0.218469675;0.253969417;4.182781e-01;0.536534218;0.583083279;0.661931334;0.66193133;7;0.2262173;0.3963816;0.4760684;0.58717949;0.66068376;0.69658120;0.808630394;0.862745098;0.8627451;7;-0.011710248;0.036268615;0.033405800;0.1035335615;0.171584505;0.1415960896;0.2230240720;0.2230240720;0.036621474;1.178451e-01;0.1071917088;0.232796717;0.252525253;0.3521868908;0.1725974340;0.352186891;-0.1014707433;-0.043564644;-0.060439482;0.116093383;0.250695482;0.246891428;0.28027487;0.280274872;7;0.00000000;0.05263158;0.11764706;0.23529412;0.20000000;0.35714286;0.0000000;0.35714286;6;167.0;136.0;107.5;76.5;46.5;18.mai;07.mai;191.2;0.8910345;0.20053225;526.02;8;1503;564;68.85762;17.941074;191.2;52.30;2.75;0.55;H1L1;0.170499;0.14402;0.1512932;0.2622032;0.6507263;0.9283015;
2.11;02.nov;0.044485331;0.128658690;0.178086741;2.438250e-01;0.437866778;0.729673063;0.258695633;0.72967306;6;0.2262173;0.4919118;0.5088235;0.54264706;0.58676471;0.65735294;0.885620915;0.000000000;0.8856209;6;-0.007053188;-0.048500520;-0.050587839;-0.0541145808;-0.013828115;0.0737869514;-0.5269814201;0.0737869514;0.053086420;1.898148e-02;-0.0146347737;0.051929012;0.146502058;0.4396825397;INF;0.439682540;-0.2143854720;-0.171332680;-0.173833949;-0.128274579;0.029575297;0.295759260;-1.59039664;0.295759260;6;0.13043478;0.13636364;0.16666667;0.20000000;0.32000000;0.50000000;-1.0000000;0.50000000;6;141.0;110.0;82.0;51.0;21.0;7.0;5.0;02.nov;0.9089144;0.05437071;119.13;737;1593;939;62.36132;11.478783;2.11;48.13;3.12;0.00;H1L1;0.003910824;0.004348182;0.02758575;0.1880767;0.7712178;0.9912067;
2.265;2.265;0.056704895;0.114259668;0.153098189;2.664598e-01;0.395147849;0.580704547;0.172887857;0.58070455;6;0.2402555;0.5664137;0.5597723;0.60531309;0.72770398;0.72485769;0.948148148;0.000000000;0.9481481;6;0.012533822;-0.009324376;-0.002229262;0.0311512970;0.034690141;-0.6396290731;-7.1197753748;0.0346901410;-0.022378096;-7.276920e-03;0.0781729405;0.107492016;0.015118408;-0.0542495950;INF;0.107492016;-0.1145348592;-0.123628092;-0.112973914;-0.036009466;0.085876135;-0.243281115;-29.92116535;0.085876135;5;0.22222222;0.20689655;0.40000000;0.44444444;0.39285714;0.22222222;-1.0000000;0.44444444;4;144.0;113.0;85.0;54.0;24.0;5.0;5.0;2.265;0.8982886;0.07735039;618.36;338;1433;926;61.94611;11.083512;2.265;46.55;1.1;0.00;H1L1;0.006649559;0.01315485;0.04363188;0.2657969;0.8125705;0.9923432;
2.268;2.268;-0.077664430;-0.067214406;-0.006225243;5.580714e-02;-0.075420753;0.144249263;0.391698328;0.39169833;7;0.2262173;0.4617605;0.4660895;0.49494949;0.55916306;0.50432900;0.618045113;0.709325397;0.7093254;7;-0.131470971;-0.267705958;-0.297009928;-0.2724619762;-0.352836903;-0.2181104809;0.0338116500;0.0338116500;-0.088192466;-1.268123e-01;-0.1024374802;-0.151471985;-0.219689775;0.0120579226;0.0973365341;0.097336534;-0.2450204184;-0.440874345;-0.489734324;-0.498512252;-0.691351516;-0.499054627;-0.07111744;-0.071117435;7;0.30952381;0.31578947;0.31707317;0.34146341;0.30769231;0.32352941;0.2142857;0.34146341;4;172.0;141.0;113.0;82.0;52.0;25.0;12.mai;2.268;0.9684802;0.03835058;790.90;476;2462;1467;61.79955;8.447218;2.268;71.06;1.90;10.87;H1L1;0.008377069;0.02104794;0.03354988;0.1101385;0.4000405;0.7936816;
2.28;feb.28;0.306269126;0.228777170;0.274593514;3.255523e-01;0.377710709;0.458754338;0.039908395;0.45875434;6;0.2262173;0.6512346;0.6265432;0.67746914;0.68595679;0.63734568;0.550000000;0.000000000;0.6859568;4;0.082700545;0.032296814;0.039360247;0.0418398736;-0.021639746;-0.2646283492;-1.7067021049;0.0827005455;0.201941252;1.260536e-01;0.1088633461;0.174457216;0.113512133;0.3943518519;NaN;0.394351852;0.0745175966;-0.018695845;0.015260117;0.021850531;-0.089410124;-0.204027412;-5.41328672;0.074517597;1;0.21739130;0.25000000;0.37500000;0.36000000;0.27586207;0.50000000;-1.0000000;0.50000000;6;136.0;105.0;77.0;46.0;16.0;09.mai;10.mai;feb.28;0.8744828;0.08835892;866.25;199;1513;850;61.21542;10.269323;2.28;7.85;2.42;0.00;H1L1;0.008267747;0.01560371;0.03707591;0.2974684;0.8673551;0.9986143;
2.291;2.291;0.290361158;0.248892375;0.287357259;3.192903e-01;0.326819589;0.382096332;0.580625297;0.58062530;7;0.2377338;0.5597426;0.5726103;0.58915441;0.65900735;0.66544118;0.627757353;0.783333333;0.7833333;7;0.010145209;-0.072171600;-0.090547723;-0.1391866448;-0.131863320;-0.1085193677;0.0750304178;0.0750304178;0.086572381;1.610618e-01;0.1088659497;0.052180937;0.114952931;0.1912803627;0.3942858448;0.394285845;0.0959252685;-0.033900244;-0.040343804;-0.115972875;-0.062731068;0.002773850;0.20549239;0.205492393;7;0.26470588;0.34375000;0.37142857;0.38709677;0.41935484;0.40000000;0.3684211;0.41935484;5;179.0;148.0;119.0;88.0;58.0;27.0;8.0;2.291;0.9609195;0.02351739;262.27;717;2006;1485;62.00772;7.866356;2.291;87.42;6.23;5.40;H1L1;0.004586374;0.01570902;0.01739988;0.06096824;0.323647;0.755948;
2.32;feb.32;-0.029447549;-0.126200227;-0.090585691;-1.000528e-02;0.075337742;0.503608055;0.260287621;0.50360805;6;0.2262173;0.3664547;0.4213037;0.44276630;0.48648649;0.56359300;0.616049383;0.009433962;0.6160494;6;-0.060731711;-0.109507400;-0.121438399;-0.1152481072;-0.104738567;0.1256885223;-0.0008801709;0.1256885223;-0.099727433;-1.481214e-01;-0.1672545561;-0.140799530;-0.028058361;0.2071010860;-0.6875000000;0.207101086;-0.1818418857;-0.282346946;-0.280890303;-0.230554429;-0.236196204;0.193260453;-0.08431086;0.193260453;6;0.12500000;0.08333333;0.16666667;0.16000000;0.14814815;0.27272727;0.0000000;0.27272727;6;152.0;121.0;93.0;62.0;32.0;10.0;10.mai;feb.32;0.9400766;0.04379052;463.20;701;2169;1205;61.85194;10.222119;2.32;68.73;1.80;0.00;H1L1;0.002400505;0.006359355;0.01271447;0.1593223;0.6613549;0.9428435;
2.614;2.614;-0.017706018;-0.091290035;-0.021173260;3.047345e-02;0.084294973;0.383626605;0.638681526;0.63868153;7;0.2262173;0.4493056;0.4173611;0.42777778;0.48472222;0.51458333;0.656746032;0.641509434;0.6567460;6;-0.106066495;-0.282675884;-0.296524312;-0.3069960861;-0.359364927;-0.0900435333;0.2335000514;0.2335000514;-0.029949703;-1.701532e-01;-0.1144261545;-0.160465249;-0.308584819;-0.0553997195;0.0549074074;0.054907407;-0.2040724571;-0.515142488;-0.537121595;-0.546430407;-0.610982776;-0.114242115;0.33833129;0.338331292;7;0.25000000;0.19512195;0.20000000;0.21052632;0.27027027;0.18181818;0.0000000;0.27027027;5;152.0;121.0;93.0;62.0;32.0;9.0;7.0;2.614;0.9276117;0.05303046;1833.91;319;2207;1186;61.85857;9.404754;2.614;67.60;1.44;0.36;H1L1;0.01165876;0.02631551;0.03668739;0.1781977;0.6465661;0.9333653;
200.4;200.4;-0.079910486;0.042756972;0.128218470;1.870877e-01;0.340224938;0.497753740;0.469610888;0.49775374;6;0.2262173;0.5095390;0.5485197;0.61696429;0.61339286;0.71250000;0.745923913;0.962264151;0.9622642;7;-0.075881925;-0.126486099;-0.091944200;-0.1110747630;-0.047812597;-0.0904259315;-0.0968470771;-0.0478125975;-0.056186869;-3.924663e-02;-0.0274237473;-0.061410675;0.012587023;-0.1675505051;-0.5244584207;0.012587023;-0.2599013950;-0.400037966;-0.337304236;-0.307552289;-0.175770934;-0.054477519;-0.12645547;-0.054477519;6;0.09090909;0.16666667;0.25000000;0.26315789;0.29411765;0.25000000;0.0000000;0.29411765;5;151.5;121.5;93.5;62.5;34.0;10.mai;6.0;200.4;0.7392082;0.34881728;136.01;19;1047;243;69.98093;19.104124;200.4;49.73;14.80;0.00;H1L1;0.2833037;0.2690883;0.2688647;0.405039;0.7655782;0.9696954;
203.2;203.2;0.021139192;0.239846719;0.259750759;3.715689e-01;0.412648673;0.580717687;0.185839292;0.58071769;6;0.2283868;0.5150000;0.5664286;0.55785714;0.62714286;0.60683761;0.695820433;0.571428571;0.6958204;6;-0.037465975;-0.013591329;-0.065532859;-0.0115809030;-0.013744744;-0.0009607043;-0.4483148953;-0.0009607043;-0.039377064;-7.017459e-02;-0.1378765060;-0.077255390;-0.086627169;-0.0063510402;-0.7108660576;-0.006351040;-0.1171299018;-0.017064474;-0.051640498;0.062859870;0.053117628;0.261891595;-0.71702445;0.261891595;6;0.36111111;0.41176471;0.36111111;0.44117647;0.37500000;0.36000000;0.2500000;0.44117647;4;160.0;129.0;101.0;70.0;40.0;19.0;12.0;203.2;0.8502682;0.23612980;92.48;3;1533;263;69.73168;19.862122;203.2;43.88;9.91;7.39;H1L1;0.2004299;0.180079;0.186686;0.3230864;0.7196485;0.9333931;
206.3;206.3;0.195942862;0.269782698;0.383700062;3.471191e-01;0.331600047;0.396738423;0.750973740;0.75097374;7;0.2512085;0.6666667;0.6632184;0.67356322;0.65977011;0.67586207;0.690804598;0.834375000;0.8343750;7;-0.016532376;0.003216484;0.035938317;-0.0036439797;-0.034544813;-0.0096180083;0.0707671003;0.0707671003;0.007779136;8.251536e-02;0.0514764916;0.007938965;-0.060659810;-0.0395303640;0.3343498557;0.334349856;-0.0993491415;-0.043714208;0.083580356;0.007120977;-0.028034197;-0.002482285;0.32179235;0.321792350;7;0.20000000;0.26315789;0.21052632;0.29411765;0.25000000;0.22222222;0.3333333;0.33333333;7;173.5;142.5;113.5;82.5;52.5;22.mai;9.0;206.3;0.9674585;0.06410463;200.48;20;1316;933;69.52389;20.525620;206.3;77.28;2.27;0.00;H1L1;0.04574651;0.04517442;0.03955369;0.1043364;0.467747;0.8564446;
208.3;208.3;0.233909966;0.218213453;0.125699346;1.921351e-01;0.386819577;0.604376503;0.779191049;0.77919105;7;0.3008976;0.5643382;0.6580882;0.65441176;0.60294118;0.73713235;0.750000000;0.968750000;0.9687500;7;-0.012483956;-0.023155555;-0.080032444;-0.0668289668;0.055227697;0.0895973997;0.3301115751;0.3301115751;-0.226137407;-1.904912e-01;-0.2040439201;-0.196270286;-0.035529936;0.0711598894;0.2160264086;0.216026409;-0.0004990879;-0.015845979;-0.170786497;-0.138396408;0.105305979;0.272264873;0.56995741;0.569957414;7;0.36000000;0.45833333;0.46153846;0.40000000;0.52173913;0.37500000;0.0000000;0.52173913;5;158.0;127.0;98.0;67.0;37.0;10.0;5.0;208.3;0.9676628;0.02887191;1932.29;90;1361;673;69.52854;21.381660;208.3;72.78;2.76;0.00;H1L1;0.01317162;0.009956358;0.006912322;0.07542656;0.5298724;0.9416624;
21.47;21.47;-0.235412791;-0.152220141;-0.073737426;-2.737553e-02;-0.016031221;0.353497764;0.092248609;0.35349776;6;0.2572779;0.4386574;0.4849537;0.57175926;0.58912037;0.55555556;0.675084175;0.168750000;0.6750842;6;-0.177451260;-0.267058247;-0.298631886;-0.4357866417;-0.524292167;-0.1978373078;-0.5965215272;-0.1774512605;-0.152546409;-1.525122e-01;-0.1339481114;-0.237009394;-0.345276829;-0.2036572000;-0.0127337952;-0.012733795;-0.4871793938;-0.675975822;-0.716096556;-0.962243195;-1.117909432;-0.461722336;-1.07283357;-0.461722336;6;0.17857143;0.22580645;0.26666667;0.37931034;0.35483871;0.23529412;0.0000000;0.37931034;4;147.5;116.5;88.5;57.5;27.mai;12.0;10.0;21.47;0.9147382;0.07754084;19.jan;890;1432;1127;59.60883;7.419619;21.47;79.80;2.21;0.00;H1L1;0.01677358;0.03557058;0.02739445;0.1581701;0.5892917;0.9672498;
212.10;212.10;0.130276859;0.109795839;0.050554662;6.281603e-02;0.330878780;0.745162173;0.498108506;0.74516217;6;0.2377338;0.5775000;0.5641667;0.53500000;0.55166667;0.67916667;0.908119658;0.000000000;0.9081197;6;-0.036520916;-0.079023098;-0.212110151;-0.2158691147;-0.099609916;0.2029702119;0.0444539743;0.2029702119;0.009433321;-1.289728e-01;-0.2451932713;-0.201437499;0.137715891;0.5032569472;NaN;0.503256947;-0.1022213198;-0.239898934;-0.465800518;-0.454373859;-0.136006412;0.488039358;-0.26839676;0.488039358;6;0.34375000;0.35483871;0.28571429;0.29729730;0.38709677;0.61111111;-1.0000000;0.61111111;6;150.0;119.0;90.0;59.0;29.0;3.0;1.0;212.10;0.9621456;0.02530431;5620.81;0;1085;450;69.42004;23.635036;212.10;31.06;7.16;0.00;H1L1;0.001948654;0.0005499156;0.000933357;0.1085519;0.6651899;0.9840262;
212.49;212.49;0.079948897;0.062130201;0.068781641;6.347171e-02;0.189579500;0.469905084;0.774604165;0.77460416;7;0.2428590;0.6652174;0.6782609;0.61217391;0.60347826;0.64347826;0.736111111;0.958333333;0.9583333;7;-0.043965842;-0.088979511;-0.105217943;-0.1151424032;-0.095079960;0.0323960921;0.3050682404;0.3050682404;-0.065133394;-1.863271e-01;-0.1872324741;-0.190034889;-0.107514537;-0.0725243795;0.4507683030;0.450768303;-0.1503210828;-0.245063662;-0.215911288;-0.235190372;-0.123706800;0.164709393;0.57610123;0.576101227;7;0.38709677;0.41935484;0.40000000;0.41176471;0.40625000;0.48000000;0.3333333;0.48000000;6;162.0;131.0;103.0;72.0;42.0;14.mai;5.0;212.49;0.9396679;0.06385251;144.89;30;1146;531;70.02644;22.941637;212.49;73.90;3.52;0.00;H1L1;0.0413323;0.03099737;0.02707691;0.1284414;0.5600814;0.9194176;
223.2;223.2;0.201824440;0.249896590;0.270768379;3.838663e-01;0.559119496;0.735043274;0.778187944;0.77818794;7;0.2262173;0.5872253;0.6092033;0.64010989;0.68406593;0.77403846;0.861111111;0.000000000;0.8611111;6;0.014232250;0.007511563;0.024154248;0.0642176252;0.176600378;0.2944835095;-0.0957490953;0.2944835095;-0.065624448;-5.549667e-02;-0.0413354531;-0.006300418;0.088765236;0.4089336589;0.1173433048;0.408933659;-0.0479256450;-0.037613201;-0.022773340;0.089378368;0.304507437;0.491530596;0.07621475;0.491530596;6;0.39024390;0.39024390;0.46153846;0.50000000;0.52941176;0.58333333;-1.0000000;0.58333333;6;157.0;126.0;98.0;67.0;37.0;09.mai;2.0;223.2;0.9479438;0.04689104;877.14;58;1136;435;70.13985;24.760628;223.2;77.38;4.00;0.00;H1L1;0.02931458;0.02132416;0.01198506;0.1324669;0.6177721;0.9569635;
230.1;230.1;-0.057510192;-0.122812928;-0.030655178;3.662566e-02;0.220881987;0.688761651;0.462510661;0.68876165;6;0.2283868;0.4382440;0.4159226;0.45312500;0.47991071;0.60000000;0.933943089;0.000000000;0.9339431;6;-0.142540123;-0.247894978;-0.238159773;-0.2535058880;-0.161446568;0.1133977341;-1.4003345588;0.1133977341;-0.239959505;-3.132437e-01;-0.2394104014;-0.301628018;-0.289626374;0.1989290687;-0.6244446690;0.198929069;-0.3574276108;-0.483310533;-0.395035671;-0.411090482;-0.283990160;0.323254693;-2.71369727;0.323254693;6;0.20689655;0.15151515;0.17647059;0.26470588;0.30303030;0.50000000;-1.0000000;0.50000000;6;152.0;121.0;93.0;62.0;33.0;10.0;3.0;230.1;0.8803065;0.11282417;19.31;72;368;246;70.87923;27.509487;230.1;72.50;10.36;0.00;H1L1;0.06246529;0.07469037;0.05822721;0.2024613;0.7280654;0.9797327;
234.13;234.13;0.232483726;0.250744939;0.304778777;3.174900e-01;0.544305155;0.879195222;0.494007332;0.87919522;6;0.2746105;0.5687135;0.5760234;0.56432749;0.54970760;0.71052632;0.827380952;0.486111111;0.8273810;6;-0.017601150;-0.026586767;-0.015718591;-0.0304448486;0.091229572;0.4314273070;0.0379677899;0.4314273070;-0.115293167;-1.926779e-01;-0.2276660133;-0.267091865;0.041309984;0.3822329999;0.0256415191;0.382233000;-0.0046507826;-0.077462620;-0.074884751;-0.070105438;0.134259537;0.778200341;0.26406747;0.778200341;6;0.29166667;0.29166667;0.29166667;0.32000000;0.43478261;0.45454545;0.0000000;0.45454545;6;146.0;115.0;87.0;56.0;26.0;3.0;1.0;234.13;0.9567305;0.02971094;2079.25;178;1020;414;69.42639;24.938337;234.13;37.48;10.53;0.00;H1L1;0.004169141;0.001358324;0.002162647;0.1392491;0.693655;0.9806159;
234.18;234.18;-0.015955916;-0.034939294;0.040122508;4.960123e-02;0.325392080;0.832362869;0.611977977;0.83236287;6;0.2262173;0.6176471;0.6198529;0.66691176;0.67205882;0.74191176;0.917933131;0.000000000;0.9179331;6;-0.104596868;-0.139553681;-0.158591712;-0.1777559714;-0.038763711;0.3629864150;0.1950798960;0.3629864150;-0.114150047;-2.354226e-01;-0.2284267173;-0.204906616;-0.111965812;0.3416005291;INF;0.341600529;-0.2771396479;-0.383834163;-0.353909490;-0.362228411;-0.095940751;0.660753457;0.26396297;0.660753457;6;0.24137931;0.28571429;0.33333333;0.35714286;0.41666667;0.60000000;-1.0000000;0.60000000;6;145.0;114.0;86.0;55.0;25.0;4.0;3.0;234.18;0.9473308;0.04098763;14161.40;10;1064;347;70.07034;28.016008;234.18;19.66;4.10;0.00;H1L1;0.005567954;0.00705285;0.007208821;0.1761807;0.728018;0.9880359;
247.3;247.3;0.117367603;0.120161131;0.166418408;2.248363e-01;0.418246768;0.858003257;0.519172166;0.85800326;6;0.2262173;0.5534722;0.5777778;0.68680556;0.68263889;0.69791667;0.989361702;0.000000000;0.9893617;6;-0.102168119;-0.124222838;-0.095802485;-0.0763924540;-0.025928910;0.2746000083;-0.8134348080;0.2746000083;-0.112254230;-8.813443e-02;-0.0840763603;-0.097850937;-0.095764746;0.5772705163;NaN;0.577270516;-0.1851365052;-0.203521381;-0.189160145;-0.169693743;0.078468754;0.593799742;-1.77377432;0.593799742;6;0.41860465;0.38636364;0.52631579;0.48717949;0.50000000;0.63636364;-1.0000000;0.63636364;6;142.5;111.5;83.5;52.5;22.mai;4.0;5.0;247.3;0.9023755;0.05954029;128.89;20;404;192;69.65991;30.384121;247.3;11.97;4.99;0.00;H1L1;0.01055123;0.01201265;0.02645301;0.2160378;0.7651827;0.9842361;
25.24;25.24;-0.005658808;0.071968222;0.097982537;7.783319e-02;0.140277639;0.485516188;0.464597923;0.48551619;6;0.2512085;0.4461698;0.4409938;0.47204969;0.50310559;0.51877470;0.604567308;0.704545455;0.7045455;7;-0.106638411;-0.192415439;-0.182637349;-0.2352804857;-0.245021406;-0.0402993546;-0.0194053726;-0.0194053726;-0.122282831;-1.488369e-01;-0.1064501312;-0.184522793;-0.169365136;-0.0969816573;-0.2605300607;-0.096981657;-0.2208275361;-0.363150255;-0.421836070;-0.626961499;-0.520289234;-0.093193314;0.17064963;0.170649632;7;0.15384615;0.20000000;0.24137931;0.31034483;0.33333333;0.27272727;0.0000000;0.33333333;5;151.0;120.0;91.5;60.5;30.0;9.0;4.0;25.24;0.9086079;0.08885822;96.82;950;1431;1139;59.15918;7.214805;25.24;83.31;16.40;0.00;H1L1;0.01902752;0.04575453;0.01706812;0.1720679;0.5851868;0.9567771;
