"stations" "nobs" "" "" "" "" "tdist"
"68" "2.268.0.6004.dta" "52" "170.630053932964" "42.6971077378154" "138.337336473372" "29.6548735735063" "gumbel"
"69" "2.279.0.6004.dta" "48" "55.9907118241335" "16.8864444892582" "48.4811343844683" "17.2258324426578" "gumbel"
"70" "2.28.0.6004.dta" "52" "133.143058475886" "72.1433295769337" "121.18760648313" "42.9919479707589" "gumbel"
"71" "2.291.0.6004.dta" "48" "95.0107334078266" "27.6935378921346" "67.7207871515662" "18.6558357015806" "gumbel"
"72" "2.32.0.6004.dta" "52" "59.9608805737294" "20.4526744551305" "52.6427172107985" "16.9097362624445" "gumbel"
"73" "2.323.0.6004.dta" "44" "11.3493765798811" "3.07401142999235" "9.39241135818731" "2.39812099464481" "gumbel"
"74" "2.439.0.6004.dta" "25" "81.330904687339" "22.2852432305284" "73.9599295986211" "21.1647227892784" "gumbel"
"75" "2.463.0.6004.dta" "27" "36.4840003225219" "26.3965942411584" "27.3927044317469" "8.07499158407341" "gumbel"
"76" "2.479.0.6004.dta" "17" "24.1026903290416" "10.0014778653839" "18.5304393051097" "5.98521256910999" "gumbel"
"77" "2.604.0.6004.dta" "52" "1162.26720804562" "352.995087378978" "1078.77274251466" "320.504033848224" "gumbel"
"78" "2.614.0.6004.dta" "52" "263.243128346107" "82.9498146223964" "223.367823256768" "64.3568396324055" "gumbel"
"79" "2.633.0.6004.dta" "34" "11.6112452112393" "2.78876028381763" "10.8812992350578" "2.15054282830527" "gumbel"
"80" "2.634.0.6004.dta" "23" "22.3239384177582" "7.87515557802" "22.3105650802379" "7.5800074326619" "gumbel"
"81" "20.2.0.6004.dta" "52" "63.1478385167277" "17.746307876558" "57.8383211772991" "16.3741584028211" "gumbel"
"82" "200.4.0.6004.dta" "52" "36.4682412195035" "11.7855595509428" "31.4420274627625" "8.77572954399346" "gumbel"
"83" "203.2.0.6004.dta" "52" "16.6525575319241" "3.75904590263162" "14.2299992480452" "3.82836152195648" "gumbel"
"84" "206.3.0.6004.dta" "43" "49.5164496252298" "12.588725205689" "46.3398196416228" "9.93340306179164" "gumbel"
"85" "208.3.0.6004.dta" "33" "351.481317080066" "79.1558617021473" "292.465773571075" "66.1412835002286" "gumbel"
"86" "21.47.0.6004.dta" "41" "6.54890344490795" "2.42881652209887" "5.62987774339077" "1.38225321016203" "gumbel"
"87" "212.10.0.6004.dta" "48" "545.87012778826" "166.234657187122" "462.523213667337" "128.180461133049" "gumbel"
